#CODE;;ENGLISH;ENGLISH;
########################################;;;;
#Norwegian;;;;
########################################;;;;
PROV654;;Subala;;c_rummah
########################################;;;;
#Rhos;;;;
########################################;;;;
PROV414;;Novgorod;;Holmgarðr,c_novgorod
PROV412;;Torzhok;;c_torzhok
PROV409;;Ladoga;;Aldeigjuborg,c_bezhetsky_verh
PROV404;;Tudozerskij;;c_zaozerye
PROV413;;Pskov;;c_pskov
PROV415;;Luki;;c_velikiye_luki
PROV408;;Beloozero;;c_beloozero
PROV406;;Vologda;;c_vologda
PROV405;;Shenkursk;;c_chud
PROV403;;Kargopol;;c_romny
PROV393;;Onega;;c_onega
PROV396;;Kolmogory;;c_bjarmia
PROV395;;Orlec;;c_north_dvina
PROV394;;Pomorye;;c_trans-portage
PROV570;;Tver;;c_tver
PROV571;;Uglich;;c_uglich
PROV574;;Rostov;;Ráðstofa,c_rostov
PROV572;;Yaroslavl;;c_yaroslavl
PROV407;;Kostroma;;c_kostroma
PROV583;;Suzdal;;Súrsdalar,c_suzdal
PROV582;;Vladimir;;c_vladimir
PROV573;;Perejaslavl'-Zalesskij;;c_pereyaslavl_zalessky
PROV402;;Veliky Ustug;;c_veliky_ustug
PROV586;;Galich Mersky;;c_galich_mersky
PROV584;;Nizhny Novgorod;;c_nizhny_novgorod
PROV585;;Gorodets-Radilov;;c_gorodez
PROV580;;Riazan';;c_ryazan
PROV578;;Kolomna;;c_kolomna
PROV577;;Pronsk;;c_pronsk
PROV581;;Murom;;Móramar,c_murom
PROV575;;Moskva;;c_moskva
PROV587;;Mozajsk;;c_mozhaysk
PROV419;;Polotsk;;c_polotsk,Pallteskja
PROV417;;Vitebesk;;c_vitebsk
PROV550;;Minsk;;c_minsk
PROV547;;Kiev;;c_kiev,Kœnugarðr
PROV544;;Korsun;;c_korsun
PROV555;;Perejaslavl;;c_pereyaslavl
PROV568;;Smolensk;;Smaleskja,c_smolensk
PROV551;;Mstislavl;;c_mstislavl
PROV418;;Krasen;;c_orsha
PROV410;;Toropec;;c_toropets
PROV569;;Viazma;;c_vyazma
PROV552;;Turov;;c_turov
PROV548;;Pinsk;;c_pinsk
PROV424;;Volkovysk;;c_jacwiez
PROV567;;Novgorod Seversky;;c_novgorod_seversky
PROV554;;Chernigov;;c_chernigov
PROV553;;Lyubech;;c_lyubech
PROV576;;Briansk;;c_bryansk
PROV536;;Halych;;c_galich
PROV534;;Peremyshl;;c_peremyshl
PROV549;;Berestye;;c_beresty
PROV425;;Belsk;;c_podlasie
PROV546;;Terebovl;;c_terebovl
########################################;;;;
#Finland;;;;
########################################;;;;
PROV387;;Olonec;;c_kola
PROV382;;Finland;;Suomi,c_finland
PROV381;;Nyland;;c_nyland,Uusimaa
PROV392;;Kexholm;;Korela,c_kexholm,Käkisalmi
PROV383;;Tavastland;;Häme,Yam,c_tavasts
PROV384;;Satakunda;;Satakunta,c_satakunta
PROV390;;Savolax;;Savo,c_savolaks
PROV386;;Kvänland;;Kainuu,c_kemi,Kænlandi,Cwenaland
PROV385;;Österbotten;;c_osterbotten,Pohjanmaa
########################################;;;;
#Pomerania;;;;
########################################;;;;
PROV367;;Schlawe-Stolp;;Slupsk-Slawno,Slëpsk-Slowno,c_slupsk
PROV308;;Gützkow;;Hologost,Waløgost,c_wolgast,Wologoszcz
PROV304;;Rügen;;Rygen,Rugia,c_rugen,Rugye,Rana
########################################;;;;
#Baltics;;;;
########################################;;;;
PROV369;;Chelmno;;Kulmas,Kulm,c_chelminskie,Chelmno
PROV370;;Warmia;;Varmé,Ermland,Warmia,c_marienburg
PROV371;;Sambi;;Sambija,Sambi,Samland,c_sambia
PROV372;;Karšuva;;c_memel
PROV373;;Vredecuren;;c_kurs,Vanema
PROV374;;Opemele;;c_zemigalians,Upmale
PROV375;;Tholowa;;Tãlava,c_lettigalians
PROV377;;Saccalia;;c_livs,Sakala,Sackele
PROV379;;Ugaunia;;Ugaunija,Ugandi,Uggenois,c_dorpat
PROV420;;Lietuva;;c_aukshayts
PROV421;;Žëmaitëjë;;c_zhmud
PROV422;;Skalva;;Schalauen,c_scalovia
PROV423;;Sùduva;;Sudauen,c_sudovia
PROV426;;Dainava;;c_yatvyagi
PROV427;;Galindia;;Galindowie,Galinda,Galinden,c_galindia
PROV416;;Rositten;;Rëzne,c_west_dvina,Rzezyca
PROV378;;Harria;;Harju,c_reval,Harria,Harrien,Hæriæ
PROV380;;Vironia;;c_narva,Virland,Virumaa,Viruzeme,Wierland
PROV376;;Osilia;;Ösel,Saaremaa,Saarenmaa,Sãmsala,Eysýsla,c_osel,Øsel,Oysl
########################################;;;;
#Africa-Maghreb;;;;
########################################;;;;
PROV816;;Mahdíya;;c_mahdia
PROV817;;Tunis;;c_tunis
PROV818;;Súsa;;c_medjerda
PROV819;;Banzart;;c_bizerte
PROV820;;Búna;;c_annaba
PROV821;;Qustantiniyya;;c_constantine
PROV822;;Bidjáya;;c_bejaija
PROV823;;Biskra;;c_biskra
PROV824;;Tabna;;c_tell_atlas
PROV825;;Jíjil;;c_beni_yanni
PROV828;;Bou Sa'ada;;c_ouled_nail
PROV829;;Al-Aghwat;;c_mzab
PROV830;;Achir;;c_lemdiyya
PROV831;;Al-Jazáir;;c_al_djazair
PROV832;;Wahrán;;c_orania
PROV833;;Táhart;;c_atlas_mnt
PROV834;;Tilimsán;;c_tlemcen
PROV835;;Hunayn;;c_hanyan
PROV836;;Tanas;;c_snassen
PROV837;;Figuig;;c_figuig
PROV838;;El-Ríf;;c_el_rif
PROV839;;Sebta;;c_cebta
PROV840;;Fás;;c_fes
PROV841;;Tandja;;c_tangiers
PROV842;;Ribát al-Fath;;c_infa
PROV843;;Marrákush;;c_marrakech
PROV844;;Asfí;;c_massat
PROV845;;Tinmallál;;c_anti-atlas
PROV846;;Ifni;;c_ifni
PROV847;;Tarúdant;;c_tharasset
PROV849;;Gran Canaria;;c_canarias,Gran Canaria,Tamãran
########################################;;;;
#Ireland;;;;
########################################;;;;
PROV5;;Antrim;;c_ulster,Aontroim
PROV7;;Louth;;Lughbhaidh,Lú,Lhoo,Loth,c_oriel
PROV8;;Leitrim;;Leitrim,c_breifne,Liatroim,Lheeahtrim
PROV9;;Mayo;;Mageo,c_connacht,Maigh Eo
PROV12;;Kilkenny;;Kilkanice,Cheeill Chennee,c_ossory,Chill Chainnigh
PROV13;;Clare;;An Chláire,An Chláir,Yn Chlaair,c_thomond
PROV14;;Kerry;;Cheree,c_desmond,Ciarraighe,Chiarraí
PROV15;;Waterford;;Wæterford,c_ormond,Veðrafjorðr,An Déise
PROV16;;Wexford;;Veisafjorð,Waesfjord,Loch Garman,c_leinster
########################################;;;;
#Iceland and other stuff;;;;
PROV1;;Vesturland;;c_vestisland
PROV2;;Austurland;;c_austisland
PROV33;;Færeyar;;c_faereyar
PROV34;;Hjaltland;;c_shetland,Hjaltland
PROV35;;Suðreyar;;Sgitheanach,Skíð,c_innse_gall,Skye
PROV36;;Orkneyar;;c_orkney,Arcaibh
PROV37;;Katanes;;c_caithness,Cataibh,Sutherland,Suþland,Suðrland
########################################;;;;
#England;;;;
########################################;;;;
PROV57;;West York Ridding;;Jorvík,Eoforwic,c_york,Ebrauc,Évèroui,Efrog
#Egypt;;;;
########################################;;;;
PROV789;;Ushmún Tannáh;;c_pelusia
PROV790;;Quzlum;;c_sarqihya
PROV791;;Qusayr;;c_quena
PROV797;;Manúf;;c_manupura
PROV798;;Dimyát;;c_delta
PROV799;;Nastaráwa;;c_gabiyaha
PROV800;;Gíza;;c_gizeh
PROV801;;Hawf Gharbí;;c_buhairya
PROV802;;Iskandariya;;c_alexandria
PROV803;;Síwa;;c_quattara
PROV804;;Sullum;;c_al_alamayn
PROV805;;Tubrúk;;c_tobruk
PROV806;;Darna;;c_cyrenaica
PROV807;;Awjíla;;c_senoussi
PROV808;;Barqa;;c_benghazi
########################################;;;;
#Abyssinia;;;;
########################################;;;;
PROV873;;Adal;;c_harer
PROV876;;Sera'é;;c_akordat
PROV878;;Bádi;;c_hayya
PROV882;;Damot;;c_ankober
PROV883;;Dembiya;;c_gondar
PROV884;;Amhara;;c_antalo
PROV885;;Agaw;;c_matamma
