#CODE;;ENGLISH;ENGLISH;
#Bohemia;;;;
c_schaumburg_adj;;Schaumburgische;;
c_bar_adj;;Bar;;
c_pontamousson_adj;;Pont-á-Mousson;;
c_eberstein_adj;;Ebersteinische;;
c_oettingen_adj;;Oettigenishe;;
c_teck_adj;;Teckishe;;
c_helfenstein_adj;;Helfensteinische;;
c_hohenloe_adj;;Hohenloeische;;
c_hohenzollern_adj;;Zollernishe;;
c_leuchenberg_adj;;Leuchenbergische;;
c_rustringen_adj;;Rüstringer;;
c_magdeburg_adj;;Magdeburgische;;
c_blankenburg_adj;;Blankenburgische;;
c_wittenberg_adj;;Wittenbergische;;
c_brehna_adj;;Brehnaische;;
c_schwartzburg_adj;;Schwartzburgische;;
c_tecklenburg_adj;;Tecklenburgische;;
c_lauenburg_adj;;Lauenburgische;;
c_hildesheim_adj;;Hildesheimische;;
c_regensburg_adj;;Regensburgische;;
c_gorz_adj;;Görzische;;
c_lausitz_adj;;Oberlausitzische;;
c_sponheim_adj;;Sponheimische;;
c_berg_adj;;Bergische;;
c_niederlausitz_adj;;Niederlausitzische;;
c_dithmarschen_adj;;Dithmarchische;;
c_wargrien_adj;;Wargrian;;
c_henneberg_adj;;Hennebergische;;
c_saarbrucken_adj;;Saarbrückische;;
c_schwerin_adj;;Schwerinische;;
c_frankfurt_adj;;Hanuaische;;
c_bentheim_adj;;Bentheimer;;
c_zeitz_adj;;Zeitzische;;
c_augsburg_adj;;Augsburgische;;
c_pitten_adj;;Pittische;;
c_waldburg_adj;;Walburgische;;
c_mark_adj;;Markische;;
c_zutphen_adj;;Zupthische;;
c_brandenburg_adj;;Brandenburgische;;
c_wurzburg_adj;;Wurzburgische;;
#Burgundy;;;;
c_cheese_adj;;Grüyereische;;
c_basel_adj;;Baselische;;
c_montbeliard_adj;;Montbéliard;;
c_bugey_adj;;Bresse;;
c_chablais_adj;;Chablis;;
c_portois_adj;;Portois;;
c_arles_adj;;Arles;;
c_graisivaudan_adj;;Graisivaudan;;
c_gapencais_adj;;Gapençais;;
c_forcalquier_adj;;Haute Provence;;
c_namur_adj;;Namurische;;
c_limburg_adj;;Limburgische;;
c_stavelot_adj;;Zutphenische;;
c_oversticht_adj;;Overstichtische;;
c_laroche_adj;;La Rochian;;
c_chiny_adj;;Cinean;;
c_amous_adj;;Amous;;
c_aosta_adj;;Aosta;;
#Poland;;;;
c_rawamazovia_adj;;Brodnoski;;
c_leczyca_adj;;Leczyca;;
c_legnica_adj;;Legnica;;
c_pultusk_adj;;Pultusk;;
#Denmark;;;;
c_hardsyssel_adj;;Harsýslr;;
c_vestervig_adj;;Vestervíkr;;
c_jylland_adj;;Ábúsýslr;;
c_sonderjylland_adj;;Sillendr;;
c_lolland_adj;;Lalandr;;
c_vestsjaelland_adj;;Syälandr;;
c_ostskane_adj;;Östær Skaannskr;;
c_nordfriisland_adj;;Nordfrysk;;
#Georgia and Armenia;;;;
c_lori_adj;;Lorian;;
c_odishi_adj;;Odishian;;
c_hereti_adj;;Heretian;;
c_baghk_adj;;Baghkian;;
c_utik_adj;;Utikian;;
c_artsakh_adj;;Artsakhian;;
c_jiqeti_adj;;Jiqetian;;
c_klarjeti_adj;;Klarjetian;;
c_vanand_adj;;Vanandian;;
c_simsir_adj;;Simsirian;;
c_tusheti_adj;;Tushetian;;
c_racha_adj;;Rachaian;;
c_arran_adj;;Arranian;;
c_corduene_adj;;Cordueneian;;
c_persarmenia_adj;;Persarmeniaian;;
c_goghtn_adj;;Goghtnian;;
c_sarir_adj;;Saririan;;
c_dzopk_adj;;Dzopkian;;
#Sweden;;;;
c_finnveden_adj;;Finnvedenr;;
c_attundaland_adj;;Attundalandr;;
c_fjadrundaland_adj;;Fjädrundalandr;;
c_skara_adj;;Skarar;;
c_more_adj;;Mörer;;
c_tjust_adj;;Värendr;;
#Cyprus;;;;
c_nicosia_adj;;Nicosian;;
c_paphos_adj;;Paphosian;;
#Italy;;;;
c_terradicomune_adj;;Corsu;;
c_corse_adj;;Corsu;;
c_gallura_adj;;Galluranese;;
c_logudoro_adj;;Logudoronese;;
c_modica_adj;;Muòricanese;;
c_enna_adj;;Castru Janianese;;
c_catanzaro_adj;;Catanzarinese;;
c_gravina_adj;;Gravinianese;;
c_conversano_adj;;Conservanese;;
c_larino_adj;;Larinese;;
c_marsico_adj;;Marsiconese;;
c_chieti_adj;;Chietianese;;
c_aversa_adj;;Aversaianese;;
c_molise_adj;;Molisianese;;
c_gaeta_adj;;Gaetanese;;
c_alife_adj;;Alifianese;;
c_manopello_adj;;Manopellianese;;
c_alvito_adj;;Alvitoanese;;
c_arezzo_adj;;Arezzianese;;
c_fermo_adj;;Fermianese;;
c_camerino_adj;;Camerinianese;;
c_nerola_adj;;Nerolianese;;
c_tusculum_adj;;Tusculumianese;;
c_malaspina_adj;;Malaspinainese;;
c_montefeltro_adj;;Montefeltrianses;;
c_frignano_adj;;Frignanianse;;
c_forli_adj;;Forlianese;;
c_piacenza_adj;;Piacenzianese;;
c_bergamo_adj;;Bergamianese;;
c_viterbo_adj;;Viterboianese;;
c_finale_adj;;Finalianses;;
c_ivrea_adj;;Ivreianese;;
c_bassano_adj;;Bassanoanese;;
c_celano_adj;;Celanianese;;
c_rimini_adj;;Riminiani;;
c_guidi_adj;;Guidianese;;
c_volterra_adj;;Volterranese;;
c_novellara_adj;;Novellaranese;;
c_bobbio_adj;;Bobbianese;;
c_ventimiglia_adj;;Ventigmiliani;;
c_como_adj;;Comoianese;;
c_rovigo_adj;;Rovigianese;;
c_perugia_adj;;Perugianese;;
c_sanmarino_adj;;San Marinoese;;
c_reggionellemilia_adj;;Emilliani;;
c_savona_adj;;Savonianese;;
c_trieste_adj;;Triesteni;;
c_friuli_adj;;Friulianese;;
c_sangermano_adj;;Aquinoni;;
c_amalfi_adj;;Amalfinese;;
c_troia_adj;;Troianese;;
c_novara_adj;;Novaran;;
c_sepiro_adj;;Sepiro;;
#Moldovia;;;;
c_bacau_adj;;Bacauian;;
c_iasi_adj;;Iasian;;
c_targujiu_adj;;Targu Jiuan;;
c_buzau_adj;;Buzauan;;
#France;;;;
c_nimes_adj;;Nimes;;
c_milau_adj;;Milau;;
c_carlades_adj;;Carladés;;
c_valentinois_adj;;Valentinois;;
c_marsan_adj;;Marsan;;
c_auxois_adj;;Auxois;;
c_albi_adj;;Albi;;
c_beziers_adj;;Besièrs;;
c_beauvais_adj;;Beauvais;;
c_rethel_adj;;Réthel;;
c_sancerre_adj;;Sancerre;;
c_archreims_adj;;Reims;;
c_bourges_adj;;Bourges;;
c_champagne_adj;;Troyes;;
c_tonnerre_adj;;Tonnerre;;
c_langres_adj;;Langres;;
c_brie_adj;;Brie;;
c_perche_adj;;Perche;;
c_velay_adj;;Velai;;
c_comminges_adj;;Comenge;;
c_turenne_adj;;Ventadorn;;
c_murat_adj;;Muratain;;
c_ponthneiu_adj;;Ponthneiuan;;
c_alencon_adj;;Alenconan;;
c_bayeux_adj;;Bayeuxan;;
c_coustance_adj;;Coustancean;;
c_dreux_adj;;Dreuxan;;
c_porhet_adj;;Porhëtian;;
c_valois_adj;;Valoisan;;
c_southvexin_adj;;Sud Vexian;;
c_tournai_adj;;Tournaian;;
c_lille_adj;;Lillian;;
c_saintpol_adj;;Saint- Polan;;
c_dauphinedeauvergne_adj;;Auvèrnhe;;
c_gatinas_adj;;Gâtinais;;
c_couserans_adj;;Couserans;;
c_porcien_adj;;Porcien;;
c_vertus_adj;;Vertus;;
c_chateaudun_adj;;Chateaudun;;
c_bigorre_adj;;Bigorre;;
c_quercy_adj;;Quercy;;
c_aunis_adj;;Aunis;;
c_laval_adj;;Laval;;
c_dauphine_viennois_adj;;Viennois;;
c_bourbon_adj;;Bourbon;;
c_ponthieu_adj;;Ponthieu;;
c_artois_adj;;Artois;;
c_porhoet_adj;;Porhoët;;
c_ventadour_adj;;Ventadour;;
c_mortain_adj;;Mortain;;
#ERE;;;;
c_polybotos_adj;;Polybotosian;;
c_mosynopolis_adj;;Mosynopolisian;;
c_amasia_adj;;Amasiaian;;
c_philadelphia_adj;;Philadelphian;;
c_dorostotum_adj;;Boruyian;;
c_hellas_adj;;Naupaktosian;;
#Holyland;;;;
c_saone_adj;;Saônan;;
c_hazart_adj;;Hazartian;;
c_masyaf_adj;;Maysafan;;
c_sis_adj;;Sisian;;
c_anamur_adj;;Anamurian;;
c_lamas_adj;;Lamasan;;
c_harran_adj;;Harranan;;
c_manbij_adj;;Manbijan;;
c_monferrand_adj;;Monferrandish;;
c_kafrtab_adj;;Kafr-Taban;;
c_salamiyah_adj;;Salamiyahan;;
c_gibelet_adj;;Gibletian;;
c_sebastia_adj;;Sebastian;;
c_mardin_adj;;Mardinian;;
c_kaisun_adj;;Kaisunuan;;
c_sidon_adj;;Sidonian;;
c_caesarea_adj;;Caesarean;;
c_nazareth_adj;;Nazarethan;;
c_bethsan_adj;;Bethsanan;;
c_ibelin_adj;;Orlando Bloom!!;;
#Spain;;;;
c_pontevedra_adj;;Pontevedresa;;
c_eivissa_adj;;Ibicenca;;
c_lugo_adj;;Lucense;;
c_lemos_adj;;Monfortina;;
c_jaen_adj;;Jienense;;
c_toro_adj;;Toresana;;
c_ciudad_rodrigo_adj;;Mirobriguense;;
c_thomar_adj;;Nabantina;;
c_palencia_adj;;Palentina;;
c_medina_del_campo_adj;;Medinense;;
c_avila_adj;;Abulense;;
c_segovia_adj;;Segoviana;;
c_setubal_adj;;Setubalense;;
c_guadalajara_adj;;Guadalajareña;;
c_alava_adj;;Alavesa;;
c_guipuzcoa_adj;;guipuzcoano;;
c_tudela_adj;;Tudelana;;
c_sobrarbe_adj;;Sobrarbense;;
c_ribagorza_adj;;Ribagorzana;;
c_huesca_adj;;Oscense;;
c_teruel_adj;;Turolense;;
c_caspe_adj;;Caspolina;;
c_girona_adj;;Gerundense;;
c_beja_adj;;Bejense;;
c_braga_adj;;Bracarense;;
c_viseu_adj;;Viseense;;
c_trancoso_adj;;Trancosense;;
c_leiria_adj;;Leiriense;;
c_alcaraz_adj;;Alcaraceña;;
c_logrono_adj;;Logroñesa;;
#Rhos;;;;
c_roslavl_adj;;Roslavlskiy;;
c_novgorod_adj;;Novgorodskiy;;
c_porkhov_adj;;Porhovskiy;;
c_torzhok_adj;;Torzhokskiy;;
c_ustyuzhna_adj;;Ustyug-Zheleznyskiy;;
c_bezhetsky_verh_adj;;Ladogaskiy;;
c_zaozerye_adj;;Olonecskiy;;
c_pskov_adj;;Pskovskiy;;
c_russa_adj;;Rusaskiy;;
c_luki_adj;;Lukiskiy;;
c_beloozero_adj;;Beloozeroskiy;;
c_mologa_adj;;Mologaskiy;;
c_vologda_adj;;Vologdaskiy;;
c_chud_adj;;Shenkurskskiy;;
c_romny_adj;;Kargopolskiy;;
c_onega_adj;;Onegskiy;;
c_bjarmia_adj;;Kolmogoryskiy;;
c_north_dvina_adj;;Orlecskiy;;
c_trans-portage_adj;;Pomoryeskiy;;
c_tver_adj;;Tverskiy;;
c_uglich _adj;;Uglichskiy;;
c_volokolamsk_adj;;Volok Lamskij;;
c_rostov_adj;;Rostovskiy;;
c_yaroslavl_adj;;Yaroslavlskiy;;
c_kostroma_adj;;Kostromaskiy;;
c_suzdal_adj;;Suzdalskiy;;
c_vladimir_adj;;Vladimirskiy;;
c_pereyaslavl_zalessky_adj;;Zalesyeskiy;;
c_veliky_ustug_adj;;Veliky Ustugskiy;;
c_galich_mersky_adj;;Galich Merskiy;;
c_nizhny_novgorod_adj;;Nizhny Novgorodskiy;;
c_gorodez_adj;;Radilovskiy;;
c_ryazans_adj;;Rjanzskiy;;
c_kolomna_adj;;Kolomnaskiy;;
c_pronsk_adj;;Pronskskiy;;
c_murom_adj;;Muronskiy;;
c_kadom_adj;;Kadomskiy;;
c_kozelsk_adj;;Kezel'skiy;;
c_novosil_adj;;Novosilskiy;;
c_tarusa_adj;;Tarusaskiy;;
c_vorotynsk_adj;;Vorotynskskiy;;
c_karachev_adj;;Karachevskiy;;
c_obolensk_adj;;Obolenskskiy;;
c_moskva_adj;;Moskvaskiy;;
c_mozhaysk_adj;;Mozajskskiy;;
c_polotsk_adj;;Polotskskiy;;
c_utena_adj;;Nalshiaskiy;;
c_braslaw_adj;;Braslawskiy;;
c_vitbesk_adj;;Vitbeskskiy;;
c_minsk_adj;;Minskskiy;;
c_druck_adj;;Druckskiy;;
c_kiev_adj;;Kievskiy;;
c_zhytomyr_adj;;Zhytomyskiyr;;
c_korsun_adj;;Korsunskiy;;
c_iskorosten_adj;;Ovruchskiy;;
c_pereyaslavl_adj;;Perejaslavlskiy;;
c_romny_ukraine_adj;;Romenskiy;;
c_lubny_adj;;Lubnoskiy;;
c_smolensk_adj;;Smolenskskiy;;
c_mstislavl_adj;;Mstislavlskiy;;
c_rostislavl_adj;;Rostislavlskiy;;
c_orsha_adj;;Rshaskiy;;
c_toropets_adj;;Toropecskiy;;
c_vyazma_adj;;Vjazmaskiy;;
c_turov_adj;;Turovskiy;;
c_pinsk_adj;;Pinskskiy;;
c_dubrovitsa_adj;;Dubrovicaskiy;;
c_jacwiez_adj;;Navhrudkaskiy;;
c_novgorod_seversky_adj;;Novgorod Severskiy;;
c_kursk_adj;;Kurskskiy;;
c_rilsk_adj;;Ril'skiy;;
c_chernigov_adj;;Chernigovskiy;;
c_lyubech_adj;;Lyubechskiy;;
c_bryansk_adj;;Vshchizhskiy;;
c_gomel_adj;;Gimijskiy;;
c_galich_adj;;Halychskiy;;
c_peremyshl_adj;;Peremyshlskiy;;
c_cern_adj;;Cernskiy;;
c_vladimir_volynsky_adj;;Vladimir-Volynskiy;;
c_beresty_adj;;Berestskiy;;
c_ostrog_adj;;Ostrogskiy;;
c_podlasie_adj;;Belskskiy;;
c_belz_adj;;Belzskiy;;
c_chelm_adj;;Kholm/Chelm;;
c_lublin_adj;;Lublinskiy;;
c_terebovl_adj;;Terebovlskiy;;
c_zvenyhorod_adj;;Zvenigorodskiy;;
c_kamyanetspodilsky_adj;;Kamenecskiy;;
c_poltava_adj;;Latvaskiy;;
c_hotmysl_adj;;Hotmyslskiy;;
c_belgorod_russia_adj;;Belgorodskiy;;
c_leipel_adj;;Logozskskiy;;
c_slutsk_adj;;Sluckskiy;;
c_viipuri_adj;;Viipuri;;
##Africa;;;;
#Ghana;;;;
c_ghana_adj;;Hodhí;;
c_kingui_adj;;Kinguí;;
c_soso_adj;;Sosso;;
c_mema_adj;;Meman;;
c_massina_adj;;Massiní;;
c_djenne_adj;;Djenne;;
c_tagant_adj;;Tagantí;;
c_masin_adj;;Masiní;;
c_aoudaghost_adj;;Awdaghustí;;
c_oualata_adj;;Walatí;;
c_awkar_adj;;Awkarí;;
#Mali;;;;
c_mali_adj;;Malian;;
c_bure_adj;;Burí;;
c_kiri_adj;;Kirí;;
c_sibiridugu_adj;;Sibiridugí;;
c_bambuk_adj;;Bambukí;;
c_malal_adj;;Malalí;;
c_sikasso_adj;;Sikassí;;
c_binduku_adj;;Bindukí;;
c_kala_adj;;Kalí;;
c_djolof_adj;;Djolofí;;
c_kaba_adj;;Kabí;;
c_galam_adj;;Galamí;;
c_cayor_adj;;Cayorí;;
#Egypt;;;;
c_alexandria_adj;;Iskandaríyí;;
c_al_alamayn_adj;;Sullumí;;
c_quattara_adj;;Síwí;;
c_gabiyaha_adj;;Nastaráwí;;
c_delta_adj;;Dimyátí;;
c_pelusia_adj;;Ushmún Tannáhí;;
c_bilbays_adj;;Bilbaysí;;
c_butanya_adj;;Butanyí;;
c_rashid_adj;;Rashídí;;
c_cairo_adj;;Qáhirí;;
c_manupura_adj;;Manúfí;;
c_buhairya_adj;;Hawfí;;
c_gizeh_adj;;Gízí;;
c_sarqihya_adj;;Quzlumí;;
c_itfih_adj;;Itfíhí;;
c_bahnasa_adj;;Bahnasí;;
c_kharija_adj;;Khárijí;;
c_dakhila_adj;;Dakhílí;;
c_bahriya_adj;;Bahríyí;;
c_farfarun_adj;;Farfarúní;;
c_fayyum_adj;;Fayyúmí;;
c_quena_adj;;Qusayrí;;
c_manfalut_adj;;Manfalútí;;
c_ikhmin_adj;;Ikhmíní;;
c_qus_adj;;Qúsí;;
c_asyut_adj;;Asyútí;;
c_aswan_adj;;Aswání;;
c_cyrenaica_adj;;Darní;;
c_senoussi_adj;;Awjílí;;
c_ajadabiya_adj;;Ajadabíyí;;
c_aghaila_adj;;Aghailí;;
c_benghazi_adj;;Barqí;;
c_tobruk_adj;;Tobrúkí;;
#Songhay and Sahara;;;;
c_gao_adj;;Gaan;;
c_timbuktu_adj;;Timbuktí;;
c_tadmekka_adj;;Tadmekkí;;
c_zarma_adj;;Kukiyí;;
c_mabruk_adj;;Mabrukí;;
c_gurma_adj;;Qagadougí;;
c_bobodyolasso_adj;;Dyolassí;;
c_yatenga_adj;;Yatengí;;
c_risiom_adj;;Risiomí;;
c_figuig_adj;;Figuigí;;
c_insalah_adj;;In Saláhí;;
c_wallen_adj;;Wallení;;
c_tuat_adj;;Touatí;;
c_elgolea_adj;;Qulayí;;
c_mzab_adj;;Mzábí;;
c_ghardaiya_adj;;Ghardaíyí;;
c_wargla_adj;;Warjílání;;
c_tuggurt_adj;;Tukkurtí;;
c_ghadames_adj;;Ghadamísí;;
c_hoggar_adj;;Hoggarí;;
c_djanet_adj;;Djanítí;;
c_timanissao_adj;;Timanissí;;
c_ilizi_adj;;Ilízí;;
c_ghat_adj;;Ghátí;;
c_nafusa_adj;;Nafúsí;;
c_waddan_adj;;Waddaní;;
c_sebha_adj;;Sebhí;;
c_murzuk_adj;;Murzukí;;
c_zawila_adj;;Zawílí;;
c_tummo_adj;;Tummí;;
c_tibesti_adj;;Tibestí;;
c_roufra_adj;;Koufrí;;
c_tazerbo_adj;;Tazerbí;;
c_gherma_adj;;Ghermí;;
c_bilma_adj;;Bilmí;;
c_gasaga_adj;;Fachí;;
c_djado_adj;;Djadí;;
c_agades_adj;;Agadí;;
c_tekkada_adj;;Takkedí;;
c_ainazawa_adj;;Azáwí;;
#Africa;;;;
c_tunis_adj;;Túnisí;;
c_medjerda_adj;;Súsí;;
c_bizerte_adj;;Banzartí;;
c_kairwan_adj;;Kairawání;;
c_mahdia_adj;;Mahdíyí;;
c_sfax_adj;;Sufáksí;;
c_gabes_adj;;Qábisí;;
c_djerba_adj;;Djerbí;;
c_zuwara_adj;;Zuwarí;;
c_nafzawa_adj;;Nafzáwí;;
c_qashtiliya_adj;;Qashtilíyí;;
c_tripolitana_adj;;Tarábulsí;;
c_leptis_magna_adj;;Misrátí;;
c_syrte_adj;;Surtí;;
c_jafran_adj;;Jafrání;;
c_labda_adj;;Labdí;;
c_zawiya_adj;;Zawíyí;;
c_beni_yanni_adj;;Jijílí;;
c_constantine_adj;;Kustantíní;;
c_bejaija_adj;;Bijayí;;
c_annaba_adj;;Annábí;;
c_setif_adj;;Setifí;;
c_ouled_nail_adj;;Bou Saadí;;
c_biskra_adj;;Biskrí;;
c_tell_atlas_adj;;Masílí;;
c_tabassa_adj;;Tabassí;;
c_arigh_adj;;Aríghí;;
c_atlas_mnt_adj;;Táhartí;;
c_lemdiyya_adj;;Achirí;;
c_al_djazair_adj;;Djazairí;;
c_snassen_adj;;Tanasí;;
c_tlemcen_adj;;Tilimsání;;
c_orania_adj;;Wahrání;;
c_hanyan_adj;;Hunayní;;
c_wajda_adj;;Wajdí;;
c_tangiers_adj;;Tandjí;;
c_cebta_adj;;Sebtí;;
c_malila_adj;;Malílí;;
c_nakur_adj;;Nakurí;;
c_fes_adj;;Fásí;;
c_infa_adj;;Infí;;
c_sa_adj;;Sa'í;;
c_sala_adj;;Salí;;
c_el_rif_adj;;Rífí;;
c_marrakech_adj;;Marrákúshí;;
c_tharasset_adj;;Tarúdantí;;
c_anti-atlas_adj;;Tinmallalí;;
c_massat_adj;;Asfí;;
c_sous_adj;;Sousí;;
c_draa_adj;;Dra'í;;
c_ifni_adj;;Ifní;;
c_tindouf_adj;;Tundoufí;;
c_ouadane_adj;;Wadání;;
c_idjil_adj;;Idjílí;;
c_birumgrein_adj;;Birumgreiní;;
c_akjoujt_adj;;Akjoujtí;;
c_araouane_adj;;Arawání;;
c_tassarahla_adj;;Tassarahlí;;
c_taoudeni_adj;;Taoudení;;
c_taghaza_adj;;Taghází;;
c_sijilmasa_adj;;Sijilmasí;;
#Prussia;;;;
c_sambia_adj;;Sambian;;
c_nadruvia_adj;;Nadruvian;;
c_pogesania_adj;;Pogesanian;;
c_marienburg_adj;;Warmian;;
c_galindia_adj;;Galindian;;
c_bartia_adj;;Bartian;;
c_pomesania_adj;;Pomesanian;;
#Pomeralia;;;;
c_danzig_adj;;Gdansk;;
c_swiecie_adj;;Swiecie;;
#Pomernia;;;;
c_belgard_adj;;Belgard;;
#Samogtia;;;;
c_memel_adj;;Karšuva;;
#Lubutz;;;;
c_santok_adj;;Santok;;
c_lubuz_adj;;Lubuska;;
c_neumark_adj;;Cedynia;;
#Denmark;;;;
c_sydsjaelland_adj;;Syndræ Sÿalandr;;
c_nordskane_adj;;Norræ Skaanskr;;
#Polotsk;;;;
c_zaslawye_adj;;Izjaslavl'skiy;;
#terra;;;;
c_toreida_adj;;Toreida;;
c_bandava_adj;;Bandava;;
c_duvzare_adj;;Duvzare;;
c_vaiga_adj;;Vaiga;;
##################################;;;;
#England;;;;
c_winchester_adj;;Hamptonshireish;;
c_winchester_adj_saxon;;Hamtunisc;;
c_winchester_adj_norse;;Hamtunr;;
c_winchester_adj_norwegian;;Hamtunr;;
c_winchester_adj_icelandic;;Hamtunr;;
c_winchester_adj_norsegaelic;;Hamtunr;;
c_winchester_adj_gothic;;Hamtunr;;
c_winchester_adj_swedish;;Hamtunr;;
c_winchester_adj_danish;;Hamtunr;;
c_winchester_adj_irish;;Gwynntguican;;
c_winchester_adj_scottish;;Gwynntguican;;
c_winchester_adj_cumbric;;Gwynntguican;;
c_winchester_adj_welsh;;Gwynntguican;;
c_winchester_adj_breton;;Gwynntguican;;
c_winchester_adj_cornish;;Gwynntguican;;
c_winchester_adj_norman;;Ouînchêtre;;
c_winchester_adj_english;;Winchestian;;
#;;;;
c_wiltshire_adj;;Wiltshireish;;
c_wiltshire_adj_saxon;;Wiltunisc;;
c_wiltshire_adj_norse;;Wiltunr;;
c_wiltshire_adj_norwegian;;Wiltunr;;
c_wiltshire_adj_icelandic;;Wiltunr;;
c_wiltshire_adj_swedish;;Wiltunr;;
c_wiltshire_adj_norsegaelic;;Wiltunr;;
c_wiltshire_adj_gothic;;Wiltunr;;
c_wiltshire_adj_danish;;Wiltunr;;
c_wiltshire_adj_irish;;Gradawcian;;
c_wiltshire_adj_scottish;;Gradawcian;;
c_wiltshire_adj_welsh;;Gradawcian;;
c_wiltshire_adj_cumbric;;Gradawcian;;
c_wiltshire_adj_breton;;Gradawcian;;
c_wiltshire_adj_cornish;;Gradawcian;;
#;;;;
c_wight_adj;;Wightish;;
c_wight_adj_welsh;;Weithian;;
#;;;;
c_dorset_adj;;Dorsetian;;
c_dorset_adj_saxon;;Dornsætisc;;
c_dorset_adj_norse;;Dornsætr;;
c_dorset_adj_norwegian;;Dornsætr;;
c_dorset_adj_icelandic;;Dornsætr;;
c_dorset_adj_norsegaelic;;Dornsætr;;
c_dorset_adj_gothic;;Dornsætr;;
c_dorset_adj_swedish;;Dornsætr;;
c_dorset_adj_danish;;Dornsætr;;
c_dorset_adj_irish;;Durnacan;;
c_dorset_adj_scottish;;Durnacan;;
c_dorset_adj_cumbric;;Durnacan;;
c_dorset_adj_welsh;;Durnacan;;
c_dorset_adj_breton;;Durnacan;;
c_dorset_adj_cornish;;Durnacan;;
#;;;;
c_somerset_adj;;Somersetian;;
c_somerset_adj_saxon;;Sumorsætisc;;
c_somerset_adj_norse;;Sumorsætr;;
c_somerset_adj_norwegian;;Sumorsætr;;
c_somerset_adj_icelandic;;Sumorsætr;;
c_somerset_adj_norsegaelic;;Sumorsætr;;
c_somerset_adj_gothic;;Sumorsætr;;
c_somerset_adj_swedish;;Sumorsætr;;
c_somerset_adj_danish;;Sumorsætr;;
c_somerset_adj_irish;;Glastenningian;;
c_somerset_adj_scottish;;Glastenningian;;
c_somerset_adj_cumbric;;Glastenningian;;
c_somerset_adj_welsh;;Glastenningian;;
c_somerset_adj_breton;;Glastenningian;;
c_somerset_adj_cornish;;Glastenningian;;
#;;;;
c_berks_adj;;Berkshireish;;
#;;;;
c_kent_adj;;Kentish;;
c_kent_adj_saxon;;Centisc;;
c_kent_adj_norse;;Centr;;
c_kent_adj_norwegian;;Centr;;
c_kent_adj_icelandic;;Centr;;
c_kent_adj_norsegaelic;;Centr;;
c_kent_adj_gothic;;Centr;;
c_kent_adj_swedish;;Centr;;
c_kent_adj_danish;;Centr;;
