#CODE;;ENGLISH;ENGLISH
########################################;;;
#GERMAN;;;
########################################;;;
count_title_ruler_consort_female_icelandic;;Frú;
count_title_ruler_consort_female_danish;;Frú;
count_title_ruler_consort_female_swedish;;Frú;
count_title_ruler_consort_female_norwegian;;Frú;
duke_title_ruler_consort_gothic;;Herra;
duke_title_ruler_consort_icelandic;;Herra;
duke_title_ruler_consort_danish;;Herra;
duke_title_ruler_consort_swedish;;Herra;
duke_title_ruler_consort_norwegian;;Herra;
duke_title_ruler_consort_female_gothic;;Frú;
duke_title_ruler_consort_female_icelandic;;Frú;
duke_title_ruler_consort_female_danish;;Frú;
duke_title_ruler_consort_female_swedish;;Frú;
duke_title_ruler_consort_female_norwegian;;Frú;
duke_title_ruler_consort_female_norse;;Frú;
title_ruler_consort_gothic;;Konungr;
title_ruler_consort_icelandic;;Konungr;
title_ruler_consort_danish;;Konungr;
title_ruler_consort_swedish;;Konungr;
title_ruler_consort_norwegian;;Konungr;
title_ruler_consort_norse;;Konungr;
title_ruler_consort_female_gothic;;Dróttning;
title_ruler_consort_female_icelandic;;Dróttning;
title_ruler_consort_female_norse;;Dróttning;
title_ruler_consort_female_danish;;Dróttning;
title_ruler_consort_female_swedish;;Dróttning;
title_ruler_consort_female_norwegian;;Dróttning;
emperor_title_ruler_consort_danish;;Keisari;
emperor_title_ruler_consort_swedish;;Keisari;
emperor_title_ruler_consort_icelandic;;Keisari;
emperor_title_ruler_consort_gothic;;Keisari;
emperor_title_ruler_consort_norwegian;;Keisari;
emperor_title_ruler_consort_norse;;Keisari;
emperor_title_ruler_consort_female_danish;;Keisaraynja;
emperor_title_ruler_consort_female_swedish;;Keisaraynja;
emperor_title_ruler_consort_female_norwegian;;Keisaraynja;
emperor_title_ruler_consort_female_icelandic;;Keisaraynja;
emperor_title_ruler_consort_female_norse;;Keisaraynja;
emperor_title_ruler_consort_female_gothic;;Keisaraynja;
title_prince_swedish;;Prins;
title_prince_female_swedish;;Prinsesse;
title_prince_danish;;Prins;
title_prince_female_danish;;Prinsesse;
title_prince_norwegian;;Prins;
title_prince_female_norwegian;;Prinsesse;
duchy_of_icelandic;;Jarldom of;Jarldom of
duchy_of_gothic;;Jarldom of;Jarldom of
duchy_of_swedish;;Jarldom of;Jarldom of
duchy_of_danish;;Jarldom of;Jarldom of
duchy_of_norwegian;;Jarldom of;Jarldom of
county_of_norwegian;;Fylki of;
kingdom_of_icelandic;;Konungríki of;
kingdom_of_gothic;;Konungríki of;
kingdom_of_swedish;;Konungríki of;
kingdom_of_danish;;Konungríki of;
kingdom_of_norwegian;;Konungríki of;
kingdom_of_norse;;Konungríki of;
kingdom_icelandic;;Konungríki;
kingdom_gothic;;Konungríki;
kingdom_swedish;;Konungríki;
kingdom_danish;;Konungríki;
kingdom_norwegian;;Konungríki;
kingdom_norse;;Konungríki;
duchy_icelandic;;Jarldom;
duchy_gothic;;Jarldom;
duchy_swedish;;Jarldom;
duchy_danish;;Jarldom;
duchy_norwegian;;Jarldom;
county_norwegian;;Fylki;
########################################;;;
#RUSSIAN;;;
########################################;;;
baron_russian;;Boyarin;Boyar
baron_female_russian;;Boyarynya;Boyarina
baron_title_ruler_consort_russian;;Boyarin;Boyar
baron_title_ruler_consort_female_russian;;Boyarynya;Boyarina
count_russian;;Udelny Knyaz;
count_female_russian;;Udelnaya Knyaginya;
count_title_ruler_consort_russian;;Udelny Knyaz;
count_title_ruler_consort_female_russian;;Knyaginya;
duke_russian;;Knyaz;
duke_female_russian;;Knyaginya;
duke_title_ruler_consort_russian;;Knyaz;
duke_title_ruler_consort_female_russian;;Knyaginya;
king_russian;;Veliky Knyaz;
king_female_russian;;Velikaya Knyaginya;
title_ruler_consort_russian;;Veliky Knyaz;
title_ruler_consort_female_russian;;Knyaginya;
emperor_russian;;Tsar;Czar
emperor_female_russian;;Tsaritsa;Czarina
emperor_title_ruler_consort_russian;;Velikiy Kniaz;Grand Prince
emperor_title_ruler_consort_female_russian;;Tsaritsa;Czarina
title_prince_russian;;Knyazhich;
title_prince_female_russian;;Knyazhna;
barony_of_russian;;Volost of;
county_of_russian;;Udelnoe Knyazhestvo of;
duchy_of_russian;;Knyazhestvo of;
kingdom_of_russian;;Velikoe Knyazhestvo of;
empire_of_russian;;Tsarstvo of;
city_baron_russian;;Posadnik;
city_count_russian;;Namestnik;
temple_baron_russian;;Arkhierey;
########################################;;;
#SCOTTISH;;;
########################################;;;
baron_scottish;;Toisech;
baron_female_scottish;;Toisecha;
baron_title_ruler_consort_scottish;;Toisech;
baron_title_ruler_consort_female_scottish;;Toisecha;
count_scottish;;Earl;Earl
count_title_ruler_consort_scottish;;Earl;Earl
duke_scottish;;Mormaer;Mormaer
duke_title_ruler_consort_scottish;;Mormaer;Mormaer
county_of_scottish;;Earldom of;Earldom of
duchy_of_scottish;;Mormaerdom of;Mormaerdom of
city_baron_scottish;;Bailie;
city_count_scottish;;Provost;
city_barony_of_scottish;;Burgh of;
city_county_of_scottish;;Burgh of;
########################################;;;
#IRISH;;;
########################################;;;
baron_irish;;Tiarna;
baron_female_irish;;Bantiarna;
baron_title_ruler_consort_irish;;Tiarna;
baron_title_ruler_consort_female_irish;;Bantiarna;
count_irish;;Ri Buiden;King
count_female_irish;;Bantiarna;Queen
count_title_ruler_consort_irish;;Ri Buiden;King Consort
count_title_ruler_consort_female_irish;;Bantiarna;Queen
duke_irish;;Ri Ruirech;Overking
duke_female_irish;;Bantiarna;Overqueen
duke_title_ruler_consort_irish;;Ri Ruirech;Overking Consort
duke_title_ruler_consort_female_irish;;Bantiarna;Overqueen
king_irish;;Ard Rí;High King
king_female_irish;;Banríon;High Queen
king_title_ruler_consort_irish;;Ard Rí;High King Consort
king_title_ruler_consort_female_irish;;Banríon Chéile;High Queen
emperor_irish;;Ollamh Érenn;
emperor_female_irish;;Ollamh Érenn;
emperor_title_ruler_consort_female_irish;;Ollamh Érenn;
title_prince_irish;;Flaith;Prince
title_prince_female_irish;;Banfhlaith;Princess
barony_of_irish;;Tuath of;Tribe of
county_of_irish;;Cóicid of;Kingdom of
duchy_of_irish;;Kingdom of;Overkingdom of
kingdom_of_irish;;Kingdom of;High Kingdom of
empire_of_irish;;Kingdom of;
########################################;;;
#WELSH;;;
########################################;;;
baron_welsh;;Tiarna;
baron_female_welsh;;Bantiarna;
baron_title_ruler_consort_welsh;;Tiarna;
baron_title_ruler_consort_female_welsh;;Bantiarna;
count_welsh;;Tywysog;Earl
count_title_ruler_consort_welsh;;Tywysoges;Earl
duke_welsh;;Tywysog;Prince
duke_female_welsh;;Tywysoges;Princess
duke_title_ruler_consort_welsh;;Tywysog;Prince-Consort
duke_title_ruler_consort_female_welsh;;Tywysoges;Princess
king_welsh;;Brenin;
king_female_welsh;;Breninhes;
king_title_ruler_consort_welsh;;Brenin;
king_title_ruler_consort_female_welsh;;Breninhes;
emperor_welsh;;Brenin;
emperor_female_welsh;;Breninhes;
emperor_title_ruler_consort_female_welsh;;Breninhes;
title_prince_welsh;;Etifedd;
barony_of_welsh;;Cwmwd o;
county_of_welsh;;Cantref o;Earldom of
duchy_of_welsh;;Tywysogaeth o;Principality of
kingdom_of_welsh;;Teyrnas o;Kingdom of
empire_of_welsh;;Teyrnas o;
########################################;;;
#Cumbric;;;
########################################;;;
baron_cumbric;;Tiarna;
baron_female_cumbric;;Bantiarna;
baron_title_ruler_consort_cumbric;;Tiarna;
baron_title_ruler_consort_female_cumbric;;Bantiarna;
count_cumbric;;Tywysog;
count_title_ruler_consort_cumbric;;Tywysoges;
duke_cumbric;;Tywysog;
duke_female_cumbric;;Tywysoges;
duke_title_ruler_consort_cumbric;;Tywysog;
duke_title_ruler_consort_female_cumbric;;Tywysoges;
king_cumbric;;Brenin;
king_female_cumbric;;Breninhes;
king_title_ruler_consort_cumbric;;Brenin;
king_title_ruler_consort_female_cumbric;;Breninhes;
emperor_cumbric;;Brenin;
emperor_female_cumbric;;Breninhes;
emperor_title_ruler_consort_female_cumbric;;Breninhes;
title_prince_cumbric;;Etifedd;
barony_of_cumbric;;Cwmwd o;
county_of_cumbric;;Cantref o;
duchy_of_cumbric;;Tywysogaeth o;
kingdom_of_cumbric;;Teyrnas o;
empire_of_cumbric;;Teyrnas o;
########################################;;;
#cornish;;;
########################################;;;
baron_cornish;;Tiarna;
baron_female_cornish;;Bantiarna;
baron_title_ruler_consort_cornish;;Tiarna;
baron_title_ruler_consort_female_cornish;;Bantiarna;
count_cornish;;Tywysog;
count_title_ruler_consort_cornish;;Tywysoges;
duke_cornish;;Tywysog;
duke_female_cornish;;Tywysoges;
duke_title_ruler_consort_cornish;;Tywysog;
duke_title_ruler_consort_female_cornish;;Tywysoges;
king_cornish;;Brenin;
king_female_cornish;;Breninhes;
king_title_ruler_consort_cornish;;Brenin;
king_title_ruler_consort_female_cornish;;Breninhes;
emperor_cornish;;Brenin;
emperor_female_cornish;;Breninhes;
emperor_title_ruler_consort_female_cornish;;Breninhes;
title_prince_cornish;;Etifedd;
barony_of_cornish;;Cwmwd o;
county_of_cornish;;Cantref o;
duchy_of_cornish;;Tywysogaeth o;
kingdom_of_cornish;;Teyrnas o;
empire_of_cornish;;Teyrnas o;
########################################;;;
#LITHUANIAN;;;
########################################;;;
duke_lithuanian;;Kunigaikštis;
duke_lithuanian_female;;Kunigaikštiene;
king_lithuanian;;Didysis Kunigaikštis;
king_lithuanian_female;;Dydžioji Kunigaikštiene;
king_title_ruler_consort_lithuanian;;Kunigaikštis;
king_title_ruler_consort_female_lithuanian;;Kunigaikštiene;
emperor_lithuanian_female;;Dydžioji Kunigaikštiene;
emperor_title_ruler_consort_lithuanian;;;
emperor_title_ruler_consort_female_lithuanian;;Dydžioji Kunigaikštiene;
kingdom_of_lithuanian;;Dydžioji Kunigaikštyste;
count_lithuanian;;Vaivadas;
barron_lithuanian;;Bajoras;
########################################;;;
#ENGLISH;;;
########################################;;;
count_english;;Earl;Earl
count_title_ruler_consort_english;;Earl;Earl
county_of_english;;Earldom of;Earldom of
city_baron_english;;Sheriff;Sheriff
city_count_english;;High Sheriff;High Sheriff
########################################;;;
#SAXON;;;
########################################;;;
baron_saxon;;Thegn;Thegn
baron_title_ruler_consort_saxon;;Thegn;Thegn
count_saxon;;Ealdorman;
count_female_saxon;;Hlaefdige;
count_title_ruler_consort_saxon;;Ealdorman;
count_title_ruler_consort_female_saxon;;Hlaefdige;
duke_saxon;;Earl;Earl
duke_female_saxon;;Hlaefdige;Earl
duke_title_ruler_consort_saxon;;Earl;Earl Consort
duke_title_ruler_consort_female_saxon;;Hlaefdige;Earl
duchy_of_saxon;;Earldom of;Earldom of
city_baron_saxon;;Tithingman;
city_count_saxon;;Provost;
city_barony_of_saxon;;Tithing of;Tithing of
city_county_of_saxon;;Burgh;Burgh
county_of_saxon;;Scír of;Shire of
king_saxon;;Cyning;
king_female_saxon;;Cwén;
king_title_ruler_consort_saxon;;Cyning;
king_title_ruler_consort_female_saxon;;Cwén;
kingdom_of_saxon;;Cyningríce of;
kingdom_saxon;;Cyningríce;
emperor_saxon;;Héahcásere;
emperor_female_saxon;;þéodcwén;
emperor_title_ruler_saxon_occitan;;Héahcásere;
emperor_title_ruler_consort_female_saxon;;þéodcwén;
empire_saxon;;Héafodríce;
empire_of_saxon;;Héafodríce of;
county_saxon;;Scír;
########################################;;;
#FRANKISHOCCITAN;;;
########################################;;;
baron_frankish;;Baron;
baron_female_frankish;;Baronne;
baron_title_ruler_consort_frankish;;Baron;
baron_title_ruler_consort_female_frankish;;Baronne;
count_frankish;;Comte;
count_female_frankish;;Comtesse;
count_title_ruler_consort_frankish;;Comte;
count_title_ruler_consort_female_frankish;;Comtesse;
duke_frankish;;Duc;
duke_female_frankish;;Duchesse;
duke_title_ruler_consort_frankish;;Duc;
duke_title_ruler_consort_female_frankish;;Duchesse;
king_frankish;;Roi;
king_female_frankish;;Reine;
king_title_ruler_consort_frankish;;Roi;
king_title_ruler_consort_female_frankish;;Reine;
emperor_frankish;;Empereur;
emperor_female_frankish;;Impératrice;
emperor_title_ruler_consort_female_frankish;;Impératrice;
title_prince_frankish;;Prince;
title_prince_female_frankish;;Princesse;
baron_occitan;;Baron;
baron_female_occitan;;Baronne;
baron_title_ruler_consort_occitan;;Baron;
baron_title_ruler_consort_female_occitan;;Baronne;
count_occitan;;Comte;
count_female_occitan;;Comtesse;
count_title_ruler_consort_occitan;;Comte;
count_title_ruler_consort_female_occitan;;Comtesse;
duke_occitan;;Duc;
duke_female_occitan;;Duchesse;
duke_title_ruler_consort_occitan;;Duc;
duke_title_ruler_consort_female_occitan;;Duchesse;
king_occitan;;Roi;
king_female_occitan;;Reine;
king_title_ruler_consort_occitan;;Roi;
king_title_ruler_consort_female_occitan;;Reine;
emperor_occitan;;Empereur;
emperor_female_occitan;;Impératrice;
emperor_title_ruler_consort_female_occitan;;Impératrice;
title_prince_occitan;;Prince;
title_prince_female_occitan;;Princesse;
castle_barony_of_frankish;;Baronnie de;
county_of_frankish;;Comté de;
duchy_of_frankish;;Duché de;
kingdom_of_frankish;;Royaume de;
########################################;;;
#Portugese and Galician;;;
########################################;;;
baron_portuguese;;Barão;
baron_female_portuguese;;Baronesa;
baron_title_ruler_consort_portuguese;;Barão;
baron_title_ruler_consort_female_portuguese;;Baronesa;
count_portuguese;;Conde;
count_female_portuguese;;Condessa;
count_title_ruler_consort_portuguese;;Conde;
count_title_ruler_consort_female_portuguese;;Condessa;
duke_portuguese;;Duque;
duke_female_portuguese;;Duquesa;
duke_title_ruler_consort_portuguese;;Duque;
duke_title_ruler_consort_female_portuguese;;Duquesa;
king_portuguese;;Rei;
king_female_portuguese;;Rainha;
king_title_ruler_consort_portuguese;;Rei;
king_title_ruler_consort_female_portuguese;;Rainha;
emperor_portuguese;;Imperador;
emperor_female_portuguese;;Imperatriz;
emperor_title_ruler_consort_portuguese;;Imperador;
emperor_title_ruler_consort_female_portuguese;;Imperatriz;
title_prince_portuguese;;Infante;
title_prince_female_portuguese;;Infanta;
baron_galician;;Barão;
baron_female_galician;;Baronesa;
baron_title_ruler_consort_galician;;Barão;
baron_title_ruler_consort_female_galician;;Baronesa;
count_galician;;Conde;
count_female_galician;;Condessa;
count_title_ruler_consort_galician;;Conde;
count_title_ruler_consort_female_galician;;Condessa;
duke_galician;;Duque;
duke_female_galician;;Duquesa;
duke_title_ruler_consort_galician;;Duque;
duke_title_ruler_consort_female_galician;;Duquesa;
king_galician;;Rei;
king_female_galician;;Rainha;
king_title_ruler_consort_galician;;Rei;
king_title_ruler_consort_female_galician;;Rainha;
emperor_galician;;Imperador;
emperor_female_galician;;Imperatriz;
emperor_title_ruler_consort_galician;;Imperador;
emperor_title_ruler_consort_female_galician;;Imperatriz;
title_prince_galician;;Infante;
title_prince_female_galician;;Infanta;
########################################;;;
#NORMAN;;;
########################################;;;
baron_norman;;Chatelain;
baron_female_norman;;Chatelaine;
baron_title_ruler_consort_norman;;Chatelain;
baron_title_ruler_consort_female_norman;;Chatelaine;
castle_barony_of_norman;;Chatellenie of;
city_baron_norman;;Baillif;Baillif
city_barony_of_norman;;Bailiwick of;Bailiwick of
########################################;;;
#POLISH;;;
########################################;;;
baron_polish;;Kasztelan;Castellan
baron_female_polish;;Kasztelana;Castellan
baron_title_ruler_consort_polish;;Kasztelan;Castellan
baron_title_ruler_consort_female_polish;;Kasztelana;Castellan
count_polish;;Starosta;
count_female_polish;;Staroscina;
count_title_ruler_consort_polish;;Starosta;
count_title_ruler_consort_female_polish;;Staroscina;
duke_polish;;Ksiaze;
duke_female_polish;;Ksiezna;
duke_title_ruler_consort_polish;;Ksiaze;
duke_title_ruler_consort_female_polish;;Ksiezna;
king_polish;;Król;
king_female_polish;;Królowa;
king_title_ruler_consort_polish;;Król;
king_title_ruler_consort_female_polish;;Królowa;
emperor_polish;;Cesarz;
emperor_female_polish;;Cesarzowa;
emperor_title_ruler_consort_female_polish;;Cesarzowa;
barony_of_polish;;Kasztelania of;
county_of_polish;;Starostwo of;
duchy_of_polish;;Ksiestwo of;
city_baron_polish;;Burmistrz;
city_count_polish;;Wójt;
temple_count_polish;;Biskup;
temple_county_of_polish;;Diecezja of;
########################################;;;
#Pommerian;;;
########################################;;;
count_pommeranian;;Knjes;
duke_pommeranian;;Prince;Prince
########################################;;;
#Croatian;;;
########################################;;;
count_croatian;;Župan;
duke_croatian;;Ban;Ban
county_of_croatian;;Županije;
duchy_of_croatian;;Banate of;
########################################;;;
#Serbian;;;
########################################;;;
count_serbian;;Župan;
duke_serbian;;Veliki Župan;
king_serbian;;Kralj;Czar
emperor_serbian;;Tsar;
########################################;;;
#Bulgarian;;;
########################################;;;
king_bulgarian;;Tsar;Czar
########################################;;;
#Dutch;;;
########################################;;;
baron_dutch;;Baron;
baron_female_dutch;;Barones;
baron_title_ruler_consort_dutch;;Baron;
baron_title_ruler_consort_female_dutch;;Barones;
count_dutch;;Graaf;
count_female_dutch;;Graafin;
count_title_ruler_consort_dutch;;Graaf;
count_title_ruler_consort_female_dutch;;Graafin;
duke_dutch;;Hertog;
duke_female_dutch;;Hertogin;
duke_title_ruler_consort_dutch;;Hertog;
duke_title_ruler_consort_female_dutch;;Hertogin;
king_dutch;;Koning;
king_female_dutch;;Koningin;
king_title_ruler_consort_dutch;;Koning;
king_title_ruler_consort_female_dutch;;Koningin;
emperor_dutch;;Keizer;
emperor_female_dutch;;Keizerin;
emperor_title_ruler_consort_female_dutch;;Keizerin;
emperor_title_ruler_consort_dutch;;Keizer;
title_prince_dutch;;Prins;
title_prince_female_dutch;;Prinses;
city_baron_dutch;;Burgemeester;
city_count_dutch;;Burgemeester;
city_duke_dutch;;Burggraaf;
city_king_dutch;;Burggraaf;
city_emperor_dutch;;Burggraaf;
temple_baron_dutch;;Bisschop;
temple_count_dutch;;Bisschop;
########################################;;;
#PAGAN;;;
########################################;;;
temple_duke_norse_pagan;;Hofgoði;Hofgoði
temple_duke_female_norse_pagan;;Hofgyðja;Hofgyðja
count_norse_pagan;;Thane;Thane
count_norse_pagan_female;;Thane;Thane
baron_norse_pagan;;Hersir;Hersir
baron_norse_pagan_female;;Hersir;Hersir
temple_king_norse_pagan;;Allsherjargoði;Allsherjargoði
temple_baron_norse_pagan;;Goði;Goði
city_baron_norse_pagan;;Ålderman;Ålderman
city_count_norse_pagan;;Lagman;Lagman
########################################;;;
#JEWISH;;;
########################################;;;
job_spiritual_jewish_group;;Chief Rabbi;Chief Rabbi
temple_baron_jewish_group;;Rabbi;Rabbi
temple_count_jewish_group;;Great Rabbi;Great Rabbi
temple_duke_jewish_group;;Melech;Melech
temple_king_jewish_group;;Melech haMelachim;Melech haMelachim
temple_kingdom_of_jewish_group;;Great Sanhedrin of;Great Sanhedrin of
temple_duchy_of_jewish_group;;Lesser Sanhedrin of;Lesser Sanhedrin of
temple_county_of_jewish_group;;Beth din of;Beth din of
temple_barony_of_jewish_group;;Synagogue of;Synagogue of
########################################;;;
#HUNGARIAN;;;
########################################;;;
baron_hungarian;;Várispán;
baron_female_hungarian;;Várispán;
baron_title_ruler_consort_hungarian;;Várispán;
baron_title_ruler_consort_female_hungarian;;Várispánné;
count_hungarian;;Föispán;
count_female_hungarian;;Föispán;
count_title_ruler_consort_hungarian;;Föispán;
count_title_ruler_consort_female_hungarian;;Föispánné;
duke_hungarian;;Herceg;
duke_female_hungarian;;Hercegnö;
duke_title_ruler_consort_hungarian;;Herceg;
duke_title_ruler_consort_female_hungarian;;Hercegné;
king_hungarian;;Király;
king_female_hungarian;;Királynö;
king_title_ruler_consort_hungarian;;Király;
king_title_ruler_consort_female_hungarian;;Királyné;
title_prince_hungarian;;Királyi Herceg;
title_prince_female_hungarian;;Királyi Hercegnö;
city_baron_hungarian;;Bíró;
city_count_hungarian;;Bíró;
city_duke_hungarian;;Bíró;
city_king_hungarian;;Bíró;
temple_baron_hungarian;;Püspök;
temple_count_hungarian;;Püspök;
temple_duke_hungarian;;Püspök;
temple_king_hungarian;;Püspök;
temple_emperor_hungarian;;Püspök;
castle_barony_of_hungarian;;Uradalom of;
county_of_hungarian;;Vármegye of;
duchy_of_hungarian;;Dukátus of;
kingdom_of_hungarian;;Királyság of;
########################################;;;
#ITALIAN(padan);;;
########################################;;;
baron_italian;;Barone;
baron_female_italian;;Baronessa;
baron_title_ruler_consort_italian;;Barone;
baron_title_ruler_consort_female_italian;;Baronessa;
count_italian;;Conte;
count_female_italian;;Contessa;
count_title_ruler_consort_italian;;Conte;
count_title_ruler_consort_female_italian;;Contessa;
duke_italian;;Duca;
duke_female_italian;;Duchessa;
duke_title_ruler_consort_italian;;Duca;
duke_title_ruler_consort_female_italian;;Duchessa;
king_italian;;Re;
king_female_italian;;Regina;
king_title_ruler_consort_italian;;Re;
king_title_ruler_consort_female_italian;;Regina;
emperor_italian;;Imperatore;
emperor_female_italian;;Imperatrice;
emperor_title_ruler_consort_female_italian;;Imperatrice;
title_prince_italian;;Principe;
title_prince_female_italian;;Principessa;
city_baron_italian;;Sindaco;Syndicus
city_count_italian;;Podestà;Podestà
city_duke_italian;;Doge;Doge
city_king_italian;;Doge;Doge
city_emperor_italian;;Doge;Doge
city_barony_of_italian;;Comune di;
city_county_of_italian;;Comune di;
city_duchy_of_italian;;Repubblica di;
city_kingdom_of_italian;;Repubblica di;
city_empire_of_italian;;Repubblica di;
temple_baron_italian;;Vescovo di;
temple_count_italian;;Vescovo di;
temple_barony_of_italian;;Diocesi di;
temple_county_of_italian;;Diocesi di;
county_of_italian;;Contea di;
duchy_of_italian;;Ducato di;
kingdom_of_italian;;Regno di;
########################################;;;
#ITALIAN(tuscan);;;
########################################;;;
baron_tuscan;;Barone;
baron_female_tuscan;;Baronessa;
baron_title_ruler_consort_tuscan;;Barone;
baron_title_ruler_consort_female_tuscan;;Baronessa;
count_tuscan;;Conte;
count_female_tuscan;;Contessa;
count_title_ruler_consort_tuscan;;Conte;
count_title_ruler_consort_female_tuscan;;Contessa;
duke_tuscan;;Duca;
duke_female_tuscan;;Duchessa;
duke_title_ruler_consort_tuscan;;Duca;
duke_title_ruler_consort_female_tuscan;;Duchessa;
king_tuscan;;Re;
king_female_tuscan;;Regina;
king_title_ruler_consort_tuscan;;Re;
king_title_ruler_consort_female_tuscan;;Regina;
emperor_tuscan;;Imperatore;
emperor_female_tuscan;;Imperatrice;
emperor_title_ruler_consort_female_tuscan;;Imperatrice;
title_prince_tuscan;;Principe;
