#TITLE                          ;KEY                ;SED2    ;SWMH
d_knights_templar               ;title              ;GRANDMASTER;GRANDMASTER
d_venetian_navy                 ;foa                ;CAPTAIN_FOA;CAPTAIN_FOA
d_venetian_navy                 ;short_name         ;yes     ;yes
d_genoese_navy                  ;title              ;CAPTAIN ;CAPTAIN
d_genoese_navy                  ;foa                ;CAPTAIN_FOA;CAPTAIN_FOA
d_genoese_navy                  ;short_name         ;yes     ;yes
d_hanseatic_navy                ;title              ;CAPTAIN ;CAPTAIN
d_hanseatic_navy                ;foa                ;CAPTAIN_FOA;CAPTAIN_FOA
d_hanseatic_navy                ;short_name         ;yes     ;yes
d_frisian_navy                  ;title              ;CAPTAIN ;CAPTAIN
d_frisian_navy                  ;foa                ;CAPTAIN_FOA;CAPTAIN_FOA
d_frisian_navy                  ;short_name         ;yes     ;yes
d_maghreb_corsairs              ;title              ;CAPTAIN ;CAPTAIN
d_maghreb_corsairs              ;foa                ;CAPTAIN_FOA;CAPTAIN_FOA
d_maghreb_corsairs              ;short_name         ;yes     ;yes
d_ghilman                       ;title              ;CAPTAIN ;CAPTAIN
d_ghilman                       ;foa                ;CAPTAIN_FOA;CAPTAIN_FOA
d_ghanan_band                   ;title              ;CAPTAIN ;CAPTAIN
d_ghanan_band                   ;foa                ;CAPTAIN_FOA;CAPTAIN_FOA
e_hre                           ;short_name         ;yes     ;yes
k_frisia                        ;frisian            ;        ;Fresland
k_frisia                        ;german             ;        ;Friesland
k_frisia                        ;low_german         ;        ;Frieslaand
k_frisia                        ;dutch              ;        ;Friesland
k_frisia                        ;frankish           ;        ;Frise
d_holland                       ;name_tier          ;count   ;count
d_holland                       ;frisian            ;        ;Hollân
d_holland                       ;frankish           ;        ;Hollande
d_utrecht                       ;name_tier          ;count   ;count
d_utrecht                       ;frisian            ;        ;Utert
c_oversticht                    ;low_german         ;        ;Oaversticht
d_gelre                         ;german             ;        ;Geldern
d_gelre                         ;frankish           ;        ;Gueldre
c_zutphen                       ;frisian            ;        ;Sutfen
c_zutphen                       ;low_german         ;        ;Zutfent
d_frisia                        ;frisian            ;        ;Fresland
d_frisia                        ;german             ;        ;Friesland
d_frisia                        ;low_german         ;        ;Freesland
d_frisia                        ;dutch              ;        ;Friesland
d_frisia                        ;frankish           ;        ;Frise
c_ostfriesland                  ;frisian            ;        ;Aastfräislound
c_ostfriesland                  ;german             ;        ;Ostfriesland
c_ostfriesland                  ;low_german         ;        ;Oostfreesland
c_ostfriesland                  ;dutch              ;        ;Oost Friesland
c_ostfriesland                  ;frankish           ;        ;Frise Orientale
c_rustringen                    ;frisian            ;        ;Rjustringen
c_rustringen                    ;dutch              ;        ;Rustringen
c_westfriesland                 ;frisian            ;        ;West Fryslân
c_westfriesland                 ;german             ;        ;Westfriesland
c_westfriesland                 ;dutch              ;        ;West Friesland
c_westfriesland                 ;frankish           ;        ;Frise Occidentale
c_frisia                        ;frisian            ;        ;Fresland
c_frisia                        ;german             ;        ;Friesland
c_frisia                        ;dutch              ;        ;Friesland
c_frisia                        ;frankish           ;        ;Frise
k_upper_lorraine                ;name_tier          ;duke    ;duke
k_upper_lorraine                ;german             ;        ;Oberlothringen
k_upper_lorraine                ;dutch              ;        ;Opper Lotharingen
k_upper_lorraine                ;frankish           ;        ;Haute Lotharingie
d_trier                         ;title              ;FE      ;FE
d_trier                         ;foa                ;FE_FOA  ;FE_FOA
d_trier                         ;title_prefix       ;FE_OF   ;FE_OF
d_trier                         ;frankish           ;        ;Trèves
c_trier                         ;frankish           ;        ;Trèves
c_trier                         ;greek              ;Augusta Treverorum;Augousta Treveroron
c_trier                         ;roman              ;Augusta Treverorum;Augusta Treverorum
d_luxembourg                    ;german             ;        ;Lützelburg
d_luxembourg                    ;dutch              ;        ;Lutzelburg
c_arlon                         ;german             ;        ;Arel
c_arlon                         ;dutch              ;        ;Aarlen
c_luxembourg                    ;german             ;        ;Lützelburg
c_luxembourg                    ;dutch              ;        ;Lutzelburg
d_pfalz                         ;title              ;PALATINE;PALATINE
d_pfalz                         ;title_female       ;PALATINEA;PALATINEA
d_pfalz                         ;foa                ;PALATINE_FOA;PALATINE_FOA
d_pfalz                         ;short_name         ;yes     ;yes
d_pfalz                         ;german             ;        ;Pfalzgrafschaft bei Rhein
d_pfalz                         ;dutch              ;        ;Paltsgraafschap aan de Rijn
d_pfalz                         ;frankish           ;        ;Comté Palatinat du Rhin
c_pfalz                         ;german             ;        ;Pfalz
c_pfalz                         ;dutch              ;        ;Palts
c_pfalz                         ;frankish           ;        ;Palatinat
c_sponheim                      ;german             ;        ;Spanheim
c_sponheim                      ;dutch              ;        ;Spanheim
c_sponheim                      ;frankish           ;        ;Spanheim
c_zweibrucken                   ;german             ;        ;Zweibrücken
c_zweibrucken                   ;dutch              ;        ;Tweebruggen
c_zweibrucken                   ;frankish           ;        ;Deux Ponts
d_upper_lorraine                ;german             ;        ;Lothringen
d_upper_lorraine                ;dutch              ;        ;Lorreinen
d_upper_lorraine                ;frankish           ;        ;Lorraine
c_saarbrucken                   ;german             ;        ;Saarbrücken
c_saarbrucken                   ;dutch              ;        ;Saarbruggen
c_saarbrucken                   ;frankish           ;        ;Sarrebruck
c_verdun                        ;german             ;        ;Wirtten
k_lower_lorraine                ;name_tier          ;duke    ;duke
k_lower_lorraine                ;german             ;        ;Niederlothringen
k_lower_lorraine                ;dutch              ;        ;Neder Lotharingen
k_lower_lorraine                ;frankish           ;        ;Basse Lotharingie
c_brabant                       ;german             ;        ;Löwen
c_brabant                       ;dutch              ;        ;Leuven
c_brabant                       ;frankish           ;        ;Louvain
c_brussel                       ;german             ;        ;Brüssel
c_brussel                       ;dutch              ;        ;Broekzele
c_brussel                       ;frankish           ;        ;Bruxelles
c_breda                         ;german             ;        ;Antorf
c_breda                         ;dutch              ;        ;Antwerpen
c_breda                         ;frankish           ;        ;Anvers
c_namur                         ;german             ;        ;Namür
c_namur                         ;dutch              ;        ;Namen
d_liege                         ;german             ;        ;Lüttich
d_liege                         ;dutch              ;        ;Luik
d_liege                         ;frankish           ;        ;Liége
c_liege                         ;german             ;        ;Lüttich
c_liege                         ;dutch              ;        ;Luik
c_liege                         ;frankish           ;        ;Liége
c_loon                          ;frankish           ;        ;Looz
d_hainaut                       ;name_tier          ;count   ;count
d_hainaut                       ;german             ;        ;Hennegau
d_hainaut                       ;dutch              ;        ;Henegouwen
c_hainaut                       ;german             ;        ;Bergen
c_hainaut                       ;dutch              ;        ;Bergen
c_valenciennes                  ;dutch              ;        ;Valencijn
c_cambrai                       ;german             ;        ;Kamerich
c_cambrai                       ;dutch              ;        ;Kamerijk
d_limburg                       ;frankish           ;        ;Limbourg
d_koln                          ;title              ;FE      ;FE
d_koln                          ;foa                ;FE_FOA  ;FE_FOA
d_koln                          ;title_prefix       ;FE_OF   ;FE_OF
d_koln                          ;dutch              ;        ;Keulen
d_koln                          ;frankish           ;        ;Cologne
c_koln                          ;dutch              ;        ;Keulen
c_koln                          ;frankish           ;        ;Cologne
d_berg                          ;dutch              ;        ;Gulik-Kleef-Berg
d_berg                          ;frankish           ;        ;Juliers-Cléves-Berg
c_julich                        ;dutch              ;        ;Gulik
c_julich                        ;frankish           ;        ;Juliers
c_kleve                         ;dutch              ;        ;Kleef
c_kleve                         ;frankish           ;        ;Cléves
c_aachen                        ;dutch              ;        ;Aken
c_aachen                        ;frankish           ;        ;Aix-la-Chapelle
k_saxony                        ;name_tier          ;duke    ;duke
d_osnabruck                     ;title              ;FE      ;FE
d_osnabruck                     ;foa                ;FE_FOA  ;FE_FOA
d_osnabruck                     ;title_prefix       ;FE_OF   ;FE_OF
d_bishopmunster                 ;title              ;FE      ;FE
d_bishopmunster                 ;foa                ;FE_FOA  ;FE_FOA
d_bishopmunster                 ;title_prefix       ;FE_OF   ;FE_OF
d_bremen                        ;title              ;FE      ;FE
d_bremen                        ;foa                ;FE_FOA  ;FE_FOA
d_bremen                        ;title_prefix       ;FE_OF   ;FE_OF
c_dithmarschen                  ;danish             ;        ;Thetmærsch
c_reinholdsburg                 ;norse              ;        ;Reinoldsborg
c_reinholdsburg                 ;swedish            ;        ;Reinoldsborg
c_reinholdsburg                 ;norwegian          ;        ;Reinoldsborg
c_reinholdsburg                 ;danish             ;        ;Reynoldsburgh
c_reinholdsburg                 ;icelandic          ;        ;Reinoldsborg
c_reinholdsburg                 ;anglonorse         ;        ;Reinoldsborg
c_reinholdsburg                 ;norsegaelic        ;        ;Reinoldsborg
d_magdeburg                     ;title              ;FE      ;FE
d_magdeburg                     ;foa                ;FE_FOA  ;FE_FOA
d_magdeburg                     ;title_prefix       ;FE_OF   ;FE_OF
c_anhalt                        ;pommeranian        ;Chutizi ;Chutizi
d_meissen                       ;title              ;MARGRAVE;MARGRAVE
d_meissen                       ;title_female       ;MARGRAVINE;MARGRAVINE
d_meissen                       ;foa                ;MARGRAVE_FOA;MARGRAVE_FOA
d_meissen                       ;title_prefix       ;MARGRAVE_OF;MARGRAVE_OF
c_meissen                       ;pommeranian        ;Glomacze;Dalaminza
k_franconia                     ;name_tier          ;duke    ;duke
d_mainz                         ;title              ;FE      ;FE
d_mainz                         ;foa                ;FE_FOA  ;FE_FOA
d_mainz                         ;title_prefix       ;FE_OF   ;FE_OF
c_mainz                         ;greek              ;Mogontiacum;Mogontiakon
c_mainz                         ;roman              ;Mogontiacum;Mogontiacum
d_thuringia                     ;title              ;LANDGRAVE;LANDGRAVE
d_thuringia                     ;title_female       ;LANDGRAVINE;LANDGRAVINE
d_thuringia                     ;foa                ;LANDGRAVE_FOA;LANDGRAVE_FOA
d_thuringia                     ;title_prefix       ;LANDGRAVE_OF;LANDGRAVE_OF
d_hessen                        ;title              ;LANDGRAVE;LANDGRAVE
d_hessen                        ;title_female       ;LANDGRAVINE;LANDGRAVINE
d_hessen                        ;foa                ;LANDGRAVE_FOA;LANDGRAVE_FOA
d_hessen                        ;title_prefix       ;LANDGRAVE_OF;LANDGRAVE_OF
k_bavaria                       ;name_tier          ;duke    ;duke
d_niederbayern                  ;greek              ;Raetia Secunda;Rhaitia Sekunda
d_niederbayern                  ;roman              ;Raetia Secunda;Rhaetia Secunda
c_passau                        ;greek              ;Batavis ;Batavinon
c_passau                        ;roman              ;Batavis ;Batavinum
c_leuchenberg                   ;title              ;LANDGRAVE;LANDGRAVE
c_leuchenberg                   ;title_female       ;LANDGRAVINE;LANDGRAVINE
c_leuchenberg                   ;foa                ;LANDGRAVE_FOA;LANDGRAVE_FOA
c_leuchenberg                   ;title_prefix       ;LANDGRAVE_OF;LANDGRAVE_OF
c_niederbayern                  ;greek              ;Castra Regina;Kastra Regina
c_niederbayern                  ;roman              ;Castra Regina;Castra Regina
d_tyrol                         ;name_tier          ;count   ;count
c_trent                         ;greek              ;Tridentum;Tridente
c_trent                         ;roman              ;Tridentum;Tridentum
d_bamberg                       ;title              ;FE      ;FE
d_bamberg                       ;foa                ;FE_FOA  ;FE_FOA
d_bamberg                       ;title_prefix       ;FE_OF   ;FE_OF
d_nuremberg                     ;title              ;BURGRAVE;BURGRAVE
d_nuremberg                     ;title_female       ;BURGRAVINE;BURGRAVINE
d_nuremberg                     ;foa                ;BURGRAVE_FOA;BURGRAVE_FOA
d_nuremberg                     ;title_prefix       ;BURGRAVE_OF;BURGRAVE_OF
d_oberbayern                    ;greek              ;Raetia Prima;Rhaitia Prima
d_oberbayern                    ;roman              ;Raetia Prima;Rhaetia Prima
c_kempten                       ;greek              ;Cambodunum;Kambodunum
c_kempten                       ;roman              ;Cambodunum;Cambodunum
d_salzburg                      ;title              ;FE      ;FE
d_salzburg                      ;foa                ;FE_FOA  ;FE_FOA
d_salzburg                      ;title_prefix       ;FE_OF   ;FE_OF
d_salzburg                      ;greek              ;Iuvavum ;Iuvavum
d_salzburg                      ;roman              ;Iuvavum ;Iuvavum
c_salzburg                      ;greek              ;Iuvavum ;Iuvavum
c_salzburg                      ;roman              ;Iuvavum ;Iuvavum
d_osterreich                    ;greek              ;Noricum Ripense;Noricum Ripense
d_osterreich                    ;roman              ;Noricum Ripense;Noricum Ripense
c_osterreich                    ;title              ;MARGRAVE;MARGRAVE
c_osterreich                    ;title_female       ;MARGRAVINE;MARGRAVINE
c_osterreich                    ;foa                ;MARGRAVE_FOA;MARGRAVE_FOA
c_osterreich                    ;title_prefix       ;MARGRAVE_OF;MARGRAVE_OF
c_osterreich                    ;greek              ;Vindobona;Ouindobouna
c_osterreich                    ;roman              ;Vindobona;Vindobona
k_carinthia                     ;name_tier          ;duke    ;duke
c_steiermark                    ;title              ;MARGRAVE;MARGRAVE
c_steiermark                    ;title_female       ;MARGRAVINE;MARGRAVINE
c_steiermark                    ;foa                ;MARGRAVE_FOA;MARGRAVE_FOA
c_steiermark                    ;title_prefix       ;MARGRAVE_OF;MARGRAVE_OF
c_celje                         ;greek              ;Celeia  ;Keleia
c_celje                         ;roman              ;Celeia  ;Celeia
d_carinthia                     ;greek              ;Noricum Mediterraneum;Noricum Mediterraneum
d_carinthia                     ;roman              ;Noricum Mediterraneum;Noricum Mediterraneum
c_krain                         ;title              ;MARGRAVE;MARGRAVE
c_krain                         ;title_female       ;MARGRAVINE;MARGRAVINE
c_krain                         ;foa                ;MARGRAVE_FOA;MARGRAVE_FOA
c_krain                         ;title_prefix       ;MARGRAVE_OF;MARGRAVE_OF
d_istria                        ;title              ;MARGRAVE;MARGRAVE
d_istria                        ;title_female       ;MARGRAVINE;MARGRAVINE
d_istria                        ;foa                ;MARGRAVE_FOA;MARGRAVE_FOA
d_istria                        ;title_prefix       ;MARGRAVE_OF;MARGRAVE_OF
d_istria                        ;german             ;        ;Istrien
d_istria                        ;greek              ;        ;Histria
d_istria                        ;russian            ;        ;Istra
d_istria                        ;pommeranian        ;        ;Istra
d_istria                        ;polish             ;        ;Istra
d_istria                        ;bohemian           ;        ;Istrie
d_istria                        ;moravian           ;        ;Istria
d_istria                        ;karantanci         ;        ;Istra
d_istria                        ;croatian           ;        ;Istra
d_istria                        ;serbian            ;        ;Istra
d_istria                        ;bosnian            ;        ;Istra
d_istria                        ;bulgarian          ;        ;Istra
d_istria                        ;hungarian          ;        ;Isztria
d_istria                        ;szekely            ;        ;Isztria
d_istria                        ;roman              ;Histria ;Histria
c_istria                        ;german             ;        ;Meranien
c_istria                        ;low_german         ;        ;Meranien
c_istria                        ;dutch              ;        ;Meranien
c_istria                        ;low_saxon          ;        ;Meranien
c_istria                        ;thuringian         ;        ;Meranien
c_istria                        ;franconian         ;        ;Meranien
c_istria                        ;swabian            ;        ;Meranien
c_istria                        ;bavarian           ;        ;Meranien
c_istria                        ;low_frankish       ;        ;Meranien
c_istria                        ;greek              ;        ;Meraniae
c_istria                        ;russian            ;        ;Meranije
c_istria                        ;pommeranian        ;        ;Meranije
c_istria                        ;polish             ;        ;Meranije
c_istria                        ;bohemian           ;        ;Merano
c_istria                        ;moravian           ;        ;Merano
c_istria                        ;karantanci         ;        ;Meranije
c_istria                        ;croatian           ;        ;Meranije
c_istria                        ;serbian            ;        ;Meranije
c_istria                        ;bosnian            ;        ;Meranije
c_istria                        ;bulgarian          ;        ;Meranije
c_istria                        ;hungarian          ;        ;Meránia
c_istria                        ;szekely            ;        ;Meránia
c_istria                        ;sardinian          ;        ;Merano
c_istria                        ;sicilian           ;        ;Merano
c_istria                        ;umbrian            ;        ;Merano
c_istria                        ;laziale            ;        ;Merano
c_istria                        ;neapolitan         ;        ;Merano
c_istria                        ;tuscan             ;        ;Merano
c_istria                        ;ligurian           ;        ;Merano
c_istria                        ;langobardisch      ;        ;Merano
c_istria                        ;italian            ;        ;Merano
c_istria                        ;venetian           ;        ;Merano
c_istria                        ;dalmatian          ;        ;Merano
c_istria                        ;roman              ;        ;Meraniae
c_trieste                       ;greek              ;Tergeste;Tergeste
c_trieste                       ;east_gothic        ;Tergeste;Tergeste
c_trieste                       ;roman              ;Tergeste;Tergeste
c_aquileia                      ;greek              ;        ;Akouileia
c_aquileia                      ;east_gothic        ;        ;Akouileia
k_schwaben                      ;name_tier          ;duke    ;duke
d_augsburg                      ;title              ;FE      ;FE
d_augsburg                      ;foa                ;FE_FOA  ;FE_FOA
d_augsburg                      ;title_prefix       ;FE_OF   ;FE_OF
c_augsburg                      ;greek              ;Augusta Vindelicorum;Augousta Ouendelikon
c_augsburg                      ;roman              ;Augusta Vindelicorum;Augusta Vindelicum
d_baden                         ;title              ;MARGRAVE;MARGRAVE
d_baden                         ;title_female       ;MARGRAVINE;MARGRAVINE
d_baden                         ;foa                ;MARGRAVE_FOA;MARGRAVE_FOA
d_baden                         ;title_prefix       ;MARGRAVE_OF;MARGRAVE_OF
d_chur                          ;title              ;FE      ;FE
d_chur                          ;foa                ;FE_FOA  ;FE_FOA
d_chur                          ;title_prefix       ;FE_OF   ;FE_OF
d_chur                          ;greek              ;Curia Raetorum;Curia
d_chur                          ;roman              ;Curia Raetorum;Curia
c_chur                          ;greek              ;Curia Raetorum;Curia
c_chur                          ;roman              ;Curia Raetorum;Curia
d_alsace                        ;german             ;        ;Elsass
d_alsace                        ;dutch              ;        ;Elzas
d_alsace                        ;frankish           ;        ;Alsace
c_nordgau                       ;title              ;LANDGRAVE;LANDGRAVE
c_nordgau                       ;title_female       ;LANDGRAVINE;LANDGRAVINE
c_nordgau                       ;foa                ;LANDGRAVE_FOA;LANDGRAVE_FOA
