#CODE                       ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,,x;;;;
solomon_desc                ;The Solomonid dynasty claim direct descendance from the biblical Solomon. The dynasty continued to rule Ethiopia into the twentieth century.;The Solomonid dynasty claim direct descendance from the biblical Solomon. The dynasty continued to rule Ethiopia into the twentieth century.;;The Solomonid Dynasty claim direct descendance from the biblical Solomon, a king of Israel famed for legendary wisdom and wealth.
attila_desc                 ;Kubrat claims descendance from Attila – one of the most feared enemies of ancient Rome, who united numerous tribal clans under his banner.;Kubrat claims descendance from Attila - one of the most feared enemies of ancient Rome, who united numerous tribal clans under his banner.;;Kubrat claims descendance from Attila - one of the most feared enemies of ancient Rome, who united numerous tribal clans under his banner.
ashina_desc                 ;The Ashina clan rose to prominence after revolting against the Rouran khaganate. Members of the clan are considered sacred, if not divine, by the people of the steppe.;The Ashina clan rose to prominence after revolting against the Rouran Khaganate. Members of the clan are considered sacred, if not divine, by the people of the steppe.;;The Ashina clan rose to prominence after revolting against the Rouran Khaganate. Members of the clan are considered sacred, if not divine, by the people of the steppe.
bagratid_desc               ;One of the oldest Christian dynasties in the world. The children of Bagrat have made Georgia and Armenia flourish throughout the centuries.;One of the oldest Christian dynasties in the world. The children of Bagrat have made Georgia and Armenia flourish throughout the centuries.;;One of the oldest Christian dynasties in the world. The children of Bagrat have made Georgia flourish throughout the centuries.
parthian_desc               ;A descendant of one of the seven Parthian clans under Sassanid rule. The seven clans, or houses, played key importance in early Persian history.;A descendant of one of the seven Parthian clans under Sassanid rule. The seven clans, or houses, played key importance in early Persian history.;;A descendant of one of the seven Parthian clans under Sassanid rule. The seven clans, or houses, played key importance in Persian history.
sassanid_desc               ;The founder of the Sassanid dynasty. Known as a great warrior, hunter and high priest of the Zoroastrian faith.;The founder of the Sassanid dynasty. Known as a great warrior, hunter and high priest of the Zoroastrian faith.;;The founder of the Sassanid dynasty. Known as a great warrior, hunter and high priest of the Zoroastrian faith.
niall_desc                  ;A legendary high king of Ireland and founder of the Uí Néill dynasty. During his rule he won several battles against the Saxons, Scots, Gauls and even the Romans.;A legendary high king of Ireland and founder of the Uí Néill dynasty. During his rule he won several battles against the Saxons, Scots, Gauls and even the Romans.;;A legendary high king of Ireland and founder of the Uí Néill dynasty. During his rule he won several battles against the Saxons, Scots, Gauls and even the Romans.
alfonso_portugal_desc       ;Vanquisher of both Moors and Leonese in his campaigns for Portuguese independence, Alfonso cunningly battled many enemies to establish the roots of his own realm.;Vanquisher of both Moors and Leonese in his campaigns for Portuguese independence, Alfonso cunningly battled many enemies to establish the roots of his own realm.;;Vanquisher of both Moors and Leonese in his campaigns for Portuguese independence, Alfonso cunningly battled many enemies to establish the roots of his own realm.
alfonso_spain_desc          ;Lord over half of Iberia, Alfonso claimed the title “Emperor of all Spain” and sought to unify the peninsula under his rule. He was also known as a patron of arts.;Lord over half of Iberia, Alfonso claimed the title “Emperor of all Spain” and sought to unify the peninsula under his rule. He was also known as a patron of arts.;;Lord over half of Iberia, Alfonso claimed the title “Emperor of all Spain” and sought to unify the peninsula under his rule. He was also known as a patron of arts.
james_desc                  ;Known as James the Conqueror, he established dominance over the Mediterranean Sea. He is also remembered as a sponsor of artists and a notorious lawmaker.;Known as James the Conqueror, he established dominance over the Mediterranean Sea. He is also remembered as a sponsor of artists and a notorious lawmaker.;;Known as James the Conqueror, he established dominance over the Mediterranean Sea. He is also remembered as a sponsor of artists and a notorious lawmaker.
garcia_desc                 ;Warrior-king of the Basques and a major sponsor of the Reconquista, Garcia restored Basque control over Navarre after a long period of Aragonese domination.;Warrior-king of the Basques and a major sponsor of the Reconquista, Garcia restored Basque control over Navarra after a long period of Aragonese domination.;;Warrior-king of the Basques and a major sponsor of the Reconquista, Garcia restored Basque control over Navarra after a long period of Aragonese domination.
muhammad_the_victorious_desc;Known as a champion of the faithful, diplomat and friend to Christians, Muhammad managed to keep alive the light of Al-Andalus despite the Castillian invasion.;Known as a champion of the faithful, diplomat and friend to Christians, Muhammad managed to keep alive the light of Al-Andalus despite the Castillian invasion.;;Known as a champion of the faithful, diplomat and friend to Christians, Muhammad managed to keep alive the light of Al-Andalus despite the Castillian invasion.
mansa_musa_desc             ;The Keita dynasty claim descent from Bilali Bounama (Bilal ibn Rabah), a freed slave who became the first muezzin. Mansa Musa is the most renowned of its rulers.;The Keita dynasty claim descent from Bilali Bounama (Bilal ibn Rabah), a freed slave who became the first muezzin. Mansa Musa is the most renowned of its rulers.;;A scholar and conqueror, Musa became a legend in the Islamic world for the vast wealth and majesty of his African kingdom. He also sponsored many construction projects.
bohemond_desc               ;A major leader of the First Crusade, Bohemond used his legendary martial skill and political cunning to capture Antioch and establish a kingdom for himself in the Levant.;A major leader of the First Crusade, Bohemond used his legendary martial skill and political cunning to capture Antioch and establish a kingdom for himself in the Levant.;;A major leader of the First Crusade, Bohemond used his legendary martial skill and political cunning to capture Antioch and establish a kingdom for himself in the Levant.
roger_desc                  ;Last of the great Norman conquerors, Roger unified Sicily under his rule, transforming it into a local power responsible for raids across the Muslim lands.;Last of the great Norman conquerors, Roger unified Sicily under his rule, transforming it into a local power responsible for raids across the Muslim lands.;;Last of the great Norman conquerors, Roger unified Sicily under his rule, transforming it into a local power responsible for raids across the Muslim lands.
baldouin_desc               ;A leader of the Fourth Crusade, Baldwin fought alongside the Venetians to topple the last remnant of the Roman Empire, becoming the first Latin Emperor of Constantinople.;A leader of the Fourth Crusade, Baldouin fought alongside the Venetians to topple the last remnant of the Roman Empire, becoming the first Latin Emperor of Constantinople.;;A leader of the Fourth Crusade, Baldouin fought alongside the Venetians to topple the last remnant of the Roman Empire, becoming the first Latin Emperor of Constantinople.
tughluq_desc                ;Ghiyath al-Din emerged victorious against the Mongols, rival warlords, and Hindu states, founding the Tughluq dynasty in northern India.;Ghiyath ud-Din emerged victorious against the Mongols, rival warlords, and Hindu states, founding the Tughluq dynasty in northern India.;;Founder of the Tughluq dynasty, he expanded Muslim reach across the Indian subcontinent and successfully repealed the Mongol menace.
ottoman_desc                ;Founder of the Ottoman dynasty, Osman rose to prominence as a daring commander, achieving victories against both Greeks and fellow Turks in his campaigns.;Founder of the Ottoman dynasty, Osman rose to prominence as a daring commander, achieving victories against both Greeks and fellow Turks in his campaigns.;;Founder of the Ottoman dynasty, Osman rose to prominence as a daring commander, achieving victories against both Greeks and fellow Turks in his campaigns.
dandolo_desc                ;The mastermind behind the Fourth Crusade and the sack of Constantinople, Enrico is remembered as one of the most successful and prosperous doges Venice ever had.;The mastermind behind the Fourth Crusade and the sack of Constantinople, Enrico is remembered as one of the most successful and prosperous doges Venice ever had.;;The mastermind behind the Fourth Crusade and the sack of Constantinople, Enrico is remembered as one of the most successful and prosperous doges Venice ever had.
almoravid_desc              ;As leaders of the Almoravid movement, Abu Bakr and Yusuf united the southern Sanhaja Berber tribes and expanded into western Maghreb, extending Almoravid rule over Andalusia.;As leaders of the Almoravid movement, Abu Bakr and Yusuf united the southern Sanhaja Berber tribes and expanded into western Maghreb, extending Almoravid rule over Andalusia.;;Yusuf was invited by the emirs of Andalusia to come to Iberia and stop the Christian onslaught. He won, and established a vast realm extending from Ghana to Toledo.
almohad_desc                ;As successor to Muhammad ibn Tumart's Almohad movement, Abd al-Mu’min proved himself an energetic conqueror, bringing the Maghreb, Ifriqiya, and Andalusia under his control.;As successor to Muhammad ibn Tumart's Almohad movement, Abd al-Mu'min proved himself an energetic conqueror, bringing the Maghreb, Ifriqiya, and Andalusia under his control.;;Leader of the Almohad dynasty, the reign of Abu made both trade and science prosper, with his administrative and military skills being successful in halting the Reconquista.
baibars_desc                ;Once sold in a slave market, Baibars would eventually become the man responsible for both defeating the Mongol advance and dealing a decisive blow to the Crusader states of the Levant.;Once sold in a slave market, Baibars would eventually become the man responsible for both defeating the Mongol advance and dealing a decisive blow to the Crusader States of the Levant.;;Once sold in a slave market, Baibars would eventually become the man responsible for both defeating the Mongol advance and removing the Crusader States from the Levant.
arwa_desc                   ;A powerful woman, Arwa was known for her intelligence and knowledge of both heavenly and earthly affairs. She also engaged in several building projects across Yemen.;A powerful woman, Arwa was known for her intelligence and knowledge of both heavenly and earthly affairs. She also engaged in several building projects across Yemen.;;A powerful woman, Arwa was known for her intelligence and knowledge of both heavenly and earthly affairs. She also engaged in several building projects across Yemen.
philippe_capet_desc         ;A pious and respected leader of the Third Crusade, Philip fought against both heretics and infidels with great success.;A pious and respected leader of the Third Crusade, Philippe fought against both heretics and infidels with great success.;;A pious and respected leader of the Third Crusade, Philippe fought against both heretics and infidels with great success.
barbarossa_desc             ;An able ruler, Frederick “Barbarossa” was known both as a warrior who sought to control the rebel Italian princes and as a skilled lawmaker.;An able ruler, Frederick 'Barbarossa' was known both as a warrior who sought to control the rebel Italian princes and as a skilled lawmaker.;;An able ruler, Frederick 'Barbarossa' was known both as a warrior who sought to control the rebel Italian princes and as a skilled lawmaker.
premyslid_desc              ;Despite his involvement in the murder of his elder brother, Boleslav was a tenacious leader who significantly strengthened the Bohemian realm.;Despite his involvement in the murder of his elder brother, Boleslav was a tenacious leader who significantly strengthened the Bohemian realm.;;Despite his involvement in the murder of his elder brother, Boleslav was a tenacious leader who significantly strengthened the Bohemian realm.
carolingian                 ;Carolingian Blood;Carolingian Blood;;Carolingian Blood
ragnarr_lodbrok             ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
seljuk                      ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
william_the_conqueror       ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
genghis_khan                ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
el_cid                      ;Blood of El Cid;Blood of El Cid;;Blood of El Cid
timur                       ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
krum                        ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
krum_desc                   ;Krum was an able and energetic ruler who doubled the Bulgar realm in size and created the first Bulgarian law code, laying the foundation of state organization.;Krum was an able and energetic ruler who doubled the Bulgar realm in size and created the first Bulgarian law code, laying the foundation of state organization.;;
ghaznavid                   ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
pala                        ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
chola                       ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
saladin                     ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
rurik                       ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
boleslaw_the_brave          ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
richard_lionheart           ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
alienor_of_aquitaine        ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
alexander_nevsky            ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
william_wallace             ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
harald_fairhair             ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
arpad                       ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
basil                       ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
alexios_komnenos            ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
dyre                        ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
zvonimir                    ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
brian_boru                  ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;Blood of [This.GetFirstNameWithNick]
abaoji                      ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
abaoji_desc                 ;Founder of the Liao empire, which extended from Mongolia to northern China. The Yelu dynasty became known as the “Celestial Khan” of China among the Turkic peoples to the west.;Founder of the Liao empire, which extended from Mongolia to northern China. The Yelu dynasty became known as the 'Celestial Khan' of China among the Turkic peoples to the west.;;
gorm                        ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
gorm_desc                   ;The first historically recognized ruler of Denmark. His descendants include Harald Bluetooth, the unifier of Denmark, Sweyn Forkbeard, who conquered England, and Canute, who founded the North-Sea Empire.;The first historically recognized ruler of Denmark. His descendants include Harald Bluetooth, the unifier of Denmark, Sweyn Forkbeard, who conquered England, and Canute, who founded the North-Sea Empire.;;
bav                         ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
bav_desc                    ;The Bavandids claim descent from Bav, a supposed scion of the Sasanian shahanshah Kavadh. The Bavandids are an old dynasty whose rule predated the arrival of Islam in Tabarestan.;The Bavandids claim descent from Bav, a supposed scion of the Sasanian shahanshah Kavadh. The Bavandids are an old dynasty whose rule predated the arrival of Islam in Tabarestan.;;
cisse                       ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
cisse_desc                  ;The Cisse clan established the Ghana Empire at Wagadu. After submitting to the Mali Empire, they became one of the renowned Soninke Muslim scholarly clans.;The Cisse clan established the Ghana Empire at Wagadu. After submitting to the Mali Empire, they became one of the renowned Soninke Muslim scholarly clans.;;
satuq_bughra                ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
satuq_bughra_desc           ;The first recorded Karakhanid ruler who established his capital at Balasaghun. The Karakhanids became a prominent Turkic princely house in the Muslim world.;The first recorded Karakhanid ruler who established his capital at Balasaghun. The Karakhanids became a prominent Turkic princely house in the Muslim world.;;
nemanja                     ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
nemanja_desc                ;The first grand prince of the Nemanjic dynasty. He became the progenitor of subsequent Serbian kings and was also canonized as an Orthodox saint.;The first grand prince of the Nemanjic dynasty. He became the progenitor of subsequent Serbian kings and was also canonized as an Orthodox saint.;;
robert_brus                 ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
robert_brus_desc            ;King of Scots who led the first war of Scottish independence. He defeated the English army and secured both his throne and the independence of Scotland.;King of Scots who led the First War of Scottish Independence. He defeated the English army and secured both his throne and the independence of Scotland.;;
pratihara                   ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
pratihara_desc              ;Legendary founder of the Gurjara-Pratihara dynasty. The Pratihara became a hegemonic power in northern India between the eighth and eleventh centuries.;Legendary founder of the Gurjara-Pratihara dynasty. The Pratihara became a hegemonic power in northern India between the eighth and eleventh centuries.;;
prithviraja                 ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
prithviraja_desc            ;A valiant and cunning warrior, the Chauhan ruler Prithviraja is the subject of numerous folk tales and epic poems celebrating his victories over other Hindu rulers and Ghurid invaders.;A valiant and cunning warrior, the Chauhan ruler Prithviraja is the subject of numerous folk tales and epic poems celebrating his victories over other Hindu rulers and Ghurid invaders.;;
bhoja                       ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
bhoja_desc                  ;A renowned scholar-king of Malwa. Having subdued neighboring Hindu rulers, Bhoja turned the Paramara dynasty into a major power in northern India.;A renowned scholar-king of Malwa. Having subdued neighboring Hindu rulers, Bhoja turned the Paramara dynasty into a major power in northern India.;;
candradeva                  ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
candradeva_desc             ;The first ruler of the Gahadavala dynasty based in Kannauj. Though short-lived, the dynasty quickly rose into prominence in northern India in the twelfth century.;The first ruler of the Gahadavala dynasty based in Kannauj. Though short-lived, the dynasty quickly rose into prominence in northern India in the twelfth century.;;
david_dunkeld               ;Blood of [This.GetFirstNameWithNick];Blood of [This.GetFirstNameWithNick];;
david_dunkeld_desc          ;King of Scots renowned for the administrative and ecclesiastical reforms he introduced. He laid the groundwork for Scotland to become a functioning feudal monarchy.;King of Scots renowned for the administrative and ecclesiastical reforms he introduced. He laid the groundwork for Scotland to become a functioning feudal monarchy.;;
