#CODE                                          ;SED     ;SWMH;OTHER;VANILLA
tb_culture_saxon_english_1                     ;Longbow Range;;;Longbow Range
tb_culture_saxon_english_2                     ;Longbow Range;;;Longbow Range
tb_culture_saxon_english_3                     ;Longbow Range;;;Longbow Range
tb_culture_saxon_english_4                     ;Longbow Range;;;Longbow Range
tb_culture_group_baltic_1                      ;Warrior Gathering Ground;;;Warrior Gathering Ground
tb_culture_group_baltic_2                      ;Warrior Gathering Ground;;;Warrior Gathering Ground
tb_culture_group_baltic_3                      ;Warrior Gathering Ground;;;Warrior Gathering Ground
tb_culture_group_baltic_4                      ;Warrior Gathering Ground;;;Warrior Gathering Ground
tb_culture_group_iberian_1                     ;Knight Training Ground;;;Caballero Training Ground
tb_culture_group_iberian_2                     ;Knight Training Ground;;;Caballero Training Ground
tb_culture_group_iberian_3                     ;Knight Training Ground;;;Caballero Training Ground
tb_culture_group_iberian_4                     ;Knight Training Ground;;;Caballero Training Ground
tb_culture_italian_1                           ;Pike Training Ground;;;Pike Training Ground
tb_culture_italian_2                           ;Pike Training Ground;;;Pike Training Ground
tb_culture_italian_3                           ;Pike Training Ground;;;Pike Training Ground
tb_culture_italian_4                           ;Pike Training Ground;;;Pike Training Ground
tb_culture_russian_1                           ;Druzhina Training Ground;;;Druzhina Training Ground
tb_culture_russian_2                           ;Druzhina Training Ground;;;Druzhina Training Ground
tb_culture_russian_3                           ;Druzhina Training Ground;;;Druzhina Training Ground
tb_culture_russian_4                           ;Druzhina Training Ground;;;Druzhina Training Ground
tb_culture_group_north_germanic_1              ;Housecarl Training Ground;;;Housecarl Training Ground
tb_culture_group_north_germanic_2              ;Housecarl Training Ground;;;Housecarl Training Ground
tb_culture_group_north_germanic_3              ;Housecarl Training Ground;;;Housecarl Training Ground
tb_culture_group_north_germanic_4              ;Housecarl Training Ground;;;Housecarl Training Ground
tb_culture_hungarian_1                         ;Hussar Training Ground;;;Hussar Training Ground
tb_culture_hungarian_2                         ;Hussar Training Ground;;;Hussar Training Ground
tb_culture_hungarian_3                         ;Hussar Training Ground;;;Hussar Training Ground
tb_culture_hungarian_4                         ;Hussar Training Ground;;;Hussar Training Ground
tb_culture_group_arabic_1                      ;Camel Riding Ground;;;Camel Riding Ground
tb_culture_group_arabic_2                      ;Camel Riding Ground;;;Camel Riding Ground
tb_culture_group_arabic_3                      ;Camel Riding Ground;;;Camel Riding Ground
tb_culture_group_arabic_4                      ;Camel Riding Ground;;;Camel Riding Ground
tb_culture_irish_1                             ;Gallowglass Training Ground;;;Gallowglass Training Ground
tb_culture_irish_2                             ;Gallowglass Training Ground;;;Gallowglass Training Ground
tb_culture_irish_3                             ;Gallowglass Training Ground;;;Gallowglass Training Ground
tb_culture_irish_4                             ;Gallowglass Training Ground;;;Gallowglass Training Ground
tb_culture_group_south_slavic_1                ;Hussar Training Ground;;;Gusar Training Ground
tb_culture_group_south_slavic_2                ;Hussar Training Ground;;;Gusar Training Ground
tb_culture_group_south_slavic_3                ;Hussar Training Ground;;;Gusar Training Ground
tb_culture_group_south_slavic_4                ;Hussar Training Ground;;;Gusar Training Ground
tb_culture_dutch_1                             ;Goedendag Militia Quarters;;;Goedendag Militia Quarters
tb_culture_dutch_2                             ;Goedendag Militia Quarters;;;Goedendag Militia Quarters
tb_culture_dutch_3                             ;Goedendag Militia Quarters;;;Goedendag Militia Quarters
tb_culture_dutch_4                             ;Goedendag Militia Quarters;;;Goedendag Militia Quarters
tb_culture_west_african_1                      ;Free Warrior Lodge;;;Free Warrior Lodge
tb_culture_west_african_2                      ;Free Warrior Lodge;;;Free Warrior Lodge
tb_culture_west_african_3                      ;Free Warrior Lodge;;;Free Warrior Lodge
tb_culture_west_african_4                      ;Free Warrior Lodge;;;Free Warrior Lodge
tb_culture_scottish_1                          ;Schiltron Training Ground;;;Schiltron Training Ground
tb_culture_scottish_2                          ;Schiltron Training Ground;;;Schiltron Training Ground
tb_culture_scottish_3                          ;Schiltron Training Ground;;;Schiltron Training Ground
tb_culture_scottish_4                          ;Schiltron Training Ground;;;Schiltron Training Ground
tb_culture_group_altaic_1                      ;Riding Grounds;;;Riding Grounds
tb_culture_group_altaic_2                      ;Riding Grounds;;;Riding Grounds
tb_culture_group_altaic_3                      ;Riding Grounds;;;Riding Grounds
tb_culture_group_altaic_4                      ;Riding Grounds;;;Riding Grounds
tb_culture_nahuatl_1                           ;Jaguar Warrior Lodge;;;Jaguar Warrior Lodge
tb_culture_nahuatl_2                           ;Jaguar Warrior Lodge;;;Jaguar Warrior Lodge
tb_culture_nahuatl_3                           ;Jaguar Warrior Lodge;;;Jaguar Warrior Lodge
tb_culture_nahuatl_4                           ;Jaguar Warrior Lodge;;;Jaguar Warrior Lodge
tb_culture_indian_1                            ;War Elephant Pens;;;War Elephant Pens
tb_culture_indian_2                            ;War Elephant Pens;;;War Elephant Pens
tb_culture_indian_3                            ;War Elephant Pens;;;War Elephant Pens
tb_culture_indian_4                            ;War Elephant Pens;;;War Elephant Pens
tb_culture_suebi_1                             ;Free Warrior Camp;;;Free Warrior Camp
tb_culture_suebi_2                             ;Free Warrior Camp;;;Free Warrior Camp
tb_culture_suebi_3                             ;Free Warrior Camp;;;Free Warrior Camp
tb_culture_suebi_4                             ;Free Warrior Camp;;;Free Warrior Camp
tb_culture_pictish_1                           ;Hall of War;;;Hall of War
tb_culture_pictish_2                           ;Hall of War;;;Hall of War
tb_culture_pictish_3                           ;Hall of War;;;Hall of War
tb_culture_pictish_4                           ;Hall of War;;;Hall of War
tb_culture_moors_1                             ;Moorish Cavalry Barracks;;;Moorish Cavalry Barracks
tb_culture_moors_2                             ;Moorish Cavalry Barracks;;;Moorish Cavalry Barracks
tb_culture_moors_3                             ;Moorish Cavalry Barracks;;;Moorish Cavalry Barracks
tb_culture_moors_4                             ;Moorish Cavalry Barracks;;;Moorish Cavalry Barracks
tb_culture_group_byzantine_1_desc              ;A combination of mobile cavalry and heavily armored infantry trains here.;;;A combination of mobile cavalry and heavily armored infantry trains here.
tb_culture_frank_norman_german_1_desc          ;Hardened [GetGermanic] warriors meet here to train and exchange tactics.;;;Hardened [GetGermanic] warriors meet here to train and exchange tactics.
tb_culture_ethiopian_1                         ;[ethiopian.GetName] Drilling Grounds;;;[ethiopian.GetName] Drilling Grounds
tb_culture_ethiopian_2                         ;[ethiopian.GetName] Drilling Grounds;;;[ethiopian.GetName] Drilling Grounds
tb_culture_ethiopian_3                         ;[ethiopian.GetName] Drilling Grounds;;;[ethiopian.GetName] Drilling Grounds
tb_culture_ethiopian_4                         ;[ethiopian.GetName] Drilling Grounds;;;[ethiopian.GetName] Drilling Grounds
tb_culture_jewish_1                            ;[israelite.GetGroupName] Heavy Infantry Barracks;;;[israelite.GetGroupName] Heavy Infantry Barracks
tb_culture_jewish_2                            ;[israelite.GetGroupName] Heavy Infantry Barracks;;;[israelite.GetGroupName] Heavy Infantry Barracks
tb_culture_jewish_3                            ;[israelite.GetGroupName] Heavy Infantry Barracks;;;[israelite.GetGroupName] Heavy Infantry Barracks
tb_culture_jewish_4                            ;[israelite.GetGroupName] Heavy Infantry Barracks;;;[israelite.GetGroupName] Heavy Infantry Barracks
tb_culture_nubian_1                            ;[nubian.GetName] Warrior Barracks;;;[nubian.GetName] Warrior Barracks
tb_culture_nubian_2                            ;[nubian.GetName] Warrior Barracks;;;[nubian.GetName] Warrior Barracks
tb_culture_nubian_3                            ;[nubian.GetName] Warrior Barracks;;;[nubian.GetName] Warrior Barracks
tb_culture_nubian_4                            ;[nubian.GetName] Warrior Barracks;;;[nubian.GetName] Warrior Barracks
tb_culture_somali_1                            ;[somali.GetName] Light Infantry Barracks;;;[somali.GetName] Light Infantry Barracks
tb_culture_somali_2                            ;[somali.GetName] Light Infantry Barracks;;;[somali.GetName] Light Infantry Barracks
tb_culture_somali_3                            ;[somali.GetName] Light Infantry Barracks;;;[somali.GetName] Light Infantry Barracks
tb_culture_somali_4                            ;[somali.GetName] Light Infantry Barracks;;;[somali.GetName] Light Infantry Barracks
tb_culture_germanic_1                          ;[GetGermanic] Infantry Barracks;;;[GetGermanic] Infantry Barracks
tb_culture_germanic_2                          ;[GetGermanic] Infantry Barracks;;;[GetGermanic] Infantry Barracks
tb_culture_germanic_3                          ;[GetGermanic] Infantry Barracks;;;[GetGermanic] Infantry Barracks
tb_culture_germanic_4                          ;[GetGermanic] Infantry Barracks;;;[GetGermanic] Infantry Barracks
tb_culture_group_byzantine_1                   ;[byzantine.GetGroupName] Riding Ground;;;[byzantine.GetGroupName] Riding Ground
tb_culture_group_byzantine_2                   ;[byzantine.GetGroupName] Riding Ground;;;[byzantine.GetGroupName] Riding Ground
tb_culture_group_byzantine_3                   ;[byzantine.GetGroupName] Riding Ground;;;[byzantine.GetGroupName] Riding Ground
tb_culture_group_byzantine_4                   ;[byzantine.GetGroupName] Riding Ground;;;[byzantine.GetGroupName] Riding Ground
tb_culture_frank_norman_german_1               ;[GetGermanic] Warrior Lodge;;;[GetGermanic] Warrior Lodge
tb_culture_frank_norman_german_2               ;[GetGermanic] Warrior Lodge;;;[GetGermanic] Warrior Lodge
tb_culture_frank_norman_german_3               ;[GetGermanic] Warrior Lodge;;;[GetGermanic] Warrior Lodge
tb_culture_frank_norman_german_4               ;[GetGermanic] Warrior Lodge;;;[GetGermanic] Warrior Lodge
ca_culture_altaic_jurchen_1                    ;[jurchen.GetName] Cavalry Barracks;;;[jurchen.GetName] Cavalry Barracks
ca_culture_altaic_jurchen_2                    ;[jurchen.GetName] Cavalry Barracks;;;[jurchen.GetName] Cavalry Barracks
ca_culture_altaic_jurchen_3                    ;[jurchen.GetName] Cavalry Barracks;;;[jurchen.GetName] Cavalry Barracks
ca_culture_altaic_jurchen_4                    ;[jurchen.GetName] Cavalry Barracks;;;[jurchen.GetName] Cavalry Barracks
ca_culture_altaic_jurchen_1_desc               ;The [jurchen.GetName] are famous for their skilled cavalry, the Tie-Futu and their unique battle tactics – this is their practice grounds where they train to improve upon their specialty.;;;The [jurchen.GetName] are famous for their skilled cavalry, the Tie-Futu and their unique battle tactics – this is their practice grounds where they train to improve upon their specialty.
ca_culture_jewish_1                            ;[israelite.GetGroupName] Heavy Infantry Barracks;;;[israelite.GetGroupName] Heavy Infantry Barracks
ca_culture_jewish_2                            ;[israelite.GetGroupName] Heavy Infantry Barracks;;;[israelite.GetGroupName] Heavy Infantry Barracks
ca_culture_jewish_3                            ;[israelite.GetGroupName] Heavy Infantry Barracks;;;[israelite.GetGroupName] Heavy Infantry Barracks
ca_culture_jewish_4                            ;[israelite.GetGroupName] Heavy Infantry Barracks;;;[israelite.GetGroupName] Heavy Infantry Barracks
ca_culture_jewish_1_desc                       ;This is where the elite infantry serving an [israelite.GetGroupName] ruler is trained. Special care is taken to equip the soldiers with the finest heavy armor that money can buy. This, combined with rigorous training and iron discipline, makes them an elite force to be truly feared.;;;This is where the elite infantry serving an [israelite.GetGroupName] ruler is trained. Special care is taken to equip the soldiers with the finest heavy armor that money can buy. This, combined with rigorous training and iron discipline, makes them an elite force to be truly feared.
ca_culture_nubian_1_desc                       ;These barracks are where the ancient [nubian.GetName] warrior traditions are nurtured and developed. [GetNubia] has since ancient times been respected for its masterful archers, and other elite units of infantry are trained and drilled to support this potent weapon of the [nubian.GetName] rulers.;;;These barracks are where the ancient [nubian.GetName] warrior traditions are nurtured and developed. [GetNubia] has since ancient times been respected for its masterful archers, and other elite units of infantry are trained and drilled to support this potent weapon of the [nubian.GetName] rulers.
ca_culture_somali_1_desc                       ;Highly trained light infantry is used to patrol and defend the borders of a [somali.GetName] ruler's domain. This is where they train and hone their skills.;;;Highly trained light infantry is used to patrol and defend the borders of a [somali.GetName] ruler's domain. This is where they train and hone their skills.
ca_culture_germanic_1_desc                     ;The heavy infantry formations of the [old_frankish.GetName] and [lombard.GetName] are heavily influenced by the [roman.GetName] army’s organization and tactics. Here is where these elite warriors are trained and drilled to be ready for battle in the service of their liege.;;;The heavy infantry formations of the [old_frankish.GetName] and [lombard.GetName] are heavily influenced by the [roman.GetName] army's organization and tactics. Here is where these elite warriors are trained and drilled to be ready for battle in the service of their liege.
ca_culture_pictish_1_desc                      ;The Hall of War is where the most experienced and fierce of the [pictish.GetName] warriors gather to train their skills and exchange stories of battle. When the horns call them to war they are a fearsome force – woe to those that come in their path!;;;The Hall of War is where the most experienced and fierce of the [pictish.GetName] warriors gather to train their skills and exchange stories of battle. When the horns call them to war they are a fearsome force - woe to those that come in their path!
ca_culture_chinese_han_1_desc                  ;Since the days of Zhuge Liang and the invention of his crossbow, [chinese_group.GetGroupName] soldiers carry an advantage on the battlefield. Here they gather, turning proficiency into mastery.;;;Since the days of Zhuge Liang and the invention of his crossbow, [chinese_group.GetGroupName] soldiers carry an advantage on the battlefield. Here they gather, turning proficiency into mastery.
ca_culture_tibetan_desc                        ;[GetHimalayanDesc];;;[GetHimalayanDesc]
ALT_MERC_BAND                                  ;[renaming_target.Culture.GetName] Band;;;[renaming_target.Culture.GetName] Band
ALT_MERC_BAND_ADJ                              ;[renaming_target.Culture.GetName];;;[renaming_target.Culture.GetName]
ALT_MERC_COMPANY                               ;[renaming_target.Religion.GetName] [renaming_target.Culture.GetName] Company;;;[renaming_target.Religion.GetName] [renaming_target.Culture.GetName] Company
ALT_MERC_COMPANY_ADJ                           ;[renaming_target.Religion.GetName] [renaming_target.Culture.GetName];;;[renaming_target.Religion.GetName] [renaming_target.Culture.GetName]
ALT_MERC_BROTHERS                              ;[renaming_target.Location.County.GetAdjective] [renaming_target.Culture.GetName] Brothers;;;[renaming_target.Location.County.GetAdjective] [renaming_target.Culture.GetName] Brothers
ALT_MERC_BROTHERS_ADJ                          ;[renaming_target.Location.County.GetAdjective] [renaming_target.Culture.GetName];;;[renaming_target.Location.County.GetAdjective] [renaming_target.Culture.GetName]
ALT_MERC_NAVY                                  ;[renaming_target.Culture.GetName]-[renaming_target.Location.County.GetAdjective] Navy;;;[renaming_target.Culture.GetName]-[renaming_target.Location.County.GetAdjective] Navy
ALT_MERC_NAVY_ADJ                              ;[renaming_target.Culture.GetName]-[renaming_target.Location.County.GetAdjective];;;[renaming_target.Culture.GetName]-[renaming_target.Location.County.GetAdjective]
ALT_MERC_COMPANY_ALT                           ;[renaming_target.Location.County.GetAdjective] Company;;;[renaming_target.Location.County.GetAdjective] Company
ALT_MERC_COMPANY_ALT_ADJ                       ;[renaming_target.Location.County.GetAdjective];;;[renaming_target.Location.County.GetAdjective]
weapon_battlefield_rename_1                    ;Knife of the [battlefield_location.GetTerrainCap];;;Knife of the [battlefield_location.GetTerrainCap]
weapon_battlefield_rename_2                    ;Heavy [battlefield_location.GetGroundDescCap]-Blade;;;Heavy [battlefield_location.GetGroundDescCap]-Blade
weapon_battlefield_rename_3                    ;Masterful Short-Sword;;;Masterful Short-Sword
title_male_consort                             ;Consort ;;;Consort
k_amalfi                                       ;Amalfi  ;;;Amalfi
k_amalfi_adj                                   ;Amalfitan;;;Amalfitan
k_switzerland                                  ;Swiss Confederacy;;;Swiss Confederation
k_switzerland_adj                              ;Swiss   ;;;Swiss
saint_finger_name                              ;Finger of Saint [target_burial_site.province_saint.GetFirstNameWithNick];;;Finger of Saint [target_burial_site.province_saint.GetFirstNameWithNick]
saint_bone_name                                ;Bone from Saint [target_burial_site.province_saint.GetFirstNameWithNick];;;Bone from Saint [target_burial_site.province_saint.GetFirstNameWithNick]
saint_skull_1_name                             ;Skull of Saint [target_burial_site.province_saint.GetFirstNameWithNick];;;Skull of Saint [target_burial_site.province_saint.GetFirstNameWithNick]
saint_skull_2_name                             ;Well Preserved Skull of [target_burial_site.province_saint.GetFirstNameWithNick];;;Well Preserved Skull of [target_burial_site.province_saint.GetFirstNameWithNick]
saint_tongue_name                              ;Incorruptible Tongue of Saint [target_burial_site.province_saint.GetFirstNameWithNick];;;Incorruptible Tongue of Saint [target_burial_site.province_saint.GetFirstNameWithNick]
d_papal_guards                                 ;Papal Guards;;;Papal Guards
k_hellenic_pagan                               ;College of Pontiffs;;;Collegium Pontificum
k_hellenic_pagan_adj                           ;Pontifical;;;Pontifical
d_bon_reformed                                 ;Sacred Bön Hierarchy;;;The Sacred Bön Hierarchy
d_bon_reformed_adj                             ;Bön     ;;;Bön
d_dralhas_children                             ;Dralha’s Children;;;Dralha's Chidren
d_dralhas_children_adj                         ;Dralhan ;;;Dralhan
d_baltic_pagan_reformed                        ;Romuvan Congregation;;;The Romuvan Congregation
d_slavic_pagan_reformed                        ;Slavic Church;;;The Slavic Church
d_tengri_pagan_reformed                        ;Sky-Temple;;;The Sky-Temple
d_finnish_pagan_reformed                       ;Sacred Woods;;;The Sacred Woods
d_west_african_pagan_reformed                  ;West African Congregation;;;The African Congregation
d_myrmidons                                    ;Myrmidons;;;Myrmidons
d_myrmidons_adj                                ;Myrmidonian;;;Myrmidonian
tp_shrine_zeus                                 ;Shrine to [GetZeusJupiterName];;;Shrine to [GetZeusJupiterName]
tp_shrine_zeus_desc                            ;This temple has been dedicated to [GetZeusJupiterName], god of heaven, justice and fertility.;;;This temple has been dedicated to [GetZeusJupiterName], god of heaven, justice and fertility.
tp_shrine_poseidon                             ;Shrine to [GetPoseidonNeptuneName];;;Shrine to [GetPoseidonNeptuneName]
tp_shrine_poseidon_desc                        ;This temple has been dedicated to [GetPoseidonNeptuneName], god of seas, horses and settlers.;;;This temple has been dedicated to [GetPoseidonNeptuneName], god of seas, horses and settlers.
tp_shrine_hades                                ;Shrine to [GetHadesPlutoName];;;Shrine to [GetHadesPlutoName]
tp_shrine_hades_desc                           ;This temple has been dedicated to [GetHadesPlutoName], god of the underworld, associated with secrets and precious minerals.;;;This temple has been dedicated to [GetHadesPlutoName], god of the underworld, associated with secrets and precious minerals.
tp_shrine_hermes                               ;Shrine to [GetHermesMercuryName];;;Shrine to [GetHermesMercuryName]
tp_shrine_hermes_desc                          ;This temple has been dedicated to [GetHermesMercuryName], god of traders and tricksters.;;;This temple has been dedicated to [GetHermesMercuryName], god of traders and tricksters.
tp_shrine_demeter                              ;Shrine to [GetDemetraCeresName];;;Shrine to [GetDemetraCeresName]
tp_shrine_demeter_desc                         ;This temple has been dedicated to [GetDemetraCeresName], goddess of earth, seasons and prosperity.;;;This temple has been dedicated to [GetDemetraCeresName], goddess of earth, seasons and prosperity.
tp_shrine_athena                               ;Shrine to [GetAthenaMinervaName];;;Shrine to [GetAthenaMinervaName]
tp_shrine_athena_desc                          ;This temple has been dedicated to [GetAthenaMinervaName], goddess of wisdom and military strategy.;;;This temple has been dedicated to [GetAthenaMinervaName], goddess of wisdom and military strategy.
tp_shrine_apollo                               ;Shrine to Apollo;;;Shrine to Apollo
