#CODE                                   ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,x,,,,,,,,,,,,,,,,;;;;
########################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#HRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#######################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
d_greater_poland_adj                    ;Greater Polish;Wielkopolska;;Greater Polish
d_lesser_poland                         ;Kraków  ;Kraków;;Lesser Poland
d_lesser_poland_adj                     ;Kraków  ;Kraków;;Lesser Polish
d_mazovia                               ;Mazovia ;Mazowsze;Mazovija,Masowien,Mazovsko;Mazovia
d_mazovia_adj                           ;Mazovian;Mazowsze;;Mazovian
d_kuyavia                               ;Kuyavia ;Kujawy;Kujavija,Kujawien;Kuyavia
d_kuyavia_adj                           ;Kuyavia ;Kujawy;;Kuyavian
d_silesia                               ;Silesia ;Slask;Schlesien,Slezsko;Silesia
d_silesia_adj                           ;Silesian;Slask;;Silesian
d_sandomierz                            ;Sandomierz;Sandomierz;Sandomieras,Sandomeža,Sandomir;
d_sandomierz_adj                        ;Sandomierz;Sandomierz;;
#Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_lithuania                             ;Lithuania;Lietuva;;Lithuania
k_lithuania_adj                         ;Lithuanian;Lietuvos;;Lithuanian
d_trakai                                ;Trakai  ;Trakai;Troki,Trokaj,Traken;
d_trakai_adj                            ;Trakai  ;Trakaian;;
d_prussia                               ;Prussia ;Prusa;Prusy;Prussia
d_prussia_adj                           ;Prussian;Prusiskan;;Prussian
d_lithuanians                           ;Lithuania;Lietuva;;Lithuania
d_lithuanians_adj                       ;Lithuanian;Lietuvos;;Lithuanian
#################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
e_france                                ;France  ;France;;Francia
e_france_adj                            ;French  ;Français;;French
#Aquitaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
d_aquitaine                             ;Aquitaine;Aquitània;;Aquitaine
d_aquitaine_adj                         ;Aquitainian;Aquitain;;Aquitanian
d_auvergne                              ;Auvergne;Auvèrnhe;;Auvergne
