#CODE                                                 ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,,,,,,,,,,,,,,,,0;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;
#GREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;
city_county_of_greek                                  ;Polis of;Polis;;
city_duchy_of_greek                                   ;Politeia of;Politeia;;
city_kingdom_of_greek                                 ;Archipoliteia of;Archipoliteia;;
city_empire_of_greek                                  ;Dynasty of;Dynasteia;;
temple_count_greek                                    ;Bishop  ;Episkopos;;
temple_duke_greek                                     ;Archbishop;Archiepiskopos;;
vice_royalty_count_greek                              ;Strategos;Strategos;;
vice_royalty_duke_greek                               ;        ;Strategos;;
vice_royalty_king_greek                               ;        ;Exarchos;;
vice_royalty_duchy_of_byzantine                       ;Theme of;Thema;;Theme of
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;
#SWEDISH,,DANISH,and,NORWEGIAN,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;
baron_danish                                          ;Herra   ;Herra;;
baron_gothic                                          ;Herra   ;Herra;;
baron_icelandic                                       ;Herra   ;Herra;;
baron_swedish                                         ;Herra   ;Herra;;
baron_norwegian                                       ;Herra   ;Herra;;
baron_female_danish                                   ;Mistress;Frú;;
baron_female_gothic                                   ;Mistress;Frú;;
baron_female_icelandic                                ;Mistress;Frú;;
baron_female_swedish                                  ;Mistress;Frú;;
baron_female_norwegian                                ;Mistress;Frú;;
count_norse                                           ;Thegn   ;Thane;;
count_danish                                          ;Herra   ;Herra;;
count_icelandic                                       ;Landnámaður;Landnámaður;;
count_gothic                                          ;Herra   ;Herra;;
count_swedish                                         ;Herra   ;Herra;;
count_norwegian                                       ;Lendmann;Lendr maðr;;
count_female_icelandic                                ;Mistress;Frú;;
count_female_gothic                                   ;Mistress;Frú;;
count_female_danish                                   ;Mistress;Frú;;
count_female_swedish                                  ;Mistress;Frú;;
count_female_norwegian                                ;Mistress;Frú;;
duke_danish                                           ;Jarl    ;Jarl;;
duke_icelandic                                        ;Jarl    ;Jarl;;
duke_gothic                                           ;Jarl    ;Jarl;;
duke_swedish                                          ;Jarl    ;Jarl;;
duke_norwegian                                        ;Jarl    ;Jarl;;
duke_female_danish                                    ;Mistress;Frú;;
duke_female_gothic                                    ;Mistress;Frú;;
duke_female_icelandic                                 ;Mistress;Frú;;
duke_female_swedish                                   ;Mistress;Frú;;
duke_female_norwegian                                 ;Mistress;Frú;;
king_danish                                           ;King    ;Konungr;;
king_gothic                                           ;King    ;Konungr;;
king_icelandic                                        ;King    ;Konungr;;
king_norse                                            ;King    ;Konungr;;
king_swedish                                          ;King    ;Konungr;;
king_norwegian                                        ;King    ;Konungr;;
king_female_norse                                     ;Queen   ;Dróttning;;
king_female_icelandic                                 ;Queen   ;Dróttning;;
king_female_gothic                                    ;Queen   ;Dróttning;;
king_female_danish                                    ;Queen   ;Dróttning;;
king_female_swedish                                   ;Queen   ;Dróttning;;
king_female_norwegian                                 ;Queen   ;Dróttning;;
emperor_icelandic                                     ;Emperor ;Keisari;;
emperor_gothic                                        ;Emperor ;Keisari;;
emperor_norse                                         ;Emperor ;Keisari;;
emperor_danish                                        ;Emperor ;Keisari;;
emperor_swedish                                       ;Emperor ;Keisari;;
emperor_norwegian                                     ;Emperor ;Keisari;;
emperor_female_gothic                                 ;Empress ;Keisaraynja;;
emperor_female_icelandic                              ;Empress ;Keisaraynja;;
emperor_female_norse                                  ;Empress ;Keisaraynja;;
emperor_female_danish                                 ;Empress ;Keisaraynja;;
emperor_female_swedish                                ;Empress ;Keisaraynja;;
emperor_female_norwegian                              ;Empress ;Keisaraynja;;
baron_title_ruler_consort_gothic                      ;        ;Herra;;
baron_title_ruler_consort_icelandic                   ;        ;Herra;;
baron_title_ruler_consort_danish                      ;        ;Herra;;
baron_title_ruler_consort_swedish                     ;        ;Herra;;
baron_title_ruler_consort_norwegian                   ;        ;Herra;;
baron_title_ruler_consort_female_gothic               ;        ;Frú;;
baron_title_ruler_consort_female_icelandic            ;        ;Frú;;
baron_title_ruler_consort_female_danish               ;        ;Frú;;
baron_title_ruler_consort_female_swedish              ;        ;Frú;;
baron_title_ruler_consort_female_norwegian            ;        ;Frú;;
count_title_ruler_consort_gothic                      ;Herra   ;Herra;;
count_title_ruler_consort_icelandic                   ;        ;Herra;;
count_title_ruler_consort_danish                      ;Herra   ;Herra;;
count_title_ruler_consort_swedish                     ;Herra   ;Herra;;
count_title_ruler_consort_norwegian                   ;        ;Herra;;
count_title_ruler_consort_female_gothic               ;        ;Frú;;
count_title_ruler_consort_female_icelandic            ;        ;Frú;;
count_title_ruler_consort_female_danish               ;        ;Frú;;
count_title_ruler_consort_female_swedish              ;        ;Frú;;
count_title_ruler_consort_female_norwegian            ;        ;Frú;;
duke_title_ruler_consort_gothic                       ;Herra   ;Herra;;
duke_title_ruler_consort_icelandic                    ;Herra   ;Herra;;
duke_title_ruler_consort_danish                       ;Herra   ;Herra;;
duke_title_ruler_consort_swedish                      ;Herra   ;Herra;;
duke_title_ruler_consort_norwegian                    ;Herra   ;Herra;;
duke_title_ruler_consort_female_gothic                ;        ;Frú;;
duke_title_ruler_consort_female_icelandic             ;        ;Frú;;
duke_title_ruler_consort_female_danish                ;        ;Frú;;
duke_title_ruler_consort_female_swedish               ;        ;Frú;;
duke_title_ruler_consort_female_norwegian             ;        ;Frú;;
duke_title_ruler_consort_female_norse                 ;        ;Frú;;
title_ruler_consort_gothic                            ;        ;Konungr;;
title_ruler_consort_icelandic                         ;        ;Konungr;;
title_ruler_consort_danish                            ;        ;Konungr;;
title_ruler_consort_swedish                           ;        ;Konungr;;
title_ruler_consort_norwegian                         ;        ;Konungr;;
title_ruler_consort_norse                             ;        ;Konungr;;
title_ruler_consort_female_gothic                     ;        ;Dróttning;;
title_ruler_consort_female_icelandic                  ;        ;Dróttning;;
title_ruler_consort_female_norse                      ;        ;Dróttning;;
title_ruler_consort_female_danish                     ;        ;Dróttning;;
title_ruler_consort_female_swedish                    ;        ;Dróttning;;
title_ruler_consort_female_norwegian                  ;        ;Dróttning;;
emperor_title_ruler_consort_danish                    ;        ;Keisari;;
emperor_title_ruler_consort_swedish                   ;        ;Keisari;;
emperor_title_ruler_consort_icelandic                 ;        ;Keisari;;
emperor_title_ruler_consort_gothic                    ;        ;Keisari;;
emperor_title_ruler_consort_norwegian                 ;        ;Keisari;;
emperor_title_ruler_consort_norse                     ;        ;Keisari;;
emperor_title_ruler_consort_female_danish             ;        ;Keisaraynja;;
emperor_title_ruler_consort_female_swedish            ;        ;Keisaraynja;;
emperor_title_ruler_consort_female_norwegian          ;        ;Keisaraynja;;
emperor_title_ruler_consort_female_icelandic          ;        ;Keisaraynja;;
emperor_title_ruler_consort_female_norse              ;        ;Keisaraynja;;
emperor_title_ruler_consort_female_gothic             ;        ;Keisaraynja;;
title_prince_swedish                                  ;Prince  ;Prins;;
title_prince_female_swedish                           ;Princess;Prinsesse;;
title_prince_danish                                   ;Prince  ;Prins;;
title_prince_female_danish                            ;Princess;Prinsesse;;
title_prince_norwegian                                ;Prince  ;Prins;;
title_prince_female_norwegian                         ;Princess;Prinsesse;;
duchy_of_icelandic                                    ;Jarldom of;Jarldom of;;
duchy_of_gothic                                       ;Jarldom of;Jarldom of;;
duchy_of_swedish                                      ;Jarldom of;Jarldom of;;
duchy_of_danish                                       ;Jarldom of;Jarldom of;;
duchy_of_norwegian                                    ;Jarldom of;Jarldom of;;
county_of_norwegian                                   ;County of;Fylki of;;
kingdom_of_icelandic                                  ;Kingdom of;Konungríki of;;
kingdom_of_gothic                                     ;Kingdom of;Konungríki of;;
kingdom_of_swedish                                    ;Kingdom of;Konungríki of;;
kingdom_of_danish                                     ;Kingdom of;Konungríki of;;
kingdom_of_norwegian                                  ;Kingdom of;Konungríki of;;
kingdom_of_norse                                      ;Kingdom of;Konungríki of;;
kingdom_icelandic                                     ;Kingdom ;Konungríki;;
kingdom_gothic                                        ;Kingdom ;Konungríki;;
kingdom_swedish                                       ;Kingdom ;Konungríki;;
kingdom_danish                                        ;Kingdom ;Konungríki;;
kingdom_norwegian                                     ;Kingdom ;Konungríki;;
kingdom_norse                                         ;Kingdom ;Konungríki;;
duchy_icelandic                                       ;Jarldom ;Jarldom;;
duchy_gothic                                          ;Jarldom ;Jarldom;;
duchy_swedish                                         ;Jarldom ;Jarldom;;
duchy_danish                                          ;Jarldom ;Jarldom;;
duchy_norwegian                                       ;Jarldom ;Jarldom;;
county_norwegian                                      ;County  ;Fylki;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#RUSSIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
baron_russian                                         ;Boyar   ;Boyarin;;
baron_female_russian                                  ;Boyarynia;Boyarynya;;
baron_title_ruler_consort_russian                     ;        ;Boyarin;;
baron_title_ruler_consort_female_russian              ;        ;Boyarynya;;
count_russian                                         ;Prince  ;Udelny Knyaz;;
count_female_russian                                  ;Princess;Udelnaya Knyaginya;;
count_title_ruler_consort_russian                     ;        ;Udelny Knyaz;;
count_title_ruler_consort_female_russian              ;        ;Knyaginya;;
duke_russian                                          ;Prince  ;Knyaz;;Grand Prince
duke_female_russian                                   ;Princess;Knyaginya;;Grand Princess
duke_title_ruler_consort_russian                      ;        ;Knyaz;;
duke_title_ruler_consort_female_russian               ;        ;Knyaginya;;
king_russian                                          ;Grand Duke;Veliky Knyaz;;
king_female_russian                                   ;Grand Duchess;Velikaya Knyaginya;;
title_ruler_consort_russian                           ;Grand Duke;Veliky Knyaz;;
title_ruler_consort_female_russian                    ;Princess;Knyaginya;;
emperor_russian                                       ;Tsar    ;Tsar;;Tsar
emperor_female_russian                                ;Tsarina ;Tsaritsa;;Tsaritsa
emperor_title_ruler_consort_russian                   ;Grand Duke;Velikiy Kniaz;;
emperor_title_ruler_consort_female_russian            ;Tsarina ;Tsaritsa;;
title_prince_russian                                  ;Knyazhich;Knyazhich;;
title_prince_female_russian                           ;Knyazhna;Knyazhna;;
barony_of_russian                                     ;Volost of;Volost of;;
county_of_russian                                     ;Udel of ;Udelnoe Knyazhestvo of;;
duchy_of_russian                                      ;Duchy of;Knyazhestvo of;;Grand Principality of
kingdom_of_russian                                    ;Grand Duchy of;Velikoe Knyazhestvo of;;
empire_of_russian                                     ;Tsardom of;Tsarstvo of;;
city_baron_russian                                    ;Posadnik;Posadnik;;
city_count_russian                                    ;Viceroy ;Namestnik;;
temple_baron_russian                                  ;Bishop  ;Arkhierey;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#SCOTTISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
baron_scottish                                        ;Chieftain;Toisech;;
baron_female_scottish                                 ;Chieftess;Toisecha;;
baron_title_ruler_consort_scottish                    ;        ;Toisech;;
baron_title_ruler_consort_female_scottish             ;        ;Toisecha;;
count_scottish                                        ;Earl    ;Earl;;Earl
count_title_ruler_consort_scottish                    ;        ;Earl;;
duke_scottish                                         ;Earl    ;Mormaer;;
duke_title_ruler_consort_scottish                     ;Earl    ;Mormaer;;
county_of_scottish                                    ;Earldom of;Earldom of;;
duchy_of_scottish                                     ;Mormaerdom of;Mormaerdom of;;
city_baron_scottish                                   ;Baillie ;Bailie;;
city_count_scottish                                   ;Provost ;Provost;;
city_barony_of_scottish                               ;Burgh of;Burgh of;;
city_county_of_scottish                               ;Burgh of;Burgh of;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#IRISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
baron_irish                                           ;Tigerna ;Tiarna;;
baron_female_irish                                    ;Lady    ;Bantiarna;;
baron_title_ruler_consort_irish                       ;        ;Tiarna;;
baron_title_ruler_consort_female_irish                ;        ;Bantiarna;;
count_irish                                           ;Ri Buiden;Ri Buiden;;Earl
count_female_irish                                    ;Lady    ;Bantiarna;;
count_title_ruler_consort_irish                       ;        ;Ri Buiden;;
count_title_ruler_consort_female_irish                ;        ;Bantiarna;;
duke_irish                                            ;Rí Ruirech;Ri Ruirech;;
duke_female_irish                                     ;Lady    ;Bantiarna;;
duke_title_ruler_consort_irish                        ;        ;Ri Ruirech;;
duke_title_ruler_consort_female_irish                 ;        ;Bantiarna;;
king_irish                                            ;High King;Ard Rí;;
king_female_irish                                     ;Queen   ;Banríon;;
king_title_ruler_consort_irish                        ;        ;Ard Rí;;
king_title_ruler_consort_female_irish                 ;        ;Banríon Chéile;;
emperor_irish                                         ;Ollamh Érenn;Ollamh Érenn;;
emperor_female_irish                                  ;Ollamh Érenn;Ollamh Érenn;;
emperor_title_ruler_consort_female_irish              ;        ;Ollamh Érenn;;
title_prince_irish                                    ;Flaith  ;Flaith;;
title_prince_female_irish                             ;Banfhlaith;Banfhlaith;;
barony_of_irish                                       ;People of;Tuath of;;
county_of_irish                                       ;Province of;Cóicid of;;
duchy_of_irish                                        ;Kingdom of;Kingdom of;;
kingdom_of_irish                                      ;Kingdom of;Kingdom of;;
empire_of_irish                                       ;Kingdom of;Kingdom of;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#WELSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
baron_welsh                                           ;Tigerna ;Tiarna;;
baron_female_welsh                                    ;Lady    ;Bantiarna;;
baron_title_ruler_consort_welsh                       ;        ;Tiarna;;
baron_title_ruler_consort_female_welsh                ;        ;Bantiarna;;
count_welsh                                           ;Tywysog ;Tywysog;;
count_title_ruler_consort_welsh                       ;Tywysoges;Tywysoges;;
duke_welsh                                            ;Tywysog ;Tywysog;;
duke_female_welsh                                     ;Tywysoges;Tywysoges;;
duke_title_ruler_consort_welsh                        ;        ;Tywysog;;
duke_title_ruler_consort_female_welsh                 ;        ;Tywysoges;;
king_welsh                                            ;King    ;Brenin;;
king_female_welsh                                     ;Queen   ;Breninhes;;
king_title_ruler_consort_welsh                        ;        ;Brenin;;
king_title_ruler_consort_female_welsh                 ;        ;Breninhes;;
emperor_welsh                                         ;King    ;Brenin;;
emperor_female_welsh                                  ;Queen   ;Breninhes;;
emperor_title_ruler_consort_female_welsh              ;        ;Breninhes;;
title_prince_welsh                                    ;Heir    ;Etifedd;;
barony_of_welsh                                       ;Commote of;Cwmwd o;;
county_of_welsh                                       ;Cantref of;Cantref o;;
duchy_of_welsh                                        ;Principality of;Tywysogaeth o;;
kingdom_of_welsh                                      ;Kingdom of;Teyrnas o;;
empire_of_welsh                                       ;Kingdom of;Teyrnas o;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#Cumbric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
baron_cumbric                                         ;Tigerna ;Tiarna;;
baron_female_cumbric                                  ;Lady    ;Bantiarna;;
baron_title_ruler_consort_cumbric                     ;        ;Tiarna;;
baron_title_ruler_consort_female_cumbric              ;        ;Bantiarna;;
count_cumbric                                         ;Tywysog ;Tywysog;;
count_title_ruler_consort_cumbric                     ;Tywysoges;Tywysoges;;
duke_cumbric                                          ;Tywysog ;Tywysog;;
duke_female_cumbric                                   ;Tywysoges;Tywysoges;;
duke_title_ruler_consort_cumbric                      ;        ;Tywysog;;
duke_title_ruler_consort_female_cumbric               ;        ;Tywysoges;;
king_cumbric                                          ;King    ;Brenin;;
king_female_cumbric                                   ;Queen   ;Breninhes;;
king_title_ruler_consort_cumbric                      ;        ;Brenin;;
king_title_ruler_consort_female_cumbric               ;        ;Breninhes;;
emperor_cumbric                                       ;King    ;Brenin;;
emperor_female_cumbric                                ;Queen   ;Breninhes;;
emperor_title_ruler_consort_female_cumbric            ;        ;Breninhes;;
title_prince_cumbric                                  ;Heir    ;Etifedd;;
barony_of_cumbric                                     ;Commote of;Cwmwd o;;
county_of_cumbric                                     ;Cantref of;Cantref o;;
duchy_of_cumbric                                      ;Principality of;Tywysogaeth o;;
kingdom_of_cumbric                                    ;Kingdom of;Teyrnas o;;
empire_of_cumbric                                     ;Kingdom of;Teyrnas o;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#cornish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
baron_cornish                                         ;Tigerna ;Tiarna;;
baron_female_cornish                                  ;Lady    ;Bantiarna;;
baron_title_ruler_consort_cornish                     ;        ;Tiarna;;
baron_title_ruler_consort_female_cornish              ;        ;Bantiarna;;
count_cornish                                         ;Tywysog ;Tywysog;;
count_title_ruler_consort_cornish                     ;Tywysoges;Tywysoges;;
duke_cornish                                          ;Tywysog ;Tywysog;;
duke_female_cornish                                   ;Tywysoges;Tywysoges;;
duke_title_ruler_consort_cornish                      ;Tywysog ;Tywysog;;
duke_title_ruler_consort_female_cornish               ;Tywysoges;Tywysoges;;
king_cornish                                          ;King    ;Brenin;;
king_female_cornish                                   ;Queen   ;Breninhes;;
king_title_ruler_consort_cornish                      ;        ;Brenin;;
king_title_ruler_consort_female_cornish               ;        ;Breninhes;;
emperor_cornish                                       ;King    ;Brenin;;
emperor_female_cornish                                ;Queen   ;Breninhes;;
emperor_title_ruler_consort_female_cornish            ;        ;Breninhes;;
title_prince_cornish                                  ;Heir    ;Etifedd;;
barony_of_cornish                                     ;Commote of;Cwmwd o;;
county_of_cornish                                     ;Cantref of;Cantref o;;
duchy_of_cornish                                      ;Principality of;Tywysogaeth o;;
kingdom_of_cornish                                    ;Kingdom of;Teyrnas o;;
empire_of_cornish                                     ;Kingdom of;Teyrnas o;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#TRIBALSCOTTISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
tribal_baron_scottish                                 ;Chieftain;Toisech;;
tribal_baron_female_scottish                          ;Chieftess;Toisecha;;
tribal_baron_title_ruler_consort_scottish             ;        ;Toisech;;
tribal_baron_title_ruler_consort_female_scottish      ;        ;Toisecha;;
tribal_count_scottish                                 ;Earl    ;Earl;;
tribal_count_title_ruler_consort_scottish             ;        ;Earl;;
tribal_duke_scottish                                  ;Earl    ;Mormaer;;
tribal_duke_title_ruler_consort_scottish              ;Earl    ;Mormaer;;
tribal_county_of_scottish                             ;Earldom of;Earldom of;;
tribal_duchy_of_scottish                              ;Mormaerdom of;Mormaerdom of;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#TRIBALIRISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
tribal_baron_irish                                    ;Tigerna ;Tiarna;;
tribal_baron_female_irish                             ;Lady    ;Bantiarna;;
tribal_baron_title_ruler_consort_irish                ;        ;Tiarna;;
tribal_baron_title_ruler_consort_female_irish         ;        ;Bantiarna;;
tribal_count_irish                                    ;Ri Buiden;Ri Buiden;;
tribal_count_female_irish                             ;Lady    ;Bantiarna;;
tribal_count_title_ruler_consort_irish                ;        ;Ri Buiden;;
tribal_count_title_ruler_consort_female_irish         ;        ;Bantiarna;;
tribal_duke_irish                                     ;Rí Ruirech;Ri Ruirech;;
tribal_duke_female_irish                              ;Lady    ;Bantiarna;;
tribal_duke_title_ruler_consort_irish                 ;        ;Ri Ruirech;;
tribal_duke_title_ruler_consort_female_irish          ;        ;Bantiarna;;
tribal_king_irish                                     ;High King;Ard Rí;;
tribal_king_female_irish                              ;Queen   ;Banríon;;
tribal_king_title_ruler_consort_irish                 ;        ;Ard Rí;;
tribal_king_title_ruler_consort_female_irish          ;        ;Banríon Chéile;;
tribal_emperor_irish                                  ;Ollamh Érenn;Ollamh Érenn;;
tribal_emperor_female_irish                           ;Ollamh Érenn;Ollamh Érenn;;
tribal_emperor_title_ruler_consort_female_irish       ;        ;Ollamh Érenn;;
tribal_title_prince_irish                             ;Flaith  ;Flaith;;
tribal_title_prince_female_irish                      ;Banfhlaith;Banfhlaith;;
tribal_barony_of_irish                                ;People of;Tuath of;;
tribal_county_of_irish                                ;Province of;Cóicid of;;
tribal_duchy_of_irish                                 ;Kingdom of;Kingdom of;;
tribal_kingdom_of_irish                               ;Kingdom of;Kingdom of;;
tribal_empire_of_irish                                ;Kingdom of;Kingdom of;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#TRIBALWELSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
tribal_baron_welsh                                    ;Tigerna ;Tiarna;;
tribal_baron_female_welsh                             ;Lady    ;Bantiarna;;
tribal_baron_title_ruler_consort_welsh                ;        ;Tiarna;;
tribal_baron_title_ruler_consort_female_welsh         ;        ;Bantiarna;;
tribal_count_welsh                                    ;Tywysog ;Tywysog;;
tribal_count_title_ruler_consort_welsh                ;Tywysoges;Tywysoges;;
tribal_duke_welsh                                     ;Tywysog ;Tywysog;;
tribal_duke_female_welsh                              ;Tywysoges;Tywysoges;;
tribal_duke_title_ruler_consort_welsh                 ;        ;Tywysog;;
tribal_duke_title_ruler_consort_female_welsh          ;        ;Tywysoges;;
tribal_king_welsh                                     ;King    ;Brenin;;
tribal_king_female_welsh                              ;Queen   ;Breninhes;;
tribal_king_title_ruler_consort_welsh                 ;        ;Brenin;;
tribal_king_title_ruler_consort_female_welsh          ;        ;Breninhes;;
tribal_emperor_welsh                                  ;King    ;Brenin;;
tribal_emperor_female_welsh                           ;Queen   ;Breninhes;;
tribal_emperor_title_ruler_consort_female_welsh       ;        ;Breninhes;;
tribal_title_prince_welsh                             ;Heir    ;Etifedd;;
tribal_barony_of_welsh                                ;Commote of;Cwmwd o;;
tribal_county_of_welsh                                ;Cantref of;Cantref o;;
tribal_duchy_of_welsh                                 ;Principality of;Tywysogaeth o;;
tribal_kingdom_of_welsh                               ;Kingdom of;Teyrnas o;;
tribal_empire_of_welsh                                ;Kingdom of;Teyrnas o;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#TRIBALCumbric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
tribal_baron_cumbric                                  ;Tigerna ;Tiarna;;
tribal_baron_female_cumbric                           ;Lady    ;Bantiarna;;
tribal_baron_title_ruler_consort_cumbric              ;        ;Tiarna;;
tribal_baron_title_ruler_consort_female_cumbric       ;        ;Bantiarna;;
tribal_count_cumbric                                  ;Tywysog ;Tywysog;;
tribal_count_title_ruler_consort_cumbric              ;Tywysoges;Tywysoges;;
tribal_duke_cumbric                                   ;Tywysog ;Tywysog;;
tribal_duke_female_cumbric                            ;Tywysoges;Tywysoges;;
tribal_duke_title_ruler_consort_cumbric               ;        ;Tywysog;;
tribal_duke_title_ruler_consort_female_cumbric        ;        ;Tywysoges;;
tribal_king_cumbric                                   ;King    ;Brenin;;
tribal_king_female_cumbric                            ;Queen   ;Breninhes;;
tribal_king_title_ruler_consort_cumbric               ;        ;Brenin;;
tribal_king_title_ruler_consort_female_cumbric        ;        ;Breninhes;;
tribal_emperor_cumbric                                ;King    ;Brenin;;
tribal_emperor_female_cumbric                         ;Queen   ;Breninhes;;
tribal_emperor_title_ruler_consort_female_cumbric     ;        ;Breninhes;;
tribal_title_prince_cumbric                           ;Heir    ;Etifedd;;
tribal_barony_of_cumbric                              ;Commote of;Cwmwd o;;
tribal_county_of_cumbric                              ;Cantref of;Cantref o;;
tribal_duchy_of_cumbric                               ;Principality of;Tywysogaeth o;;
tribal_kingdom_of_cumbric                             ;Kingdom of;Teyrnas o;;
tribal_empire_of_cumbric                              ;Kingdom of;Teyrnas o;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#TRIBALcornish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
tribal_baron_cornish                                  ;Tigerna ;Tiarna;;
tribal_baron_female_cornish                           ;Lady    ;Bantiarna;;
tribal_baron_title_ruler_consort_cornish              ;        ;Tiarna;;
tribal_baron_title_ruler_consort_female_cornish       ;        ;Bantiarna;;
tribal_count_cornish                                  ;Tywysog ;Tywysog;;
tribal_count_title_ruler_consort_cornish              ;Tywysoges;Tywysoges;;
tribal_duke_cornish                                   ;Tywysog ;Tywysog;;
tribal_duke_female_cornish                            ;Tywysoges;Tywysoges;;
tribal_duke_title_ruler_consort_cornish               ;Tywysog ;Tywysog;;
tribal_duke_title_ruler_consort_female_cornish        ;Tywysoges;Tywysoges;;
tribal_king_cornish                                   ;King    ;Brenin;;
tribal_king_female_cornish                            ;Queen   ;Breninhes;;
tribal_king_title_ruler_consort_cornish               ;        ;Brenin;;
tribal_king_title_ruler_consort_female_cornish        ;        ;Breninhes;;
tribal_emperor_cornish                                ;King    ;Brenin;;
tribal_emperor_female_cornish                         ;Queen   ;Breninhes;;
tribal_emperor_title_ruler_consort_female_cornish     ;        ;Breninhes;;
