#CODE                                 ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,x;;;;
#Bohemia,,,,,,,,,,,,,,;;;;
c_celje_adj                           ;        ;Celjen;;
c_tregor_adj                          ;        ;Trégorian;;
c_dannenberg_adj                      ;        ;Dannenbergische;;
c_lauffen_adj                         ;        ;Lauffische;;
c_merseburg_adj                       ;        ;Merseburgische;;
c_goslar_adj                          ;        ;Goslarische;;
c_ansbach_adj                         ;        ;Ansbachische;;
c_prignitz_adj                        ;        ;Prignitzische;;
c_voigtland_adj                       ;        ;Voigtlandische;;
c_konigssondergau_adj                 ;        ;Königsondergauische;;
c_zweibrucken_adj                     ;        ;Zweibrückische;;
c_reinholdsburg_adj                   ;        ;Reinholdsburgische;;
c_vianden_adj                         ;        ;Viandische;;
c_aachen_adj                          ;Aachener;Aachener;;
c_arnhem_adj                          ;        ;Veluweische;;
c_valenciennes_adj                    ;        ;Valenciennes;;
c_cambrai_adj                         ;        ;Cambrai;;
c_brussel_adj                         ;        ;Brussel;;
c_arlon_adj                           ;        ;Arlon;;
c_schaumburg_adj                      ;        ;Schaumburgische;;
c_bar_adj                             ;Bar     ;Bar;;Barrois
c_pontamousson_adj                    ;        ;Pont-á-Mousson;;
c_eberstein_adj                       ;        ;Ebersteinische;;
c_oettingen_adj                       ;        ;Oettigenishe;;
c_teck_adj                            ;        ;Teckishe;;
c_helfenstein_adj                     ;        ;Helfensteinische;;
c_hohenloe_adj                        ;        ;Hohenloeische;;
c_hohenzollern_adj                    ;        ;Zollernishe;;
c_leuchenberg_adj                     ;        ;Leuchenbergische;;
c_rustringen_adj                      ;        ;Rüstringer;;
c_magdeburg_adj                       ;        ;Magdeburgische;;
c_blankenburg_adj                     ;        ;Blankenburgische;;
c_wittenberg_adj                      ;        ;Wittenbergische;;
c_brehna_adj                          ;        ;Brehnaische;;
c_schwartzburg_adj                    ;        ;Schwartzburgische;;
c_tecklenburg_adj                     ;        ;Tecklenburgische;;
c_lauenburg_adj                       ;        ;Lauenburgische;;
c_hildesheim_adj                      ;        ;Hildesheimische;;
c_regensburg_adj                      ;        ;Regensburgische;;
c_gorz_adj                            ;Gorizian;Görzische;;
c_lausitz_adj                         ;Upper Lusatian;Oberlausitzische;;Lausitzian
c_sponheim_adj                        ;        ;Sponheimische;;
c_berg_adj                            ;        ;Bergische;;
c_niederlausitz_adj                   ;Lower Lusatian;Niederlausitzische;;
c_dithmarschen_adj                    ;        ;Dithmarchische;;
c_wargrien_adj                        ;Wagrian ;Wargrian;;
c_henneberg_adj                       ;        ;Hennebergische;;
c_saarbrucken_adj                     ;        ;Saarbrückische;;
c_schwerin_adj                        ;        ;Schwerinische;;
c_frankfurt_adj                       ;        ;Hanuaische;;
c_bentheim_adj                        ;        ;Bentheimer;;
c_zeitz_adj                           ;        ;Zeitzische;;
c_augsburg_adj                        ;        ;Augsburgische;;
c_pitten_adj                          ;        ;Pittische;;
c_waldburg_adj                        ;        ;Walburgische;;
c_mark_adj                            ;        ;Markische;;
c_zutphen_adj                         ;        ;Zupthische;;
c_brandenburg_adj                     ;        ;Brandenburgische;;
c_wurzburg_adj                        ;        ;Wurzburgische;;
#Burgundy,,,,,,,,,,,,,,;;;;
c_cheese_adj                          ;        ;Grüyereische;;
c_basel_adj                           ;        ;Baselische;;
c_montbeliard_adj                     ;        ;Montbéliard;;
c_bugey_adj                           ;        ;Bresse;;
c_chablais_adj                        ;        ;Chablis;;
c_portois_adj                         ;        ;Portois;;
c_arles_adj                           ;        ;Arles;;
c_graisivaudan_adj                    ;        ;Graisivaudan;;
c_gapencais_adj                       ;        ;Gapençais;;
c_forcalquier_adj                     ;Haute-Provence;Haute Provence;;Forcalquierian
c_namur_adj                           ;        ;Namurische;;
c_limburg_adj                         ;        ;Limburgische;;
c_stavelot_adj                        ;        ;Zutphenische;;
c_oversticht_adj                      ;        ;Overstichtische;;
c_laroche_adj                         ;        ;La Rochian;;
c_chiny_adj                           ;        ;Cinean;;
c_amous_adj                           ;        ;Amous;;
c_aosta_adj                           ;        ;Aosta;;
#Poland,,,,,,,,,,,,,,;;;;
c_rawamazovia_adj                     ;Bródno  ;Brodnoski;;
c_leczyca_adj                         ;        ;Leczyca;;
c_legnica_adj                         ;        ;Legnica;;
c_pultusk_adj                         ;        ;Pultusk;;
#Georgia,,,,,,,,,,,,,,;;;;
c_odishi_adj                          ;        ;Odishian;;
c_hereti_adj                          ;Heretian;Heretian;;
c_jiqeti_adj                          ;        ;Jiqetian;;
c_klarjeti_adj                        ;Klarjetian;Klarjetian;;
c_simsir_adj                          ;        ;Simsirian;;
c_tusheti_adj                         ;Tushetian;Tushetian;;
c_racha_adj                           ;        ;Rachaian;;
c_arran_adj                           ;Arranian;Arranian;;
c_sarir_adj                           ;Saririan;Saririan;;
c_tbilisi_adj                         ;        ;Tbilisian;;
c_tbilisi_adj_maghreb_arabic          ;        ;Tiflisi;;
c_tbilisi_adj_levantine_arabic        ;        ;Tiflisi;;
c_tbilisi_adj_egyptian_arabic         ;        ;Tiflisi;;
c_tbilisi_adj_andalusian_arabic       ;        ;Tiflisi;;
c_tbilisi_adj_sicilian_arabic         ;        ;Tiflisi;;
c_tbilisi_adj_bedouin_arabic          ;        ;Tiflisi;;
c_svaneti_adj                         ;Svanetian;Svanetian;;
c_artaani_adj                         ;        ;Artaanian;;
c_artaani_adj_oghuz                   ;        ;Ardahani;;
c_artaani_adj_turkmen                 ;        ;Ardahani;;
c_artaani_adj_turkish                 ;        ;Ardahani;;
c_artaani_adj_armenian                ;        ;Ardahani;;
c_samtskhe_adj                        ;Maskhetian;Samtskhian;;
c_samtskhe_adj_oghuz                  ;Akhaltsikhe;Ahiskan;;
c_samtskhe_adj_turkmen                ;Akhaltsikhe;Ahiskan;;
c_samtskhe_adj_turkish                ;Akhaltsikhe;Ahiskan;;
c_javakheti_adj                       ;Javakhetian;Javakhetian;;
c_javakheti_adj_oghuz                 ;Akhalkalaki;Ahilhelekan;;
c_javakheti_adj_turkmen               ;Akhalkalaki;Ahilhelekan;;
c_javakheti_adj_turkish               ;Akhalkalaki;Ahilhelekan;;
#Armenia,,,,,,,,,,,,,,;;;;
##,Suenik and Artsakh,,,,,,,,,,,,,;;;;
c_suenik_adj_oghuz                    ;        ;Sünikan;;
c_suenik_adj_turkmen                  ;        ;Sünikan;;
c_suenik_adj_turkish                  ;        ;Sünikan;;
c_suenik_adj_pecheneg                 ;        ;Sünikan;;
c_suenik_adj                          ;Syunik  ;Siwnikan;;Suenikian
c_haband_adj                          ;        ;Habandian;;
c_artsakh_adj                         ;Artsakhian;Artsakhian;;
c_artsakh_adj_turkmen                 ;        ;Artsahian;;
c_artsakh_adj_turkish                 ;        ;Artsahian;;
c_artsakh_adj_oghuz                   ;        ;Artsahian;;
c_artsakh_adj_pecheneg                ;        ;Artsahian;;
c_artsakh_adj_armenian                ;Khachenian;Khachenian;;
c_baghk_adj                           ;        ;Baghkian;;
c_baghk_adj_turkmen                   ;        ;Kafanian;;
c_baghk_adj_turkish                   ;        ;Kafanian;;
c_baghk_adj_oghuz                     ;        ;Kafanian;;
c_baghk_adj_pecheneg                  ;        ;Kafanian;;
c_baghk_adj_persian                   ;        ;Kafanian;;
c_goghtn_adj                          ;        ;Goghtnian;;
c_goghtn_adj_greek                    ;Nakhchivanian;Naxouanan;;
c_goghtn_adj_maghreb_arabic           ;Nakhchivanian;Nashawan;;
c_goghtn_adj_levantine_arabic         ;Nakhchivanian;Nashawan;;
c_goghtn_adj_egyptian_arabic          ;Nakhchivanian;Nashawan;;
c_goghtn_adj_andalusian_arabic        ;Nakhchivanian;Nashawan;;
c_goghtn_adj_sicilian_arabic          ;Nakhchivanian;Nashawan;;
c_goghtn_adj_bedouin_arabic           ;Nakhchivanian;Nashawan;;
##,Vaspurakan,,,,,,,,,,,,,;;;;
c_vaspurakan_adj_greek                ;Vaasprakania;Vaasprakanian;;
c_vaspurakan_adj_maghreb_arabic       ;Van     ;Vanian;;
c_vaspurakan_adj_levantine_arabic     ;Van     ;Vanian;;
c_vaspurakan_adj_egyptian_arabic      ;Van     ;Vanian;;
c_vaspurakan_adj_andalusian_arabic    ;Van     ;Vanian;;
c_vaspurakan_adj_sicilian_arabic      ;Van     ;Vanian;;
c_vaspurakan_adj_bedouin_arabic       ;Van     ;Vanian;;
c_vaspurakan_adj_oghuz                ;Van     ;Vanian;;
c_vaspurakan_adj_turkmen              ;Van     ;Vanian;;
c_vaspurakan_adj_turkish              ;Van     ;Vanian;;
c_vaspurakan_adj_kurdish              ;Van     ;Wanian;;
c_hisn_kayf_adj_greek                 ;Hasankeyf;Kiphan;;
c_hisn_kayf_adj_maghreb_arabic        ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_levantine_arabic      ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_egyptian_arabic       ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_andalusian_arabic     ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_sicilian_arabic       ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_bedouin_arabic        ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_oghuz                 ;        ;Hasankeyfan;;
c_hisn_kayf_adj_turkmen               ;        ;Hasankeyfan;;
c_hisn_kayf_adj_turkish               ;        ;Hasankeyfan;;
c_hisn_kayf_adj_kurdish               ;        ;Heskîfan;;
c_hisn_kayf_adj_armenian              ;Hasankeyf;Harsenkevian;;
c_persarmenia_adj                     ;        ;Rstunikian;;
c_persarmenia_adj_greek               ;        ;Moexian;;
c_persarmenia_adj_oghuz               ;        ;Müküsian;;
c_persarmenia_adj_turkmen             ;        ;Müküsian;;
c_persarmenia_adj_turkish             ;        ;Müküsian;;
c_oromieh_adj_greek                   ;        ;Ourmian;;
c_oromieh_adj_maghreb_arabic          ;        ;Urmiyan;;
c_oromieh_adj_levantine_arabic        ;        ;Urmiyan;;
c_oromieh_adj_egyptian_arabic         ;        ;Urmiyan;;
c_oromieh_adj_andalusian_arabic       ;        ;Urmiyan;;
c_oromieh_adj_sicilian_arabic         ;        ;Urmiyan;;
c_oromieh_adj_bedouin_arabic          ;        ;Urmiyan;;
c_oromieh_adj_oghuz                   ;        ;Urmiyan;;
c_oromieh_adj_turkmen                 ;        ;Urmiyan;;
c_oromieh_adj_turkish                 ;        ;Urmiyan;;
c_oromieh_adj_kurdish                 ;        ;Urmian;;
c_oromieh_adj_armenian                ;        ;Vormian;;
##,Armenia,,,,,,,,,,,,,;;;;
c_dwin_adj_greek                      ;        ;Doúbian;;
c_dwin_adj_maghreb_arabic             ;        ;Dabilian;;
c_dwin_adj_levantine_arabic           ;        ;Dabilian;;
c_dwin_adj_egyptian_arabic            ;        ;Dabilian;;
c_dwin_adj_andalusian_arabic          ;        ;Dabilian;;
c_dwin_adj_sicilian_arabic            ;        ;Dabilian;;
c_dwin_adj_bedouin_arabic             ;        ;Dabilian;;
c_dwin_adj_oghuz                      ;Yerevanian;Erivani;;
c_dwin_adj_turkmen                    ;Yerevanian;Erivani;;
c_dwin_adj_turkish                    ;Yerevanian;Erivani;;
c_ani_adj_greek                       ;        ;Anian;;
c_ani_adj_georgian                    ;        ;Anisian;;
c_ani_adj_kurdish                     ;        ;Anîan;;
c_varazhnunik_adj                     ;        ;Varažnuniki;;
c_varazhnunik_adj_georgian            ;        ;Amberdian;;
c_bagrewand_adj                       ;Ayraratian;Ayrarati;;
c_vanand_adj                          ;Vanandian;Vanandian;;
c_vanand_adj_greek                    ;Kars    ;Karsean;;
c_vanand_adj_georgian                 ;Kars    ;Karsian;;
c_vanand_adj_maghreb_arabic           ;Kars    ;Qarsian;;
c_vanand_adj_levantine_arabic         ;Kars    ;Qarsian;;
c_vanand_adj_egyptian_arabic          ;Kars    ;Qarsian;;
c_vanand_adj_andalusian_arabic        ;Kars    ;Qarsian;;
c_vanand_adj_sicilian_arabic          ;Kars    ;Qarsian;;
c_vanand_adj_bedouin_arabic           ;Kars    ;Qarsian;;
c_vanand_adj_oghuz                    ;Kars    ;Qârsian;;
c_vanand_adj_turkmen                  ;Kars    ;Qârsian;;
c_vanand_adj_turkish                  ;Kars    ;Qârsian;;
c_vanand_adj_kurdish                  ;Kars    ;Qersian;;
##,Lori,,,,,,,,,,,,,;;;;
c_lori_adj                            ;Lorian  ;Lorian;;Lorian
c_lori_adj_armenian                   ;Tashir  ;Taširan;;
c_lori_adj_georgian                   ;        ;Lorean;;
c_gardman_adj                         ;        ;Gardmani;;
c_utik_adj                            ;        ;Utikian;;
c_utik_adj_maghreb_arabic             ;        ;Utiqian;;
c_utik_adj_levantine_arabic           ;        ;Utiqian;;
c_utik_adj_egyptian_arabic            ;        ;Utiqian;;
c_utik_adj_andalusian_arabic          ;        ;Utiqian;;
c_utik_adj_sicilian_arabic            ;        ;Utiqian;;
c_utik_adj_bedouin_arabic             ;        ;Utiqian;;
##,Amida,,,,,,,,,,,,,;;;;
c_amida_adj_maghreb_arabic            ;Diyarbakir;Âmidan;;
c_amida_adj_levantine_arabic          ;Diyarbakir;Âmidan;;
c_amida_adj_egyptian_arabic           ;Diyarbakir;Âmidan;;
c_amida_adj_andalusian_arabic         ;Diyarbakir;Âmidan;;
c_amida_adj_sicilian_arabic           ;Diyarbakir;Âmidan;;
c_amida_adj_bedouin_arabic            ;Diyarbakir;Âmidan;;
c_amida_adj_oghuz                     ;Diyarbekir;Diyar-i Bekrian;;
c_amida_adj_turkmen                   ;Diyarbekir;Diyar-i Bekrian;;
c_amida_adj_turkish                   ;Diyarbekir;Diyar-i Bekrian;;
c_amida_adj_kurdish                   ;Diyarbakir;Amedian;;
c_amida_adj_armenian                  ;Tigranocerta;Tigranokertan;;
c_mardin_adj                          ;        ;Mardinian;;
c_mardin_adj_greek                    ;        ;Maridan;;
c_mardin_adj_maghreb_arabic           ;        ;Mâridînian;;
c_mardin_adj_levantine_arabic         ;        ;Mâridînian;;
c_mardin_adj_egyptian_arabic          ;        ;Mâridînian;;
c_mardin_adj_andalusian_arabic        ;        ;Mâridînian;;
c_mardin_adj_sicilian_arabic          ;        ;Mâridînian;;
c_mardin_adj_bedouin_arabic           ;        ;Mâridînian;;
c_mardin_adj_kurdish                  ;        ;Mêrdînian;;
##,Taron,,,,,,,,,,,,,;;;;
c_bznunik_adj                         ;        ;Khlatian;;
c_bznunik_adj_greek                   ;        ;Chalatan;;
c_bznunik_adj_maghreb_arabic          ;        ;Akhlâtan;;
c_bznunik_adj_levantine_arabic        ;        ;Akhlâtan;;
c_bznunik_adj_egyptian_arabic         ;        ;Akhlâtan;;
c_bznunik_adj_andalusian_arabic       ;        ;Akhlâtan;;
c_bznunik_adj_sicilian_arabic         ;        ;Akhlâtan;;
c_bznunik_adj_bedouin_arabic          ;        ;Akhlâtan;;
c_bznunik_adj_oghuz                   ;        ;Ahlatan;;
c_bznunik_adj_turkmen                 ;        ;Ahlatan;;
c_bznunik_adj_turkish                 ;        ;Ahlatan;;
c_bznunik_adj_kurdish                 ;        ;Xelatan;;
c_taron_adj                           ;Taron   ;Daronian;;Taronian
c_taron_adj_greek                     ;        ;Taronian;;
c_taron_adj_maghreb_arabic            ;        ;Mušian;;
c_taron_adj_levantine_arabic          ;        ;Mušian;;
c_taron_adj_egyptian_arabic           ;        ;Mušian;;
c_taron_adj_andalusian_arabic         ;        ;Mušian;;
c_taron_adj_sicilian_arabic           ;        ;Mušian;;
c_taron_adj_bedouin_arabic            ;        ;Mušian;;
c_taron_adj_oghuz                     ;        ;Musian;;
c_taron_adj_turkmen                   ;        ;Musian;;
c_taron_adj_turkish                   ;        ;Musian;;
c_taron_adj_kurdish                   ;        ;Mûsian;;
c_manzikert_adj                       ;        ;Manazkerti;;
c_manzikert_adj_greek                 ;        ;Manzikerti;;
c_manzikert_adj_maghreb_arabic        ;        ;Minazjirdan;;
c_manzikert_adj_levantine_arabic      ;        ;Minazjirdan;;
c_manzikert_adj_egyptian_arabic       ;        ;Minazjirdan;;
c_manzikert_adj_andalusian_arabic     ;        ;Minazjirdan;;
c_manzikert_adj_sicilian_arabic       ;        ;Minazjirdan;;
c_manzikert_adj_bedouin_arabic        ;        ;Minazjirdan;;
c_manzikert_adj_oghuz                 ;        ;Minazjirdan;;
c_manzikert_adj_turkmen               ;        ;Minazjirdan;;
c_manzikert_adj_turkish               ;        ;Minazjirdan;;
c_manzikert_adj_kurdish               ;        ;Minazjirdan;;
##,Minazjirdan,,,,,,,,,,,,,;;;;
c_theodosiopolis_adj_greek            ;        ;Theodosioupolitan;;
c_theodosiopolis_adj_maghreb_arabic   ;        ;Arzan ar-Rûman;;
c_theodosiopolis_adj_levantine_arabic ;        ;Arzan ar-Rûman;;
c_theodosiopolis_adj_egyptian_arabic  ;        ;Arzan ar-Rûman;;
c_theodosiopolis_adj_andalusian_arabic;        ;Arzan ar-Rûman;;
c_theodosiopolis_adj_sicilian_arabic  ;        ;Arzan ar-Rûman;;
c_theodosiopolis_adj_bedouin_arabic   ;        ;Arzan ar-Rûman;;
c_theodosiopolis_adj_oghuz            ;        ;Erzen er-Rûman;;
c_theodosiopolis_adj_turkmen          ;        ;Erzen er-Rûman;;
c_theodosiopolis_adj_turkish          ;        ;Erzen er-Rûman;;
c_theodosiopolis_adj_kurdish          ;        ;Erzîroman;;
c_sper_adj                            ;        ;Sperian;;
c_sper_adj_greek                      ;        ;Syspirátisian;;
c_sper_adj_oghuz                      ;        ;Ispirian;;
c_sper_adj_turkmen                    ;        ;Ispirian;;
c_sper_adj_turkish                    ;        ;Ispirian;;
c_sper_adj_kurdish                    ;        ;Espîrian;;
c_sper_adj_georgian                   ;        ;Sperian;;
c_karin_adj                           ;        ;Yerznkani;;Karinian
c_karin_adj_greek                     ;        ;Keltzeni;;
c_karin_adj_maghreb_arabic            ;        ;Arzinjani;;
c_karin_adj_levantine_arabic          ;        ;Arzinjani;;
c_karin_adj_egyptian_arabic           ;        ;Arzinjani;;
c_karin_adj_andalusian_arabic         ;        ;Arzinjani;;
c_karin_adj_sicilian_arabic           ;        ;Arzinjani;;
c_karin_adj_bedouin_arabic            ;        ;Arzinjani;;
c_karin_adj_oghuz                     ;        ;Erzincani;;
c_karin_adj_turkmen                   ;        ;Erzincani;;
c_karin_adj_turkish                   ;        ;Erzincani;;
c_karin_adj_kurdish                   ;        ;Ezirgani;;
c_dzopk_adj                           ;Sophenian;Dzopkian;;
c_dzopk_adj_greek                     ;        ;Arsamosatonian;;
c_dzopk_adj_maghreb_arabic            ;        ;Šimšati;;
c_dzopk_adj_levantine_arabic          ;        ;Šimšati;;
c_dzopk_adj_egyptian_arabic           ;        ;Šimšati;;
c_dzopk_adj_andalusian_arabic         ;        ;Šimšati;;
c_dzopk_adj_sicilian_arabic           ;        ;Šimšati;;
c_dzopk_adj_bedouin_arabic            ;        ;Šimšati;;
c_dzopk_adj_oghuz                     ;Bingöl  ;Osmaniyan;;
c_dzopk_adj_turkmen                   ;Bingöl  ;Osmaniyan;;
c_dzopk_adj_turkish                   ;Bingöl  ;Osmaniyan;;
c_dzopk_adj_kurdish                   ;Ergani  ;Erxenîan;;
c_charpete_adj                        ;        ;Kharpertian;;
c_charpete_adj_greek                  ;Mesopotamian;Mesopotamian;;
c_charpete_adj_maghreb_arabic         ;        ;Hisn Ziyadan;;
c_charpete_adj_levantine_arabic       ;        ;Hisn Ziyadan;;
c_charpete_adj_egyptian_arabic        ;        ;Hisn Ziyadan;;
c_charpete_adj_andalusian_arabic      ;        ;Hisn Ziyadan;;
c_charpete_adj_sicilian_arabic        ;        ;Hisn Ziyadan;;
c_charpete_adj_bedouin_arabic         ;        ;Hisn Ziyadan;;
c_charpete_adj_oghuz                  ;        ;Harputian;;
c_charpete_adj_turkmen                ;        ;Harputian;;
c_charpete_adj_turkish                ;        ;Harputian;;
c_charpete_adj_kurdish                ;        ;Xarpetan;;
#Sweden,,,,,,,,,,,,,,;;;;
c_finnveden_adj                       ;        ;Finnvedenr;;
c_attundaland_adj                     ;        ;Attundalandr;;
c_fjadrundaland_adj                   ;        ;Fjädrundalandr;;
c_skara_adj                           ;        ;Skarar;;
c_more_adj                            ;Möre    ;Mörer;;Mörian
c_tjust_adj                           ;Värend  ;Värendr;;Tjustian
#Italy,,,,,,,,,,,,,,;;;;
c_terradicomune_adj                   ;Alando  ;Alandese;;
c_corse_adj                           ;Cardo   ;Cardino;;
c_gallura_adj                         ;Gallurese;Gallurese;;
c_logudoro_adj                        ;Logudorese;Logudorese;;
c_modica_adj                          ;Modican ;Modicano;;
c_enna_adj                            ;        ;Ennese;;
c_catanzaro_adj                       ;Catanzarese;Catanzarese;;
c_gravina_adj                         ;Gravina ;Gravinese;;
c_conversano_adj                      ;Conversano;Conversanese;;
c_larino_adj                          ;Larinese;Larinese;;
c_marsico_adj                         ;        ;Marsicano;;
c_chieti_adj                          ;        ;Teatino;;
c_aversa_adj                          ;Aversan ;Aversano;;
c_molise_adj                          ;Molisan ;Molisano;;
c_gaeta_adj                           ;Gaetan  ;Gaetano;;
c_alife_adj                           ;Alifan  ;Alifano;;
c_manopello_adj                       ;Lettomanoppello;Lettese;;
c_alvito_adj                          ;Alvitan ;Alvitano;;
c_arezzo_adj                          ;Aretine ;Aretino;;
c_fermo_adj                           ;        ;Fermano;;
c_camerino_adj                        ;        ;Camerinese;;
c_nerola_adj                          ;        ;Nerolese;;
c_tusculum_adj                        ;        ;Tuscolano;;
c_malaspina_adj                       ;Fosdinovo;Fosdinovese;;
c_montefeltro_adj                     ;        ;Sammarinese;;
c_frignano_adj                        ;        ;Frignanese;;
c_forli_adj                           ;Forlivese;Forlivese;;
c_piacenza_adj                        ;Piacentine;Piacentino;;
c_bergamo_adj                         ;        ;Bergamasco;;
c_viterbo_adj                         ;Viterbese;Viterbese;;
c_finale_adj                          ;Finale  ;Finalese;;
c_ivrea_adj                           ;Ivrean  ;Eporediese;;
c_bassano_adj                         ;Bassanese;Bassanese;;
c_celano_adj                          ;        ;Celanese;;
c_rimini_adj                          ;Riminese;Riminese;;
c_guidi_adj                           ;Poppi   ;Poppese;;
c_volterra_adj                        ;Volterran;Volterrano;;
c_novellara_adj                       ;        ;Novellarese;;
c_bobbio_adj                          ;        ;Bobbiese;;
c_ventimiglia_adj                     ;Ventimiglian;Ventimigliese;;
c_como_adj                            ;Comasco ;Comasco;;
c_rovigo_adj                          ;Rovigo  ;Rovigotto;;
c_perugia_adj                         ;Perugian;Perugino;;
c_sanmarino_adj                       ;Sammarinese;Sammarinese;;
c_reggionellemilia_adj                ;Reggiano;Reggiano;;
c_savona_adj                          ;        ;Savonese;;
c_trieste_adj                         ;Triestine;Triestino;;
c_friuli_adj                          ;        ;Friulano;;
c_sangermano_adj                      ;        ;Aquinate;;
c_amalfi_adj                          ;Amalfitan;Amalfitano;;Amalfitan
c_troia_adj                           ;        ;Troiano;;
c_novara_adj                          ;        ;Novarese;;
c_sepiro_adj                          ;        ;Sepriese;;
#Moldovia,,,,,,,,,,,,,,;;;;
c_bacau_adj                           ;        ;Bacauian;;
c_iasi_adj                            ;Iasian  ;Iasian;;
c_targujiu_adj                        ;        ;Targu Jiuan;;
c_buzau_adj                           ;        ;Buzauan;;
c_ialomita_adj                        ;        ;Ialomitan;;
#France,,,,,,,,,,,,,,;;;;
c_nimes_adj                           ;        ;Nimes;;
c_milau_adj                           ;        ;Milau;;
c_carlades_adj                        ;Carlades;Carladés;;
c_valentinois_adj                     ;        ;Valentinois;;
c_marsan_adj                          ;        ;Marsan;;
c_auxois_adj                          ;        ;Auxois;;
c_albi_adj                            ;        ;Albi;;
c_beziers_adj                         ;        ;Besièrs;;
c_beauvais_adj                        ;        ;Beauvais;;
c_rethel_adj                          ;        ;Réthel;;
c_sancerre_adj                        ;        ;Sancerre;;
c_archreims_adj                       ;        ;Reims;;
c_bourges_adj                         ;Bourges ;Bourges;;Bourgesian
c_champagne_adj                       ;        ;Troyes;;
c_tonnerre_adj                        ;        ;Tonnerre;;
c_langres_adj                         ;        ;Langres;;
c_brie_adj                            ;Brie    ;Brie;;
c_perche_adj                          ;        ;Perche;;
c_velay_adj                           ;        ;Velai;;
c_comminges_adj                       ;        ;Comenge;;
c_turenne_adj                         ;        ;Ventadorn;;
c_ponthneiu_adj                       ;        ;Ponthneiuan;;
c_alencon_adj                         ;        ;Alenconan;;
c_bayeux_adj                          ;        ;Bayeuxan;;
c_coustance_adj                       ;        ;Coustancean;;
c_dreux_adj                           ;        ;Dreuxan;;
c_porhet_adj                          ;        ;Porhëtian;;
c_valois_adj                          ;        ;Valoisan;;
c_southvexin_adj                      ;        ;Sud Vexian;;
c_tournai_adj                         ;        ;Tournaian;;
c_lille_adj                           ;        ;Lillian;;
