#CODE                                  ;SED2    ;SWMH;OTHERSWMH;SED1;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,;;;;;
########################################,,,,,,,,,,,,,,;;;;;
#JOBS,,,,,,,,,,,,,,;;;;;
########################################,,,,,,,,,,,,,,;;;;;
job_marshal_romanian                   ;        ;Spitar;;;
job_marshal_armenian                   ;        ;Sparapet;;Constable;
job_spiritual_armenian                 ;        ;Catholicos;;Catholicos;
job_chancellor_german                  ;        ;Kanzler;;;
job_marshal_german                     ;        ;Marschall;;;
job_treasurer_german                   ;        ;Schatzmeister;;Treasurer;
job_spiritual_christian_german         ;        ;Hofprediger;;;
job_spymaster_german                   ;        ;Hofspitzel;;;
job_chancellor_muslim_andalusian_arabic;        ;Grand Vizier;;Grand Vizier;
job_chancellor_muslim_arabic           ;        ;Grand Vizier;;Grand Vizier;
job_chancellor_muslim_altaic           ;        ;Grand Vizier;;Grand Vizier;
job_chancellor_muslim_iranian          ;        ;Grand Vizier;;Grand Vizier;
job_chancellor_muslim_north_african    ;        ;Grand Vizier;;Grand Vizier;
job_chancellor_dutch                   ;        ;Kanselier;;;
job_spymaster_dutch                    ;        ;Spionmeester;;;
job_spiritual_dutch                    ;        ;Hofpredikant;;;
job_marshal_dutch                      ;        ;Maarschalk;;;
job_treasurer_dutch                    ;        ;Penningmeester;;;
job_treasurer_frisian                  ;        ;Jildstikmaster;;;
job_marshal_frisian                    ;        ;Maarschalk;;;
job_chancellor_frisian                 ;        ;Kanselier;;;
job_spymaster_frisian                  ;        ;Spionmaster;;;
job_spiritual_frisian                  ;        ;Hofdominy;;;
job_chancellor_iranian_group           ;        ;Vaz?r-e Azam;;;
job_marshal_iranian_group              ;        ;Vaz?r-i-Lashkar;;;
job_spymaster_iranian_group            ;        ;Vaz?r-i-Bar?d;;;
job_treasurer_iranian_group            ;        ;Vaz?r-i-Daftar;;;
job_spiritual_iranian_group            ;        ;Imam-e-Azam;;;
########################################,,,,,,,,,,,,,,;;;;;
#TITLES,,,,,,,,,,,,,,;;;;;
########################################,,,,,,,,,,,,,,;;;;;
title_master_of_the_horse_swedish      ;        ;Stallmästare;;;
title_master_of_the_horse_lithuanian   ;        ;Koniuszy;;;
title_master_of_the_horse_russian      ;        ;Konyushy;;;
title_master_of_the_horse_german       ;        ;Oberststallmeister;;;
title_grand_butler_frankish            ;        ;Grand Bouteiller;;Grand Butler;
title_high_almoner_frankish            ;        ;Grand Aumonier;;Grand Almoner;
title_cupbearer_frankish               ;        ;Échanson;;;
title_master_of_the_horse_frankish     ;        ;Grand Écuyer;;;
title_master_of_the_hunt_frankish      ;        ;Grand Veneur;;;
title_seneschal_frankish               ;        ;Grand Chambellan;;Grand Chambellan;
title_grand_butler_occitan             ;        ;Grand Bouteiller;;Grand Butler;
title_high_almoner_occitan             ;        ;Grand Aumonier;;Grand Almoner;
title_cupbearer_occitan                ;        ;Échanson;;;
title_master_of_the_horse_occitan      ;        ;Grand Écuyer;;;
title_master_of_the_hunt_occitan       ;        ;Grand Veneur;;;
title_seneschal_occitan                ;        ;Grand Chambellan;;Grand Chambellan;
title_master_of_the_horse_castillan    ;        ;Caballerizo Mayor;;;
title_master_of_the_horse_catalan      ;        ;Caballerizo Mayor;;;
title_master_of_the_horse_polish       ;        ;Koniuszy;;;
title_master_of_the_horse_hungarian    ;        ;Fölovászmester;;;
title_high_almoner_hungarian           ;        ;Alamizsnaosztó;;;
title_cupbearer_hungarian              ;        ;Pohárnok;;;
title_master_of_the_hunt_hungarian     ;        ;Fövadászmester;;;
title_seneschal_hungarian              ;        ;Udvarmester;;;
title_grand_butler_hungarian           ;        ;Fökomornyik;;;
title_court_jester_hungarian           ;        ;Udvari bolond;;;
title_keeper_of_swans_hungarian        ;        ;Asztalnok;;;
title_grand_butler_dutch               ;        ;Hofbutler;;;
title_court_jester_dutch               ;        ;Hofnar;;;
title_keeper_of_swans_dutch            ;        ;Zwaanhoeder;;;
title_master_of_the_horse_frisian      ;        ;Master fan de hynders;;;
title_high_almoner_frisian             ;        ;Ielmisenier;;;
title_cupbearer_frisian                ;        ;Hofskinker;;;
title_master_of_the_hunt_frisian       ;        ;Jachtmaster;;;
title_seneschal_frisian                ;        ;Senesjal;;;
title_grand_butler_frisian             ;        ;Hofbetsjinder;;;
title_court_jester_frisian             ;        ;Hofhealwiis;;;
title_keeper_of_swans_frisian          ;        ;Swanbeweitser;;;
title_high_admiral_dutch               ;        ;Hoge Admiraal;;;
title_high_judge_dutch                 ;        ;Hoge Rechter;;;
title_state_inquisitor_dutch           ;        ;Staatsinquisitoir;;;
title_designated_heir_dutch            ;        ;Bekrachtigd Erfgenaam;;;
title_high_admiral_frisian             ;        ;Heeche Admiraal;;;
title_high_judge_frisian               ;        ;Heeche Rjochter;;;
title_state_inquisitor_frisian         ;        ;Steatsinquisitoir;;;
title_designated_heir_frisian          ;        ;Oangewisen Erfgenamt;;;
captain_catalan                        ;        ;Almogaten;;;
condottiero_catalan                    ;        ;Adalil;;;
