#CODE                                   ;SED2    ;SWMH;OTHERSWMH;SED1;VANILLA
#CODE;SED2;ENGLISH;;ENGLISH;ENGLISH
########################;;;;;
#HRE;;;;;
#######################;;;;;
d_lubeck                                ;Lübeck  ;Lübeck;Lybæk,Lybäck,Liubice,Lubeka,Lubek;Lübeck;
d_lubeck_adj                            ;        ;Lübeckische;;Lübeckish;
d_oldenburg                             ;Lower Saxony;Niedersachsen;;Lower Saxony;
d_oldenburg_adj                         ;Lower Saxon;Niedersächsischer;;Lower Saxon;
d_holstein                              ;Holstein;Holstein;;Holstein;Holstein
d_holstein_adj                          ;Holstein;Holsteinische;;Holsteinian;Holsteiner
d_brunswick                             ;Brunswick-Lüneburg;Braunschweig-Lüneburg;;Braunschweig-Lüneburg;Brunswick
d_brunswick_adj                         ;Brunswickian;Braunschweigische;;Braunschweigian;Brunswickian
d_brandenburg                           ;the Northern March;Nordmark;Branibór,Braniborz,Brennaburg,Brenna;Nordmark;Brandenburg
d_brandenburg_adj                       ;Northern March;Nordmärkisch;;Nordmarkian;Brandenburger
d_bishopmunster                         ;Münster ;Münster;;Münster;
d_bishopmunster_adj                     ;        ;Münstersche;;Münsterian;
d_osnabruck                             ;Osnabrück;Osnabrück;;Osnabrück;
d_osnabruck_adj                         ;        ;Osnabrückische;;Osnabrückish;
d_magdeburg                             ;Magdeburg;Magdeburg;;Magdeburg;
d_magdeburg_adj                         ;        ;Magdeburgische;;Magdeburgish;
d_bremen                                ;Bremen  ;Bremen;;Bremen;
d_bremen_adj                            ;Bremian ;Bremische;;Bremish;
d_saxewittenberg                        ;Saxe-Wittenberg;Sachsen-Wittenberg;;Saxony-Wittenberg;
d_saxewittenberg_adj                    ;Saxon   ;Sächsische;;Saxon;
d_altmark                               ;Altmark ;Altmark;;Altmark;
d_altmark_adj                           ;        ;Altmärkische;;Altmärkische;
d_angria                                ;Angria  ;Engern;;;
d_angria_adj                            ;Angrian ;Engerische;;;
#Bavaria;;;;;
k_bavaria                               ;Bavaria ;Baiern;;Bavaria;Bavaria
k_bavaria_adj                           ;Bavarian;Bairische;;Bavarian;Bavarian
d_nuremberg                             ;Nuremberg;Nürnberg;;Nürnberg;
d_nuremberg_adj                         ;        ;Nürnbergische;;Nürnberger;
d_nordgau                               ;Nordgau ;Nordgau;;Nordgau;
d_nordgau_adj                           ;        ;Nordgauische;;Nordgauian;
d_tyrol                                 ;Tyrol   ;Tirol;;Tyrol;Tyrol
d_tyrol_adj                             ;Tyrolean;Tirolische;;Tyrolian;
d_niederbayern                          ;Lower Bavaria;Niederbaiern;Rhaetia Secunda,Rhaitia Secunda;Niederbaiern;
d_niederbayern_adj                      ;Lower Bavarian;Niederbairische;;Niederbairische;
d_salzburg                              ;Salzburg;Salzburg;Iuvavum;Salzburg;
d_salzburg_adj                          ;Salzburger;Salzburgische;;Salzburgian;
d_osterreich                            ;Austria ;Österreich;Noricum Ripense;Austria;Austria
d_osterreich_adj                        ;Austrian;Österreichische;;Austrian;Austrian
d_oberbayern                            ;Upper Bavaria;Oberbaiern;Rhaetia Prima,Rhaitia Prima;Upper Bavaria;
d_oberbayern_adj                        ;Upper Bavarian;Oberbaierisch;;Upper Bavarian;
###########;;;;;
#Carinthia;;;;;
k_carinthia                             ;Carinthia;Kärnten;;Carinthia;
k_carinthia_adj                         ;Carinthian;Kärntenische;;Carinthian;
d_styria                                ;Styria  ;Steiermark;;Styria;
d_styria_adj                            ;Styrian ;Steierisch;;Styrian;
d_istria                                ;Istria  ;Istra;Istrien,Isztria,Histria,Istra,Istrie,Istria;Istra;
d_istria_adj                            ;Istrian ;Istrian;;Istrian;
d_istria_adj_german                     ;        ;Istrische;;Istrische;
#####;;;;;
#Franconia;;;;;
k_franconia                             ;Franconia;Franken;;Franconia;
k_franconia_adj                         ;Franconian;Fränkische;;Franconian;
d_hessen                                ;Hesse   ;Hessen;;;
d_hessen_adj                            ;Hessian ;Hessische;;;
d_rheinfranken                          ;Rhenish Franconia;Rheinfranken;;Rhenish Franconia;
d_rheinfranken_adj                      ;Rhenish Franconian;Rheinfränkische;;Rhenish;
d_mainz                                 ;Mainz   ;Mainz;;Mainz;
d_mainz_adj                             ;        ;Mainzische;;Mainzian;
d_wurzburg                              ;Eastern Franconia;Ostfranken;;Ostfranken;
d_wurzburg_adj                          ;Eastern Franconian;Ostfränkische;;Ostfrankish;
d_thuringia                             ;Thuringia;Thüringen;;;Thüringia
d_thuringia_adj                         ;Thuringian;Thüringische;;;Thüringian
d_bamberg                               ;Bamberg ;Bamberg;;Bamberg;
d_bamberg_adj                           ;        ;Bambergische;;Bambergian;
#Upper Lorraine;;;;;
k_upper_lorraine                        ;Lorraine;Oberlothringen;Opper Lotharingen,Oberlothringen,Haute Lotharingie;Upper Lorraine;
k_upper_lorraine_adj                    ;Lorrainian;Oberlothringische;;Upper Lorraine;
d_barleduc                              ;Bar     ;Bar;;Bar;
d_barleduc_adj                          ;        ;Barrois;;Lotharingian;
d_upper_lorraine                        ;Lorraine;Lothringen;Lorreinen,Lothringen,Lorraine;Moselle;Upper Lorraine
d_upper_lorraine_adj                    ;Lorrainian;Lothringische;;Moselle;Upper Lorrainian
d_trier                                 ;Treves  ;Trier;Trèves;Trier;
d_trier_adj                             ;        ;Trierische;;Trierian;
d_zurich                                ;Zürich  ;Zürichgau;;Zürichgau;
d_zurich_adj                            ;        ;Zürchische;;Zürch;
d_pfalz                                 ;Electoral Palatinate;Pfalzgrafschaft bei Rhein;Paltsgraafschap aan de Rijn,Pfalzgrafschaft bei Rhein,Comté Palatinat du Rhin;Rhine Palatinate;
d_pfalz_adj                             ;Palatinate;Pfälzische;;Palatian;
#Swabia;;;;;
k_schwaben                              ;Swabia  ;Schwaben;;Swabia;
k_schwaben_adj                          ;Swabian ;Schwäbische;;Swabian;
d_burgau                                ;Burgau  ;Burgau;;Burgau;
d_burgau_adj                            ;        ;Burgauische;;Burgauer;
d_zahringen                             ;Zähringen;Zähringen;;Zähringen;
d_zahringen_adj                         ;Zähringer;Zähringische;;Zähringern;
d_teck                                  ;Teck    ;Teck;;Teck;
d_teck_adj                              ;Swabian ;Schwäbische;;Swabian;
d_chur                                  ;Chur    ;Chur;Curia;Chur;
d_chur_adj                              ;        ;Churische;;Swabian;
d_augsburg                              ;Augsburg;Augsburg;;;
d_augsburg_adj                          ;        ;Augsburgische;;;
#Frisia;;;;;
k_frisia                                ;Friesland;Fryslân;Fresland,Friesland,Frise,Frieslaand;;Frisia
k_frisia_adj                            ;Frisian ;Fryske;;;Frisian
d_frisia                                ;Friesland;Friesland;Fresland,Friesland,Frise,Freesland;Frisia;
d_frisia_adj                            ;Frisian ;Friese;;Frisian;
d_utrecht                               ;Utrecht ;Utrecht;Utert;Utrecht;
d_utrecht_adj                           ;        ;Utrechtse;;Utrechtian;
#Burgundy;;;;;
k_burgundy                              ;Burgundy;Bourgogne;Burgund;Burgundy;Burgundy
k_burgundy_adj                          ;Burgundian;Bourguignon;;Burgundian;Burgundian
d_upper_burgundy                        ;Upper Burgundy;Haute Bourgogne;;Upper Burgundy;Upper Burgundy
d_upper_burgundy_adj                    ;Burgundian;Bourguignon;;Upper Burgundian;Upper Burgundian
d_lyon                                  ;Lyon    ;Lyon;Lugdunum,Lougdounon;Lyon;
d_lyon_adj                              ;Lyonnaise;Lyonnaise;;Lyonais;
d_aosta                                 ;Aosta   ;Aosta;;Aosta;
d_aosta_adj                             ;Savoyard;Savoyard;;Savoyard;
d_basel                                 ;Basel   ;Basel;;Basel;
d_basel_adj                             ;        ;Baslerische;;Swiss;
d_arles                                 ;Arles   ;Arles;Arelate;Arle;
d_arles_adj                             ;Arlesian;Arlésien;;Occitan;
d_provence                              ;Provence;Provença;;Provence;Provence
d_provence_adj                          ;Provençal;Provençal;;Provencal;Provencal
d_susa                                  ;Piedmont;Piemonte;Alpes Cottiae;Piemont;Susa
d_susa_adj                              ;Piedmontese;Piemontese;;Piemontese;Susan
#Bohemia;;;;;
k_bohemia                               ;Bohemia ;Czechy;;Bohemia;Bohemia
k_bohemia_adj                           ;Bohemian;Ceský;;Bohemian;Bohemian
d_moravia                               ;Moravia ;Morawske;Morava,Morawa,Mähren;Moravia;Moravia
d_bohemia                               ;Bohemia ;Czeske;Böhmen,Czechy;Moravian;Bohemia
#################;;;;;
#Greater Hungary;;;;;
#################;;;;;
e_hungary                               ;Hungary ;Magyarország;;Etelköz;
e_hungary_adj                           ;Hungarian;Magyar;;Etelközian;
#Wallachia and Moldova;;;;;
k_wallachia                             ;Wallachia;Wallachia;;Wallachia;
k_wallachia_adj                         ;Vlach   ;Wallachian;;Wallachian;
d_oltenia                               ;Oltenia ;Oltenia;;Oltenia;
d_oltenia_adj                           ;Oltenian;Oltenian;;Oltenian;
d_wallachia                             ;Muntenia;Muntenia;;Mutenia;Wallachia
d_wallachia_adj                         ;Muntenian;Muntenian;;Mutenian;Wallachian
k_moldau                                ;Moldova ;Moldova;;Moldova;
k_moldau_adj                            ;Moldovan;Moldovenesc;;Moldovian;
d_moldau                                ;Upper Country;Tara de Sus;;Moldova;Moldau
d_moldau_adj                            ;Moldovan;Moldovenesc;;Moldovian;Moldovian
d_basarabia                             ;Lower Country;Tara de Jos;;Bassarabia;
d_basarabia_adj                         ;Moldovan;Moldovenesc;;Bassarabian;
#Hungary;;;;;
k_hungary                               ;Hungary ;Magyarország;Uhersko,Wegry,Ungarn;Hungary;Hungary
k_hungary_adj                           ;Hungarian;Magyar;;Hungarian;Hungarian
d_esztergom                             ;Visegrád;Visegrád;Ostrihom,Gran,Pannonia Valeria;Visegrád;Esztergom
d_csanad                                ;Csanád  ;Csanád;Tschanad;Csanád;
d_csanad_adj                            ;        ;Csanádian;;Csanádian;
d_bacs                                  ;Bács    ;Bács;;Bács;
d_bacs_adj                              ;        ;Bácsian;;Bácsian;
d_pecs                                  ;Somogy  ;Somogyország;Balaton,Fünfkirchen,Pannonia Prima;Pecs;Pecs
d_pecs_adj                              ;Somogy  ;Somogyországian;;Pecsian;Pecsian
d_esztergom_adj                         ;Esztergom;Esztergomite;;Esztergomian;Esztergomite
d_temes                                 ;Temes   ;Temes;;Temes;Temes
d_temes_adj                             ;Temes   ;Temesite;;Temesite;Temesite
d_ungvar_adj                            ;Uzhhorod;Ungvaran;;Ungvaran;Ungvaran
d_pest                                  ;Bihar   ;Biharország;;Pest;Pest
d_pest_adj                              ;Bihar   ;Biharországian;;Pestian;Pesti
d_transylvania                          ;Transylvania;Erdélyország;;Transsylvania;Transylvania
d_transylvania_adj                      ;Transylvanian;Erdélyországian;;Transsylvanian;Transylvanian
d_nyitra                                ;Nitra   ;Nyitraország;Nyitra,Nitra,Neutra;Nyitra;Nyitra
d_nyitra_adj                            ;Nitra   ;Nyitraországian;;Nyitrian;Nyitran
d_ujavar                                ;Abaúj   ;Újavár;;Újavár;
d_ujavar_adj                            ;        ;Újavárian;;Újavárian;
d_gyor                                  ;Gyor    ;Gyõr;Ráb,Jura,Vjura,Raab,Pannonia Scarabantia,Pannonia Skarabantia;Gyõr;
d_gyor_adj                              ;        ;Gyõrian;;Gyõrian;
d_syrmia                                ;Syrmia  ;Srem;Pannonia Secunda,Syrmia,Sriem,Syrmien,Segedín,Szerém,Sirem;Syrmia;
d_syrmia_adj                            ;Syrmian ;Srem;;Syrmian;
d_syrmia_adj_greek                      ;        ;Syrmian;;;
d_syrmia_adj_armenian                   ;        ;Syrmian;;;
d_syrmia_adj_georgian                   ;        ;Syrmian;;;
d_syrmia_adj_alan                       ;        ;Syrmian;;;
d_syrmia_adj_arberian                   ;        ;Syrmian;;;
d_syrmia_adj_roman                      ;        ;Syrmian;;;
d_syrmia_adj_german                     ;        ;Syrmische;;;
d_syrmia_adj_hungarian                  ;        ;Szeréman;;;
d_syrmia_adj_turkish                    ;        ;Sireman;;;
d_syrmia_adj_moravian                   ;        ;Srieman;;;
#Croatia;;;;;
k_croatia                               ;Croatia ;Hrvatska;Illyricum,Illyrikon;Croatia;Croatia
k_croatia_adj                           ;Croatian;Hrvatski;;Croatian;Croatian
d_croatia                               ;Croatia ;Hrvatska;;Croatia;Croatia
d_croatia_adj                           ;Croatian;Hrvatski;;Croat;Croatian
d_slavonia_adj_hungarian                ;        ;Szlavónian;;;
d_slavonia_adj_german                   ;        ;Slawonische;;;
d_slavonia_adj_greek                    ;Pannonian;Pannonian;;;
d_slavonia_adj_armenian                 ;Pannonian;Pannonian;;;
d_slavonia_adj_georgian                 ;Pannonian;Pannonian;;;
d_slavonia_adj_alan                     ;Pannonian;Pannonian;;;
d_slavonia_adj_arberian                 ;Pannonian;Pannonian;;;
d_slavonia_adj_roman                    ;Pannonian;Pannonian;;;
d_dalmatia                              ;Dalmatia;Dalmacija;;;Dalmatia
d_dalmatia_adj                          ;Dalmatian;Dalmacijan;;;Dalmatian
d_dalmatia_adj_italian                  ;        ;Dalmazian;;;
d_dalmatia_adj_ligurian                 ;        ;Dalmazian;;;
d_dalmatia_adj_tuscan                   ;        ;Dalmazian;;;
d_dalmatia_adj_venetian                 ;        ;Dalmàssian;;;
d_dalmatia_adj_central_italian          ;        ;Dalmazian;;;
d_dalmatia_adj_southern_italian         ;        ;Dalmazian;;;
d_dalmatia_adj_neapolitan               ;        ;Dalmazian;;;
d_dalmatia_adj_corsican                 ;        ;Dalmazian;;;
d_dalmatia_adj_sardinian                ;        ;Dalmazian;;;
d_dalmatia_adj_sicilian                 ;        ;Dalmazian;;;
d_dalmatia_adj_roman                    ;        ;Dalmatian;;;
d_dalmatia_adj_greek                    ;        ;Dalmatiasan;;;
d_dalmatia_adj_alan                     ;        ;Dalmatiasan;;;
d_dalmatia_adj_arberian                 ;        ;Dalmatiasan;;;
d_dalmatia_adj_georgian                 ;        ;Dalmatiasan;;;
d_dalmatia_adj_armenian                 ;        ;Dalmatiasan;;;
d_dalmatia_adj_german                   ;        ;Dalmatische;;;
d_krk                                   ;Krk     ;Krk;Vegl,Veglia,Kyrikon,Curicta;Veglia;
d_krk_adj                               ;        ;Krku;;Veglian;
d_krk_adj_german                        ;        ;Veglisch;;;
d_krk_adj_italian                       ;        ;Veglian;;;
d_krk_adj_venetian                      ;        ;Veglian;;;
d_krk_adj_ligurian                      ;        ;Veglian;;;
d_krk_adj_central_italian               ;        ;Veglian;;;
d_krk_adj_southern_italian              ;        ;Veglian;;;
d_krk_adj_tuscan                        ;        ;Veglian;;;
d_krk_adj_neapolitan                    ;        ;Veglian;;;
d_krk_adj_corsican                      ;        ;Veglian;;;
d_krk_adj_sardinian                     ;        ;Veglian;;;
d_krk_adj_sicilian                      ;        ;Veglian;;;
d_krk_adj_roman                         ;        ;Curictan;;;
d_krk_adj_greek                         ;        ;Kyrikonan;;;
d_krk_adj_arberian                      ;        ;Kyrikonan;;;
d_krk_adj_armenian                      ;        ;Kyrikonan;;;
d_krk_adj_georgian                      ;        ;Kyrikonan;;;
d_krk_adj_alan                          ;        ;Kyrikonan;;;
d_dalmatian_islands                     ;Hvar    ;Hvar;Lesina,Pharos,Pharina;Lesina;
d_dalmatian_islands_adj                 ;        ;Hvaru;;Lesinan;
d_dalmatian_islands_adj_italian         ;        ;Lesina;;;
d_dalmatian_islands_adj_venetian        ;        ;Lesina;;;
d_dalmatian_islands_adj_ligurian        ;        ;Lesina;;;
d_dalmatian_islands_adj_central_italian ;        ;Lesina;;;
d_dalmatian_islands_adj_southern_italian;        ;Lesina;;;
d_dalmatian_islands_adj_tuscan          ;        ;Lesina;;;
d_dalmatian_islands_adj_neapolitan      ;        ;Lesina;;;
d_dalmatian_islands_adj_corsican        ;        ;Lesina;;;
d_dalmatian_islands_adj_sardinian       ;        ;Lesina;;;
d_dalmatian_islands_adj_sicilian        ;        ;Lesina;;;
d_dalmatian_islands_adj_roman           ;        ;Pharinan;;;
d_dalmatian_islands_adj_greek           ;        ;Pharos;;;
d_dalmatian_islands_adj_arberian        ;        ;Pharos;;;
d_dalmatian_islands_adj_armenian        ;        ;Pharos;;;
d_dalmatian_islands_adj_georgian        ;        ;Pharos;;;
d_dalmatian_islands_adj_alan            ;        ;Pharos;;;
#Bosnia;;;;;
k_bosnia                                ;Bosnia  ;Bosna;;Bosnia;Bosnia
k_bosnia_adj                            ;Bosnian ;Bosanci;;Bosnian;Bosnian
d_bosnia                                ;Bosnia  ;Bosna;;Bosnia;Bosnia
d_bosnia_adj                            ;Bosnian ;Bosanci;;Bosnian;Bosnian
#####################;;;;;
#Italy;;;;;
e_italy                                 ;Italy   ;Italia;;Italy;Italia
e_italy_adj                             ;Italian ;Italiano;;Italian;Italian
#Lombardy;;;;;
k_italy                                 ;Italy   ;Lombardia;Italia Annonaria,Annonaria;Lombardia;Italy
k_italy_adj                             ;Italian ;Lombardian;;Lombardian;Italian
d_aquileia                              ;Friuli  ;Friùli;;Friùli;
d_aquileia_adj                          ;Friulan ;Friulano;;Friulian;
d_modena                                ;Modena and Reggio;Modena e Reggio;Mutina,Moutine;Modena-Reggio;Modena
d_modena_adj                            ;Modena  ;Modenan;;Modenan;Modenian
d_lucca                                 ;Lucca   ;Lucca;Luca,Louka;Lucca;
d_lucca_adj                             ;Luccan  ;Luccan;;Luccan;
d_mantua                                ;Mantua  ;Mantua;Mantoua;Mantua;
d_mantua_adj                            ;Mantuan ;Mantuian;;Mantuian;
d_parma                                 ;Parma   ;Parma;Aemilia;Parma;
d_parma_adj                             ;Parmese ;Parmese;;Parmese;
d_savona                                ;Savona  ;Savona;;Savona;
d_savona_adj                            ;Savonese;Savonian;;Savonian;
d_monferrato                            ;Montferrat;Monferrato;;Monferrato;
d_monferrato_adj                        ;        ;Monferratian;;Monferratian;
d_toscana                               ;Tuscany ;Toscana;Tuscia;Toscana;Tuscany
d_toscana_adj                           ;Tuscan  ;Toscanan;;Toscanan;Tuscan
d_como                                  ;Como    ;Como;;Como;
d_como_adj                              ;        ;Comoan;;;
d_lombardia                             ;Milan   ;Milan;;Milan;Lombardy
d_lombardia_adj                         ;Milanese;Milanese;;Lombardian;Lombard
d_genoa                                 ;Genoa   ;Genova;;Genoa;Genoa
d_genoa_adj                             ;Genoese ;Genovesan;;Genovese;Genoese
#Sardinia;;;;;
k_sardinia                              ;Sardinia;Corsicae et Sardiniae;;Corsica and Sardinia;
k_sardinia_adj                          ;Sardinian;Sardinian;;Corse-Sardinian;
d_corsica                               ;Corsica ;Corsica;Corsicae,Korsís;Corsica;
d_corsica_adj                           ;Corsican;Corsa;;Corsican;
#Venice;;;;;
k_venice                                ;Venice  ;Venezia;;Venice;Venice
k_venice_adj                            ;Venetian;Veneti;;Venetian;Venetian
d_venice                                ;Venice  ;Venezia;;Venice;Venice
d_venice_adj                            ;Venetian;Veneto;;Venetian;Venetian
#Sankt Peter;;;;;
k_patrimoniumpetri                      ;Patrimonium Sancti Petri;Patrimonium Sancti Petri;Exarchatus Ravennatis,Exarchos Ravenna;Patrimonium of St. Peter;
k_patrimoniumpetri_adj                  ;Holy    ;Sanctimonialis;;Patrimonian;
d_ancona                                ;Marche  ;Marche;Picenum Suburbicarum,Pikentine;Marche;Ancona
d_ancona_adj                            ;Marche  ;Marchian;;Marchian;Anconitan
d_ravenna                               ;Ravenna ;Ravenna;Flaminia et Picenum;Ravenna;
d_ravenna_adj                           ;Romagna ;Romagnian;;Ravennese;
d_urbino                                ;Urbino  ;Urbino;Umbria,Umbrike;Urbino;
d_urbino_adj                            ;Urbino  ;Urbinian;;Urbinian;
#Siciliy;;;;;
k_sicily                                ;Sicily  ;Sicilia;Suburbicaria,Italías;Sicily;Sicily
k_sicily_adj                            ;Sicilian;Siciliani;;Sicilian;Sicilian
d_tarent                                ;Principality of Taranto;Principato di Taranto;;Taranto;
d_tarent_adj                            ;Tarantino;Tarantian;;Tarantian;
d_loritello                             ;Loritello;Loritello;;Loritello;
d_loritello_adj                         ;        ;Loritellan;;Loritellan;
d_napoli                                ;Naples  ;Napoli;Neapolis;Naples;
d_napoli_adj                            ;Neapolitan;Napolian;;Napolitan;
d_sicily                                ;Sicily  ;Sicilia;Sikelias,Siqilliyah;Sicilia;Sicily
d_sicily_adj                            ;Sicilian;Siciliani;;Sicilian;Sicilian
d_apulia                                ;Apulia  ;Puglia;Apulia et Calabria,Longobardias;Apulia;Apulia
d_apulia_adj                            ;Apulian ;Pugliani;;Apulian;Apulian
d_alvito                                ;Alvito  ;Alvito;Samnium,Samnitis;Alvito;
d_alvito_adj                            ;        ;Alvitian;;Alvitian;
####################;;;;;
#Poland-Lithuanian commonwealth;;;;;
e_poland                                ;Poland  ;Polska-Lietuva;;Poland-Lithuania;
e_poland_adj                            ;Polish  ;Polski-Lietuvo;;Polish-Lithuanian;
#Poland;;;;;
k_poland                                ;Poland  ;Polska;Pulinaland;Poland;Poland
k_poland_adj                            ;Polish  ;Polski;;Polish;Polish
d_greater_poland                        ;Greater Poland;Wielkopolska;Posen;Greater Poland;Greater Poland
d_greater_poland_adj                    ;Greater Polish;Wielkopolskie;;Greater Polish;Greater Polish
d_lesser_poland                         ;Lesser Poland;Malopolska;;Lesser Poland;Lesser Poland
d_lesser_poland_adj                     ;Lesser Polish;Malopolskie;;Lesser Polish;Lesser Polish
d_mazovia                               ;Mazovia ;Mazowsze;;Mazovia;Mazovia
d_mazovia_adj                           ;Mazovian;Mazowieckie;;Mazovian;Mazovian
d_kuyavia                               ;Kujawy  ;Kujawy;;Kuyavia;Kuyavia
d_kuyavia_adj                           ;Kujawy  ;Kujawsko;;Kuyavian;Kuyavian
d_silesia                               ;Silesia ;Slask;;Silesia;Silesia
d_silesia_adj                           ;Silesian;Slaski;;Silesian;Silesian
d_sieradzko-leczyckie                   ;Sieradz-Leczyca;Sieradz-Leczyca;;Sieradz-Leczyca;
d_sieradzko-leczyckie_adj               ;Sieradz ;Sieradzko;;Sieradzko;
#Lithuania;;;;;
k_lithuania                             ;Lithuania;Lietuva;;Lithuania;Lithuania
k_lithuania_adj                         ;Lithuanian;Lietuvos;;Lithuanian;Lithuanian
d_trakai                                ;Trakai  ;Trakai;Troki,Trokaj,Traken;;
d_trakai_adj                            ;        ;Trakaian;;;
d_prussia                               ;Prussia ;Prusa;;Prussia;Prussia
d_prussia_adj                           ;Prussian;Prusiskan;;Prussian;Prussian
d_lithuanians                           ;Lithuania;Lietuva;;Lietuva;Lithuania
d_lithuanians_adj                       ;Lithuanian;Lietuvos;;Lietuvos;Lithuanian
#################;;;;;
#France;;;;;
#################;;;;;
e_france                                ;France  ;France;;France;Francia
e_france_adj                            ;French  ;Français;;Frankish;French
#Aquitaine;;;;;
d_aquitaine                             ;Aquitaine;Aquitània;;Aquitaine;Aquitaine
d_aquitaine_adj                         ;Aquitainian;Aquitain;;Occitan;Aquitanian
d_auvergne                              ;Auvergne;Auvèrnhe;;Auvergne;Auvergne
d_auvergne_adj                          ;Auvergne;Auvèrnhenan;;Auvergnian;Auvergnian
d_limousin                              ;Limousin;Lemosin;;Limousin;
d_limousin_adj                          ;        ;Lemosinan;;Limousain;
d_toulouse                              ;Toulouse;Tolosa;Tolosa;Toulouse;Toulouse
d_toulouse_adj                          ;Toulouse;Tolosa;;Toulousian;Toulousan
d_septimania                            ;Septimania;Septimania;;Septimania;
d_septimania_adj                        ;Septimanian;Septimania;;Septimanian;
d_archberry                             ;Berry   ;Berry;;Berry;
d_archberry_adj                         ;        ;Berrichon;;Berrian;
d_foix                                  ;the Pyrenees;Pirenèus;;Foix;
d_foix_adj                              ;Pyrenean;Pirenèusen;;Foix;
d_gevaudan                              ;Gévaudan;Gévaudan;;Gévaudan;
d_gevaudan_adj                          ;        ;Gévaudan;;Gévaudan;
#France;;;;;
d_poitou_adj                            ;Poitevin;Poitevin;;Poitou;
d_archreims                             ;Reims   ;Reims;Remos;Reims;
d_archreims_adj                         ;        ;Reims;;Reimsian;
d_champagne                             ;Champagne;Champagne;;Champagne;Champagne
d_champagne_adj                         ;Champagne;Champagne;;Champagne;Champagnan
d_burgundy                              ;Burgundy;Bourgogne;;Burgundy;Burgundy
d_burgundy_adj                          ;Burgundian;Bourguigon;;Burgundian;Burgundian
d_artois                                ;Artois  ;Artois;Artesië;Artois;
d_artois_adj                            ;Artesian;Artoisien;;Artoisian;
d_alencon                               ;Alençon ;Alençon;;Alençon;
d_alencon_adj                           ;        ;Alençonne;;Alençonian;
d_blois                                 ;Blois   ;Blois;;Blois;
d_blois_adj                             ;        ;Blésois;;Bloisan;
d_rethel                                ;Rethel  ;Rethel;;Rethel;
d_rethel_adj                            ;        ;Rethélois;;Rethelian;
d_nevers                                ;Nevers  ;Nevers;;Nevers;
d_nevers_adj                            ;        ;Nivernais;;Nerversian;
d_bourbon_adj                           ;Bourbon ;Bourbon;;Bourbon;
#Brittany;;;;;
k_brittany                              ;Brittany;Breizh;Bertangaland;Brittany;Brittany
k_brittany_adj                          ;Breton  ;Brezhoneg;;Breton;Breton
d_brittany                              ;Brittany;Breizh;Bertangaland;Upper Brittany;Brittany
d_brittany_adj                          ;Breton  ;Brezhoneg;;Upper Breton;Breton
k_saxonengland                          ;England ;Englaland;;Ængland;
k_saxonengland_adj                      ;English ;Ænglisc;;Ænglisch;
k_sahara                                ;the Sahara;Sahara;;Sahara;
k_sahara_adj                            ;Saharan ;Saharan;;Saharan;
d_sahara                                ;the Sahara;Sahara;;Sahara;
d_sahara_adj                            ;Saharan ;Saharan;;Saharan;
k_antioch                               ;Antioch ;Antioche;Awasim,Principatus Antiochenus,Antiócheias;Antioch;
k_antioch_adj                           ;Antiochene;Antiochean;;Antiochean;
d_germanias                             ;the Brotherhoods;Germanias;;Germanias;
d_germanias_adj                         ;Germanies;Germaniasian;;Germaniasian;
d_diyareast                             ;Diyar Rabi'a;Diyar Rabi'a;;Diyar Rabi'a;
d_diyareast_adj                         ;Rabi`ah ;Rabian;;Rabian;
