#CODE                                   ;SED2    ;SWMH;OTHER;SED1;VANILLA
#CombatUpdate.csv;;
#India.csv;;
e_rebels_adj                            ;Rebel   ;;;;Rebel
e_pirates                               ;Pirates ;;;;Pirates
e_latin_empire_adj                      ;Latin   ;;;;Latin
c_kaisereia_adj                         ;Kayserian;;;;Kaisereian
c_galatia_adj                           ;Galatian;;;;Galatian
c_amisos_adj                            ;Samsun  ;;;;Amisosian
c_sinope_adj                            ;Sinopean;;;;Sinopean
c_paphlagonia_adj                       ;Paphlagonian;;;;Paphlagonian
c_herakleia_adj                         ;Eregli  ;;;;Herakleian
c_ankyra_adj                            ;Ankaran ;;;;Ancyran
c_nikaea_adj                            ;Nicaean ;;;;Nikaean
c_nikomedeia_adj                        ;Nicomedian;;;;Nikomedeian
c_kyzikos_adj                           ;Cyzicus ;;;;Kyzikosian
c_dorylaion_adj                         ;Dorylaeum;;;;Dorylaionian
c_ikonion_adj                           ;Konya   ;;;;Ikonionian
c_smyrna_adj                            ;Smyrnan ;;;;Smyrnan
c_abydos_adj                            ;Abydos  ;;;;Abydosian
c_euboia_adj                            ;Euboean ;;;;Euboian
c_kaliopolis_adj                        ;Gallipoli;;;;Kaliopolisian
c_thessalonike_adj                      ;Thessalonian;;;;Thessalonikian
c_epeiros_adj                           ;Epirote ;;;;Epirotian
c_arta_adj                              ;Arta    ;;;;Artan
c_cephalonia_adj                        ;Cephalonian;;;;Phaeacians
c_hellas_adj                            ;Greek   ;;;;Hellenic
c_atheniai_adj                          ;Athenian;;;;Athenian
c_achaia_adj                            ;Achaean ;;;;Achaian
c_korinthos_adj                         ;Corinthian;;;;Korinthian
c_methone_adj                           ;Methoni ;;;;Methonian
c_theodosia_adj                         ;Feodosian;;;;Theodosian
c_cherson_adj                           ;Chersonesus;;;;Chersonian
c_attaleia_adj                          ;Antalya ;;;;Attaleian
c_rhodos_adj                            ;Rhodian ;;;;Rhodian
c_lykia_adj                             ;Lycian  ;;;;Lykian
c_gastrikland_adj                       ;Gästrikland;;;;Gästriklander
c_aland_adj                             ;Ålandic ;;;;Ålander
d_ostergotland                          ;Östergötland;;Austrgautland,Østergøtland;;Östergötland
d_ostergotland_adj                      ;Östergötlandic;;;;East Geatish
c_narke_adj                             ;Närke   ;;;;Närkian
d_vastergotland                         ;Västergötland;;Vestrgautland;;Västergötland
d_vastergotland_adj                     ;Västergötlandic;;;;West Geatish
c_dal_adj                               ;Dal     ;;;;Dalabo
c_viken_adj                             ;Viken   ;;;;Vikish
d_norrland                              ;Norrland;;Kænlandi,Cwenaland,Norlanti;;Norrland
d_norrland_adj                          ;Norrlandic;;;;Norrlander
c_vasterbotten_adj                      ;Västerbotten;;;;Västerbottnian
c_angermanland_adj                      ;Ångermanlandic;;;;Ångermanlander
c_medelpad_adj                          ;Medelpad;;;;Medelpadian
c_halsingland_adj                       ;Hälsingland;;;;Hälsinglander
c_dalarna_adj                           ;Dalecarlian;;;;Dalish
c_varmland_adj                          ;Värmlandic;;;;Värmlander
c_vastmanland_adj                       ;Västmanland;;;;Västmanlander
d_smaland                               ;Småland ;;Smáland;Gotland;Småland
d_smaland_adj                           ;Smålandic;;;Gotlandish;Smålander
c_oland_adj                             ;Ölandic ;;;;Ölander
c_hamburg_adj                           ;Hamburg ;;;;Hamburgian
c_lubeck_adj                            ;Lübeck  ;;;;Lübecker
c_holstein_adj                          ;Holstein;;;;Holsteinian
c_bremen_adj                            ;Bremian ;;;;Bremenian
c_oldenburg_adj                         ;Oldenburg;;;;Oldenburgian
c_osnabruck_adj                         ;Osnabrück;;;;Osnabrückian
c_munster_adj                           ;Münster ;;;;Munsterian
c_gottingen_adj                         ;Göttingen;;;;Göttingian
c_rostock_adj                           ;Rostock ;;;;Rostocker
c_werle_adj                             ;Werle   ;;;;Werlian
c_rugen_adj                             ;Rügen   ;;;;Rügenian
c_celle_adj                             ;Celle   ;;;;Cellian
c_luneburg_adj                          ;Lüneburgian;;;;Lüneburgian
c_braunschweig_adj                      ;Brunswickian;;;;Braunschweigian
c_altmark_adj                           ;Altmark ;;;;Altmarkian
c_anhalt_adj                            ;Anhaltian;;;;Anhaltian
d_meissen                               ;Meissen ;;;;Meissen
d_meissen_adj                           ;Meissen ;;;;Meissian
c_meissen_adj                           ;Meissen ;;;;Meissian
c_weimar_adj                            ;Weimarian;;;;Weimarian
c_plauen_adj                            ;Plauen  ;;;;Plauenian
c_thuringen_adj                         ;Thuringian;;;;Thüringian
c_nassau_adj                            ;Nassau  ;;;;Nassauian
d_holland                               ;Holland ;;Hollande,Hollân;;Holland
d_holland_adj                           ;Holland ;;;;Hollander
c_frisia_adj                            ;Frisian ;;;;Frisian
c_holland_adj                           ;Holland ;;;;Hollander
c_westfriesland_adj                     ;West Frisian;;;;Westfrieslander
c_zeeland_adj                           ;Zeelandic;;;;Zeelander
d_gelre                                 ;Guelders;;Geldern,Gueldre;;Gelre
c_ostfriesland_adj                      ;East Frisian;;;;Ostfrieslander
c_gelre_adj                             ;Guelders;;;;Gelrian
c_sticht_adj                            ;Utrecht ;;;;Stichtian
d_brabant                               ;Brabant ;;;;Brabant
d_brabant_adj                           ;Brabant ;;;;Brabantian
c_brabant_adj                           ;Brabant ;;;;Brabantian
c_hainaut_adj                           ;Hainautian;;;;Hainautian
c_breda_adj                             ;Breda   ;;;;Bredian
d_luxembourg                            ;Luxembourg;;Lützelburg,Lutzelburg;;Luxembourg
d_luxembourg_adj                        ;Luxembourgian;;;;Luxembourgian
c_luxembourg_adj                        ;Luxembourgian;;;;Luxembourgian
c_loon_adj                              ;Loon    ;;;;Loonian
c_liege_adj                             ;Liège   ;;;;Liegian
c_koln_adj                              ;Colognian;;;;Kölnian
c_julich_adj                            ;Jülich  ;;;;Jülichian
c_trier_adj                             ;Trier   ;;;;Trierian
c_kleve_adj                             ;Kleve   ;;;;Klevian
c_mainz_adj                             ;Mainz   ;;;;Mainzian
c_leiningen_adj                         ;Leiningen;;;;Leiningian
c_bamberg_adj                           ;Bamberg ;;;;Bambergian
c_pfalz_adj                             ;Palatine;;;;Pfalzian
c_metz_adj                              ;Metz    ;;;;Metzian
c_verdun_adj                            ;Verdun  ;;;;Verdunian
c_lorraine_adj                          ;Lorrainian;;;;Lorrainian
c_saintois_adj                          ;Saintois;;;;Saintoisian
d_baden                                 ;Baden   ;;;;Baden
d_baden_adj                             ;Baden   ;;;;Badenian
c_baden_adj                             ;Baden   ;;;;Badenian
c_breisgau_adj                          ;Breisgau;;;;Breisgauer
d_alsace                                ;Alsace  ;;Elsass,Alsace,Elzas;;Alsace
d_alsace_adj                            ;Alsatian;;;;Alsatian
c_nordgau_adj                           ;Nordgau ;;;;Nordgauer
c_sundgau_adj                           ;Sundgau ;;;;Sundgauer
c_tirol_adj                             ;Tyrolean;;;;Tyrolian
c_trent_adj                             ;Tridentine;;;;Trentian
c_st_gallen_adj                         ;St. Gallen;;;;St. Gallenian
c_innsbruck_adj                         ;Innsbruck;;;;Innsbruckian
c_schwaben_adj                          ;Swabian ;;;;Swabian
c_ulm_adj                               ;Ulm     ;;;;Ulmian
c_furstenberg_adj                       ;Fürstenbergian;;;;Fürstenbergian
c_wurttemberg_adj                       ;Württembergian;;;;Württembergian
c_kempten_adj                           ;Kempten ;;;;Kemptian
c_oberbayern_adj                        ;Upper Bavarian;;;;Oberbayerian
c_salzburg_adj                          ;Salzburgian;;;;Salzburgian
c_niederbayern_adj                      ;Lower Bavarian;;;;Niederbayerian
c_nurnberg_adj                          ;Nurembergian;;;;Nürnbergian
c_passau_adj                            ;Passau  ;;;;Passauian
c_znojmo_adj                            ;Znojmo  ;;;;Znojmo
c_osterreich_adj                        ;Austrian;;;;Österreicher
c_steiermark_adj                        ;Styrian ;;;;Steiermarkian
c_wolgast_adj                           ;Wolgast ;;;;Wolgastian
c_stettin_adj                           ;Szczecin;;;;Stettiner
d_pomeralia                             ;Pomerelia;;Pommerellen;;Pomeralia
d_pomeralia_adj                         ;Pomerelian;;;;Pomeralian
c_chelminskie_adj                       ;Chelmno ;;;;Chelminskian
c_slupsk_adj                            ;Slupskian;;;;Slupskian
c_lubusz_adj                            ;Lubusz  ;;;;Lubuszian
c_gnieznienskie_adj                     ;Gniezno ;;;;Gnieznienskian
c_poznanskie_adj                        ;Poznan  ;;;;Poznanskian
c_kaliskie_adj                          ;Kalisz  ;;;;Kaliskian
c_lower_silesia_adj                     ;Lower Silesian;;;;Lower Silesian
c_upper_silesia_adj                     ;Upper Silesian;;;;Upper Silesian
c_opole_adj                             ;Opolian ;;;;Opolian
c_cieszyn_adj                           ;Cieszyn ;;;;Cieszyan
c_krakowskie_adj                        ;Cracovian;;;;Krakowskian
c_sacz_adj                              ;Stary Sacz;;;;Saczian
c_sandomierskie_adj                     ;Sandomierz;;;;Sandomierskian
c_sieradzko-leczyckie_adj               ;Sieradz-Leczyca;;;;Sieradzko-Leczyckian
c_kujawy_adj                            ;Kujavian;;;;Kujawian
c_scalovia_adj                          ;Scalovian;;;;Scalovian
c_plock_adj                             ;Plockian;;;;Plockian
c_czersk_adj                            ;Czersk  ;;;;Czerskian
c_west_dvina_adj                        ;Daugava ;;;;West Dvinian
d_vitebsk                               ;Vitebsk ;;;;Vitebsk
d_vitebsk_adj                           ;Vitebsk ;;;;Vitebskian
d_courland                              ;Courland;;Kuurinmaa,Kuramaa,Kurãmõ,Kuršas,Kurzeme,Kurlandia,Kurland;;Courland
d_courland_adj                          ;Courlandian;;;;Courlander
c_zemigalians_adj                       ;Semigallian;;;;Zemigallian
c_kurs_adj                              ;Courlandian;;;;Kursian
d_samogitia                             ;Samogitia;;;;Samogitia
d_samogitia_adj                         ;Samogitian;;;;Samogitian
c_zhmud_adj                             ;Lithuanian;;;;Lithuanian
c_lettigalians_adj                      ;Latgalian;;;;Lettigallian
c_livs_adj                              ;Livonian;;;;Livonian
c_dorpat_adj                            ;Tartu   ;;;;Dorpatian
c_osel_adj                              ;Oeselian;;;;Öselian
c_reval_adj                             ;Tallinn ;;;;Kalevanian
c_reval_adj_swedish                     ;Revalian;;;;Revalian
c_reval_adj_danish                      ;Revalian;;;;Revalian
c_reval_adj_norwegian                   ;Revalian;;;;Revalian
c_reval_adj_german                      ;Revalian;;;;Revalian
c_narva_adj                             ;Narva   ;;;;Narvaian
c_vodi_adj                              ;Ingrian ;;;;Ingrian
d_karelia                               ;Karelia ;;Kirialaland;;Karelia
d_karelia_adj                           ;Karelian;;;;Karelian
c_kexholm_adj                           ;Priozersk;;;;Kexholmian
c_savolaks_adj                          ;Savonian;;;;Savolaksian
c_kemi_adj                              ;Kemi    ;;;;Kemian
c_kola_adj                              ;Kola    ;;;;Kolaian
c_kandalax_adj                          ;Kandalakshan;;;;Kandalaxian
c_nyland_adj                            ;Uusimaa ;;;;Nylander
c_finland_adj                           ;Finnish ;;;;Finlander
c_tavasts_adj                           ;Tavastian;;;;Tavastian
c_satakunta_adj                         ;Satakunta;;;;Satakuntan
c_osterbotten_adj                       ;Ostrobothnian;;;;Ostrobothnian
c_velikiye_luki_adj                     ;Velikiye Luki;;;;Lukian
d_yaroslavl                             ;Yaroslavl;;;;Yaroslavl
d_yaroslavl_adj                         ;Yaroslavian;;;;Yaroslavian
d_ryazan                                ;Ryazan  ;;;;Ryazan
d_cheremisa                             ;Mari    ;;;;Cheremisa
d_cheremisa_adj                         ;Mari    ;;;;Cheremisan
c_yaik_adj                              ;Ural    ;;;;Yaikian
c_torki_adj                             ;Oghuz   ;;;;Torkian
c_belgorod_adj                          ;Belgorodian;;;;Belgorodian
c_birlad_adj                            ;Bârlad  ;;;;Birladian
c_aqtobe_adj                            ;Aktobe  ;;;;Aqtobian
c_turnu_adj                             ;Turnu   ;;;;Turnuian
c_tirgoviste_adj                        ;Târgoviste;;;;Tirgovistian
c_severin_adj                           ;Drobeta-Turnu Severin;;;;Severinian
c_sarpa_adj                             ;Sarpa   ;;;;Sarpan
c_yegorlyk_adj                          ;Yegorlyk;;;;Yegorlykian
c_kuma_adj                              ;Kuma    ;;;;Kuman
c_mangyshlak_adj                        ;Mangyshlak;;;;Mangyshlakian
c_bukhara_adj                           ;Bukharan;;;;Bukharan
c_merv_adj                              ;Mervian ;;;;Mervian
c_dihistan_adj                          ;Dehistan;;;;Dihistian
c_gurgan_adj                            ;Gorgan  ;;;;Gurgian
c_nishapur_adj                          ;Nishapur;;;;Nishapuran
c_qohistan_adj                          ;Quhistan;;;;Qohistian
c_mazandaran_adj                        ;Mazandaranian;;;;Mazandarian
c_esfahan_adj                           ;Isfahan ;;;;Esfahanian
c_yazd_adj                              ;Yazd    ;;;;Yazdian
c_shiraz_adj                            ;Shiraz  ;;;;Shirazian
c_hormuz_adj                            ;Ormus   ;;;;Hormuzian
c_kerman_adj                            ;Kerman  ;;;;Kermian
c_qom_adj                               ;Qom     ;;;;Qomian
c_hamadan_adj                           ;Hamadan ;;;;Hamadian
c_rayy_adj                              ;Ray     ;;;;Rayyan
c_balkh_adj                             ;Balkhan ;;;;Balkhian
k_mesopotamia                           ;Mesopotamia;;;;Mesopotamia
k_mesopotamia_adj                       ;Mesopotamian;;;;Mesopotamian
d_kermanshah                            ;Kermanshah;;;;Kermanshah
d_kermanshah_adj                        ;Kermanshah;;;;Kermanshahi
c_qazwin_adj                            ;Qazvin  ;;;;Qazwinian
c_kermanshah_adj                        ;Kermanshah;;;;Kermanshahian
c_luristan_adj                          ;Lorestanian;;;;Luristian
d_tigris                                ;Tigris  ;;;;Tigris
d_tigris_adj                            ;Tigris  ;;;;Tigran
c_tigris_adj                            ;Tigris  ;;;;Tigrisian
c_al_amarah_adj                         ;Amarah  ;;;;Al Amarahian
c_al_nasiryah_adj                       ;Nasiriyah;;;;Al Nasiryahian
d_basra                                 ;Basra   ;;;;Basra
d_basra_adj                             ;Basran  ;;;;Basrite
c_kufa_adj                              ;Kufan   ;;;;Kufan
c_rummah_adj                            ;Wadi al-Rummah;;;;Rummahian
c_kuwait_adj                            ;Kuwaiti ;;;;Kuwaitan
c_basra_adj                             ;Basran  ;;;;Basran
c_damman_adj                            ;Damman  ;;;;Dammani
c_al_hasa_adj                           ;Al-Ahsa ;;;;Al Hasan
c_bahrein_adj                           ;Bahraini;;;;Bahreinian
d_nefoud                                ;Nafud   ;;;;Nefoud
d_nefoud_adj                            ;Nafud   ;;;;Nefoudi
c_al_nadjaf_adj                         ;Najaf   ;;;;Al Nadjafian
c_al_habbariyah_adj                     ;Al Habbariyah;;;;Al Habbariyahian
c_ar_ar_adj                             ;Sakakah ;;;;Shakian
c_madaba_adj                            ;Madaba  ;;;;Madaban
c_az_zarqa_adj                          ;Zarqa   ;;;;Az Zarqan
d_baghdad                               ;Baghdad ;;;;Baghdad
d_baghdad_adj                           ;Baghdadian;;;;Baghdadian
c_karbala_adj                           ;Karbala ;;;;Karbalan
c_baghdad_adj                           ;Baghdadian;;;;Baghdadian
c_deir_adj                              ;Deir ez-Zor;;;;Deirian
c_kirkuk_adj                            ;Kirkuk  ;;;;Kirkukian
d_mosul                                 ;Mosul   ;;Mepsila;;Mosul
d_mosul_adj                             ;Mosul   ;;;;Mosulian
c_mosul_adj                             ;Mosul   ;;;;Mosulian
c_kurdistan_adj                         ;Kurdish ;;;;Kurdistanian
c_al_jazira_adj                         ;Upper Mesopotamian;;;;Al Jaziran
c_al_bichri_adj                         ;Jabal Bishri;;;;Al Bichrian
c_sinjar_adj                            ;Sinjar  ;;;;Sinjarian
c_bira_adj                              ;Birecik ;;;;Biranian
c_oromieh_adj                           ;Urmian  ;;;;Oromiehian
c_gilan_adj                             ;Gilan   ;;;;Gilanian
