#CODE;;ENGLISH;;ENGLISH;ENGLISH
#Bohemia;;;;;
c_fejer_adj                           ;        ;Fejérian;;;Fejerian
c_esztergom_adj                       ;        ;Visegrádian;;;Esztergomian
c_pressburg_adj                       ;        ;Pozsonyian;;;Pressburgian
c_bacs_adj                            ;        ;Csongrádian;;;Bacsian
c_nitra_adj                           ;        ;Nyitravárian;;;Nyitran
c_feher_adj                           ;        ;Fehérian;;;Feherian
c_szekelyfold_adj                     ;        ;Dobokaian;;;Szekelyfoldian
c_bihar_adj                           ;        ;Biharian;;;Biharian
c_zarand_adj                          ;        ;Zarándian;;;
c_pest_adj                            ;        ;Újvárian;;;Pestian
c_marmaros_adj                        ;        ;Veszprémian;;;Marmarosian
c_saris_adj                           ;        ;Borsodian;;;Spisian
c_bereg_adj                           ;        ;Somogyian;;;Beregian
c_gemer_adj                           ;        ;Gyõrian;;;Gemerian
c_trencin_adj                         ;        ;Barsian;;;Trencínian
#HRE;;;;;
c_ravensberg_adj                      ;        ;Ravensbergische;;;
c_kuenring_adj                        ;        ;Küenringische;;;
c_comburg_adj                         ;        ;Comburger;;;
c_chur_adj                            ;        ;Churische;;;
c_celje_adj                           ;        ;Celjen;;;
c_tregor_adj                          ;        ;Trégorian;;;
c_dannenberg_adj                      ;        ;Dannenbergische;;;
c_lauffen_adj                         ;        ;Lauffische;;;
c_merseburg_adj                       ;        ;Merseburgische;;;
c_goslar_adj                          ;        ;Goslarische;;;
c_ansbach_adj                         ;        ;Ansbachische;;;
c_prignitz_adj                        ;        ;Prignitzische;;;
c_voigtland_adj                       ;        ;Voigtlandische;;;
c_konigssondergau_adj                 ;        ;Königsondergauische;;;
c_zweibrucken_adj                     ;        ;Zweibrückische;;;
c_reinholdsburg_adj                   ;        ;Reinholdsburgische;;;
c_vianden_adj                         ;        ;Viandische;;;
c_aachen_adj                          ;        ;Aachener;;;
c_arnhem_adj                          ;        ;Veluweische;;;
c_valenciennes_adj                    ;        ;Valenciennes;;;
c_cambrai_adj                         ;        ;Cambrai;;;
c_brussel_adj                         ;        ;Brussel;;;
c_arlon_adj                           ;        ;Arlon;;;
c_schaumburg_adj                      ;        ;Schaumburgische;;;
c_bar_adj                             ;        ;Bar;;;Barrois
c_pontamousson_adj                    ;        ;Pont-á-Mousson;;;
c_eberstein_adj                       ;        ;Ebersteinische;;;
c_oettingen_adj                       ;        ;Oettigenishe;;;
c_teck_adj                            ;        ;Teckishe;;;
c_helfenstein_adj                     ;        ;Helfensteinische;;;
c_hohenloe_adj                        ;        ;Hohenloeische;;;
c_hohenzollern_adj                    ;        ;Zollernishe;;;
c_leuchenberg_adj                     ;        ;Leuchenbergische;;;
c_rustringen_adj                      ;        ;Rüstringer;;;
c_magdeburg_adj                       ;        ;Magdeburgische;;;
c_blankenburg_adj                     ;        ;Blankenburgische;;;
c_wittenberg_adj                      ;        ;Wittenbergische;;;
c_brehna_adj                          ;        ;Brehnaische;;;
c_schwartzburg_adj                    ;        ;Schwartzburgische;;;
c_tecklenburg_adj                     ;        ;Tecklenburgische;;;
c_lauenburg_adj                       ;        ;Lauenburgische;;;
c_hildesheim_adj                      ;        ;Hildesheimische;;;
c_regensburg_adj                      ;        ;Regensburgische;;;
c_gorz_adj                            ;        ;Görzische;;;
c_lausitz_adj                         ;        ;Oberlausitzische;;;Lausitzian
c_sponheim_adj                        ;        ;Sponheimische;;;
c_berg_adj                            ;        ;Bergische;;;
c_niederlausitz_adj                   ;        ;Niederlausitzische;;;
c_dithmarschen_adj                    ;        ;Dithmarchische;;;
c_wargrien_adj                        ;        ;Wargrian;;;
c_henneberg_adj                       ;        ;Hennebergische;;;
c_saarbrucken_adj                     ;        ;Saarbrückische;;;
c_schwerin_adj                        ;        ;Schwerinische;;;
c_frankfurt_adj                       ;        ;Hanuaische;;;
c_bentheim_adj                        ;        ;Bentheimer;;;
c_zeitz_adj                           ;        ;Zeitzische;;;
c_augsburg_adj                        ;        ;Augsburgische;;;
c_pitten_adj                          ;        ;Pittische;;;
c_waldburg_adj                        ;        ;Walburgische;;;
c_mark_adj                            ;        ;Markische;;;
c_zutphen_adj                         ;        ;Zupthische;;;
c_brandenburg_adj                     ;        ;Brandenburgische;;;
c_wurzburg_adj                        ;        ;Wurzburgische;;;
#Burgundy;;;;;
c_cheese_adj                          ;        ;Grüyereische;;;
c_basel_adj                           ;        ;Baselische;;;
c_montbeliard_adj                     ;        ;Montbéliard;;;
c_bugey_adj                           ;        ;Bresse;;;
c_chablais_adj                        ;        ;Chablis;;;
c_portois_adj                         ;        ;Portois;;;
c_arles_adj                           ;        ;Arles;;;
c_graisivaudan_adj                    ;        ;Graisivaudan;;;
c_gapencais_adj                       ;        ;Gapençais;;;
c_forcalquier_adj                     ;        ;Haute Provence;;;Forcalquierian
c_namur_adj                           ;        ;Namurische;;;
c_limburg_adj                         ;        ;Limburgische;;;
c_stavelot_adj                        ;        ;Zutphenische;;;
c_oversticht_adj                      ;        ;Overstichtische;;;
c_laroche_adj                         ;        ;La Rochian;;;
c_chiny_adj                           ;        ;Cinean;;;
c_amous_adj                           ;        ;Amous;;;
c_aosta_adj                           ;        ;Aosta;;;
#Poland;;;;;
c_rawamazovia_adj                     ;        ;Brodnoski;;;
c_leczyca_adj                         ;        ;Leczyca;;;
c_legnica_adj                         ;        ;Legnica;;;
c_pultusk_adj                         ;        ;Pultusk;;;
#Georgia;;;;;
c_odishi_adj                          ;        ;Odishian;;;
c_hereti_adj                          ;        ;Heretian;;;
c_jiqeti_adj                          ;        ;Jiqetian;;;
c_klarjeti_adj                        ;        ;Klarjetian;;;
c_simsir_adj                          ;        ;Simsirian;;;
c_tusheti_adj                         ;        ;Tushetian;;;
c_racha_adj                           ;        ;Rachaian;;;
c_arran_adj                           ;        ;Arranian;;;
c_sarir_adj                           ;        ;Saririan;;;
#Armenia;;;;;
##;;Suenik;;;
c_suenik_adj_oghuz                    ;        ;Sünikan;;;
c_suenik_adj_turkmen                  ;        ;Sünikan;;;
c_suenik_adj_turkish                  ;        ;Sünikan;;;
c_suenik_adj_turkish                  ;        ;Siwnikan;;;
c_artsakh_adj                         ;        ;Artsakhian;;;
c_artsakh_adj_turkmen                 ;        ;Artsahian;;;
c_artsakh_adj_turkish                 ;        ;Artsahian;;;
c_artsakh_adj_turkish                 ;        ;Artsahian;;;
c_artsakh_adj_armenian                ;        ;Xa'cenian;;;
c_baghk_adj                           ;        ;Baghkian;;;
c_baghk_adj_turkmen                   ;        ;Kafanian;;;
c_baghk_adj_turkish                   ;        ;Kafanian;;;
c_baghk_adj_turkish                   ;        ;Kafanian;;;
c_baghk_adj_persian                   ;        ;Kafanian;;;
c_goghtn_adj                          ;        ;Goghtnian;;;
c_goghtn_adj_greek                    ;        ;Naxouanan;;;
c_goghtn_adj_maghreb_arabic           ;        ;Nashawan;;;
c_goghtn_adj_levantine_arabic         ;        ;Nashawan;;;
c_goghtn_adj_egyptian_arabic          ;        ;Nashawan;;;
c_goghtn_adj_andalusian_arabic        ;        ;Nashawan;;;
c_goghtn_adj_sicilian_arabic          ;        ;Nashawan;;;
c_goghtn_adj_bedouin_arabic           ;        ;Nashawan;;;
##;;Vaspurakan;;;
c_vaspurakan_adj_greek                ;        ;Vaasprakanian;;;
c_vaspurakan_adj_maghreb_arabic       ;        ;Vanian;;;
c_vaspurakan_adj_levantine_arabic     ;        ;Vanian;;;
c_vaspurakan_adj_egyptian_arabic      ;        ;Vanian;;;
c_vaspurakan_adj_andalusian_arabic    ;        ;Vanian;;;
c_vaspurakan_adj_sicilian_arabic      ;        ;Vanian;;;
c_vaspurakan_adj_bedouin_arabic       ;        ;Vanian;;;
c_vaspurakan_adj_oghuz                ;        ;Vanian;;;
c_vaspurakan_adj_turkmen              ;        ;Vanian;;;
c_vaspurakan_adj_turkish              ;        ;Vanian;;;
c_vaspurakan_adj_kurdish              ;        ;Wanian;;;
c_corduene_adj                        ;        ;Corduenan;;;
c_corduene_adj_greek                  ;        ;Kiphan;;;
c_corduene_adj_maghreb_arabic         ;        ;Jazîrat ibn 'Umaran;;;
c_corduene_adj_levantine_arabic       ;        ;Jazîrat ibn 'Umaran;;;
c_corduene_adj_egyptian_arabic        ;        ;Jazîrat ibn 'Umaran;;;
c_corduene_adj_andalusian_arabic      ;        ;Jazîrat ibn 'Umaran;;;
c_corduene_adj_sicilian_arabic        ;        ;Jazîrat ibn 'Umaran;;;
c_corduene_adj_bedouin_arabic         ;        ;Jazîrat ibn 'Umaran;;;
c_corduene_adj_oghuz                  ;        ;Hasankeyfan;;;
c_corduene_adj_turkmen                ;        ;Hasankeyfan;;;
c_corduene_adj_turkish                ;        ;Hasankeyfan;;;
c_corduene_adj_kurdish                ;        ;Heskîfan;;;
c_corduene_adj_armenian               ;        ;Harsenkevian;;;
c_persarmenia_adj                     ;        ;Persarmenian;;;
c_oromieh_adj_greek                   ;        ;Ourmian;;;
c_oromieh_adj_maghreb_arabic          ;        ;Urmiyan;;;
c_oromieh_adj_levantine_arabic        ;        ;Urmiyan;;;
c_oromieh_adj_egyptian_arabic         ;        ;Urmiyan;;;
c_oromieh_adj_andalusian_arabic       ;        ;Urmiyan;;;
c_oromieh_adj_sicilian_arabic         ;        ;Urmiyan;;;
c_oromieh_adj_bedouin_arabic          ;        ;Urmiyan;;;
c_oromieh_adj_oghuz                   ;        ;Urmiyan;;;
c_oromieh_adj_turkmen                 ;        ;Urmiyan;;;
c_oromieh_adj_turkish                 ;        ;Urmiyan;;;
c_oromieh_adj_kurdish                 ;        ;Urmian;;;
c_oromieh_adj_armenian                ;        ;Vormian;;;
##;;Armenia;;;
c_dwin_adj_greek                      ;        ;Doúbian;;;
c_dwin_adj_maghreb_arabic             ;        ;Dabilian;;;
c_dwin_adj_levantine_arabic           ;        ;Dabilian;;;
c_dwin_adj_egyptian_arabic            ;        ;Dabilian;;;
c_dwin_adj_andalusian_arabic          ;        ;Dabilian;;;
c_dwin_adj_sicilian_arabic            ;        ;Dabilian;;;
c_dwin_adj_bedouin_arabic             ;        ;Dabilian;;;
c_dwin_adj_oghuz                      ;        ;Erivani;;;
c_dwin_adj_turkmen                    ;        ;Erivani;;;
c_dwin_adj_turkish                    ;        ;Erivani;;;
c_ani_adj_greek                       ;        ;Anian;;;
c_ani_adj_georgian                    ;        ;Anisian;;;
c_ani_adj_kurdish                     ;        ;Anîan;;;
c_vanand_adj                          ;        ;Vanandian;;;
c_vanand_adj_greek                    ;        ;Karsean;;;
c_vanand_adj_georgian                 ;        ;Karsian;;;
c_vanand_adj_maghreb_arabic           ;        ;Qarsian;;;
c_vanand_adj_levantine_arabic         ;        ;Qarsian;;;
c_vanand_adj_egyptian_arabic          ;        ;Qarsian;;;
c_vanand_adj_andalusian_arabic        ;        ;Qarsian;;;
c_vanand_adj_sicilian_arabic          ;        ;Qarsian;;;
c_vanand_adj_bedouin_arabic           ;        ;Qarsian;;;
c_vanand_adj_oghuz                    ;        ;Qârsian;;;
c_vanand_adj_turkmen                  ;        ;Qârsian;;;
c_vanand_adj_turkish                  ;        ;Qârsian;;;
c_vanand_adj_kurdish                  ;        ;Qersian;;;
##;;Lori;;;
c_lori_adj                            ;        ;Lorian;;;Lorian
c_lori_adj_armenian                   ;        ;Taširan;;;
c_lori_adj_georgian                   ;        ;Lorean;;;
c_utik_adj                            ;        ;Utikian;;;
c_utik_adj_maghreb_arabic             ;        ;Utiqian;;;
c_utik_adj_levantine_arabic           ;        ;Utiqian;;;
c_utik_adj_egyptian_arabic            ;        ;Utiqian;;;
c_utik_adj_andalusian_arabic          ;        ;Utiqian;;;
c_utik_adj_sicilian_arabic            ;        ;Utiqian;;;
c_utik_adj_bedouin_arabic             ;        ;Utiqian;;;
##;;Amida;;;
c_amida_adj_maghreb_arabic            ;        ;Âmidan;;;
c_amida_adj_levantine_arabic          ;        ;Âmidan;;;
c_amida_adj_egyptian_arabic           ;        ;Âmidan;;;
c_amida_adj_andalusian_arabic         ;        ;Âmidan;;;
c_amida_adj_sicilian_arabic           ;        ;Âmidan;;;
c_amida_adj_bedouin_arabic            ;        ;Âmidan;;;
c_amida_adj_oghuz                     ;        ;Diyar-i Bekrian;;;
c_amida_adj_turkmen                   ;        ;Diyar-i Bekrian;;;
c_amida_adj_turkish                   ;        ;Diyar-i Bekrian;;;
c_amida_adj_kurdish                   ;        ;Amedian;;;
c_amida_adj_armenian                  ;        ;Tigranokertan;;;
c_mardin_adj                          ;        ;Mardinian;;;
c_mardin_adj_greek                    ;        ;Maridan;;;
c_mardin_adj_maghreb_arabic           ;        ;Mâridînian;;;
c_mardin_adj_levantine_arabic         ;        ;Mâridînian;;;
c_mardin_adj_egyptian_arabic          ;        ;Mâridînian;;;
c_mardin_adj_andalusian_arabic        ;        ;Mâridînian;;;
c_mardin_adj_sicilian_arabic          ;        ;Mâridînian;;;
c_mardin_adj_bedouin_arabic           ;        ;Mâridînian;;;
c_mardin_adj_kurdish                  ;        ;Mêrdînian;;;
##;;Taron;;;
c_mesopotamia_adj                     ;        ;Khlatian;;;Khliatian
c_mesopotamia_adj_greek               ;        ;Chalatan;;;
c_mesopotamia_adj_maghreb_arabic      ;        ;Akhlâtan;;;
c_mesopotamia_adj_levantine_arabic    ;        ;Akhlâtan;;;
c_mesopotamia_adj_egyptian_arabic     ;        ;Akhlâtan;;;
c_mesopotamia_adj_andalusian_arabic   ;        ;Akhlâtan;;;
c_mesopotamia_adj_sicilian_arabic     ;        ;Akhlâtan;;;
c_mesopotamia_adj_bedouin_arabic      ;        ;Akhlâtan;;;
c_mesopotamia_adj_oghuz               ;        ;Ahlatan;;;
c_mesopotamia_adj_turkmen             ;        ;Ahlatan;;;
c_mesopotamia_adj_turkish             ;        ;Ahlatan;;;
c_mesopotamia_adj_kurdish             ;        ;Xelatan;;;
c_taron_adj_greek                     ;        ;Taronian;;;
c_taron_adj_maghreb_arabic            ;        ;Minazjirdan;;;
c_taron_adj_levantine_arabic          ;        ;Minazjirdan;;;
c_taron_adj_egyptian_arabic           ;        ;Minazjirdan;;;
c_taron_adj_andalusian_arabic         ;        ;Minazjirdan;;;
c_taron_adj_sicilian_arabic           ;        ;Minazjirdan;;;
c_taron_adj_bedouin_arabic            ;        ;Minazjirdan;;;
c_taron_adj_oghuz                     ;        ;Malazgirdian;;;
c_taron_adj_turkmen                   ;        ;Malazgirdian;;;
c_taron_adj_turkish                   ;        ;Malazgirdian;;;
c_taron_adj_kurdish                   ;        ;Malazgiran;;;
##;;Mesopotamia;;;
c_theodosiopolis_adj_greek            ;        ;Theodosioupolitan;;;
c_theodosiopolis_adj_maghreb_arabic   ;        ;Arzan ar-Rûman;;;
c_theodosiopolis_adj_levantine_arabic ;        ;Arzan ar-Rûman;;;
c_theodosiopolis_adj_egyptian_arabic  ;        ;Arzan ar-Rûman;;;
c_theodosiopolis_adj_andalusian_arabic;        ;Arzan ar-Rûman;;;
c_theodosiopolis_adj_sicilian_arabic  ;        ;Arzan ar-Rûman;;;
c_theodosiopolis_adj_bedouin_arabic   ;        ;Arzan ar-Rûman;;;
c_theodosiopolis_adj_oghuz            ;        ;Erzen er-Rûman;;;
c_theodosiopolis_adj_turkmen          ;        ;Erzen er-Rûman;;;
c_theodosiopolis_adj_turkish          ;        ;Erzen er-Rûman;;;
c_theodosiopolis_adj_kurdish          ;        ;Erzîroman;;;
c_karin_adj_greek                     ;        ;Theodosioupolitan;;;
c_karin_adj_maghreb_arabic            ;        ;Arzinjani;;;
c_karin_adj_levantine_arabic          ;        ;Arzinjani;;;
c_karin_adj_egyptian_arabic           ;        ;Arzinjani;;;
c_karin_adj_andalusian_arabic         ;        ;Arzinjani;;;
c_karin_adj_sicilian_arabic           ;        ;Arzinjani;;;
c_karin_adj_bedouin_arabic            ;        ;Arzinjani;;;
c_karin_adj_oghuz                     ;        ;Erzincani;;;
c_karin_adj_turkmen                   ;        ;Erzincani;;;
c_karin_adj_turkish                   ;        ;Erzincani;;;
c_karin_adj_kurdish                   ;        ;Ezirgani;;;
c_dzopk_adj                           ;        ;Dzopkian;;;
c_dzopk_adj_greek                     ;        ;Mesopotamian;;;
c_dzopk_adj_maghreb_arabic            ;        ;Hisn Ziyadan;;;
c_dzopk_adj_levantine_arabic          ;        ;Hisn Ziyadan;;;
c_dzopk_adj_egyptian_arabic           ;        ;Hisn Ziyadan;;;
c_dzopk_adj_andalusian_arabic         ;        ;Hisn Ziyadan;;;
c_dzopk_adj_sicilian_arabic           ;        ;Hisn Ziyadan;;;
c_dzopk_adj_bedouin_arabic            ;        ;Hisn Ziyadan;;;
c_dzopk_adj_oghuz                     ;        ;Harputian;;;
c_dzopk_adj_turkmen                   ;        ;Harputian;;;
c_dzopk_adj_turkish                   ;        ;Harputian;;;
c_dzopk_adj_kurdish                   ;        ;Xarpetan;;;
#Sweden;;;;;
c_finnveden_adj                       ;        ;Finnvedenr;;;
c_attundaland_adj                     ;        ;Attundalandr;;;
c_fjadrundaland_adj                   ;        ;Fjädrundalandr;;;
c_skara_adj                           ;        ;Skarar;;;
c_more_adj                            ;        ;Mörer;;;Mörian
c_tjust_adj                           ;        ;Värendr;;;Tjustian
#Italy;;;;;
c_terradicomune_adj                   ;        ;Alandese;;;
c_corse_adj                           ;        ;Cardino;;;
c_gallura_adj                         ;        ;Gallurese;;;
c_logudoro_adj                        ;        ;Logudorese;;;
c_modica_adj                          ;        ;Modicano;;;
c_enna_adj                            ;        ;Ennese;;;
c_catanzaro_adj                       ;        ;Catanzarese;;;
c_gravina_adj                         ;        ;Gravinese;;;
c_conversano_adj                      ;        ;Conversanese;;;
c_larino_adj                          ;        ;Larinese;;;
c_marsico_adj                         ;        ;Marsicano;;;
c_chieti_adj                          ;        ;Teatino;;;
c_aversa_adj                          ;        ;Aversano;;;
c_molise_adj                          ;        ;Molisano;;;
c_gaeta_adj                           ;        ;Gaetano;;;
c_alife_adj                           ;        ;Alifano;;;
c_manopello_adj                       ;        ;Lettese;;;
c_alvito_adj                          ;        ;Alvitano;;;
c_arezzo_adj                          ;        ;Aretino;;;
c_fermo_adj                           ;        ;Fermano;;;
c_camerino_adj                        ;        ;Camerinese;;;
c_nerola_adj                          ;        ;Nerolese;;;
c_tusculum_adj                        ;        ;Tuscolano;;;
c_malaspina_adj                       ;        ;Fosdinovese;;;
c_montefeltro_adj                     ;        ;Sammarinese;;;
c_frignano_adj                        ;        ;Frignanese;;;
c_forli_adj                           ;        ;Forlivese;;;
c_piacenza_adj                        ;        ;Piacentino;;;
c_bergamo_adj                         ;        ;Bergamasco;;;
c_viterbo_adj                         ;        ;Viterbese;;;
c_finale_adj                          ;        ;Finalese;;;
c_ivrea_adj                           ;        ;Eporediese;;;
c_bassano_adj                         ;        ;Bassanese;;;
c_celano_adj                          ;        ;Celanese;;;
c_rimini_adj                          ;        ;Riminese;;;
c_guidi_adj                           ;        ;Poppese;;;
c_volterra_adj                        ;        ;Volterrano;;;
c_novellara_adj                       ;        ;Novellarese;;;
c_bobbio_adj                          ;        ;Bobbiese;;;
c_ventimiglia_adj                     ;        ;Ventimigliese;;;
c_como_adj                            ;        ;Comasco;;;
c_rovigo_adj                          ;        ;Rovigotto;;;
c_perugia_adj                         ;        ;Perugino;;;
c_sanmarino_adj                       ;        ;Sammarinese;;;
c_reggionellemilia_adj                ;        ;Reggiano;;;
c_savona_adj                          ;        ;Savonese;;;
c_trieste_adj                         ;        ;Triestino;;;
c_friuli_adj                          ;        ;Friulano;;;
c_sangermano_adj                      ;        ;Aquinate;;;
c_amalfi_adj                          ;        ;Amalfitano;;;Amalfitan
c_troia_adj                           ;        ;Troiano;;;
c_novara_adj                          ;        ;Novarese;;;
c_sepiro_adj                          ;        ;Sepriese;;;
#Moldovia;;;;;
c_bacau_adj                           ;        ;Bacauian;;;
c_iasi_adj                            ;        ;Iasian;;;
c_targujiu_adj                        ;        ;Targu Jiuan;;;
c_buzau_adj                           ;        ;Buzauan;;;
#France;;;;;
c_nimes_adj                           ;        ;Nimes;;;
c_milau_adj                           ;        ;Milau;;;
c_carlades_adj                        ;        ;Carladés;;;
c_valentinois_adj                     ;        ;Valentinois;;;
c_marsan_adj                          ;        ;Marsan;;;
c_auxois_adj                          ;        ;Auxois;;;
c_albi_adj                            ;        ;Albi;;;
c_beziers_adj                         ;        ;Besièrs;;;
c_beauvais_adj                        ;        ;Beauvais;;;
c_rethel_adj                          ;        ;Réthel;;;
c_sancerre_adj                        ;        ;Sancerre;;;
c_archreims_adj                       ;        ;Reims;;;
c_bourges_adj                         ;        ;Bourges;;;Bourgesian
c_champagne_adj                       ;        ;Troyes;;;
c_tonnerre_adj                        ;        ;Tonnerre;;;
c_langres_adj                         ;        ;Langres;;;
c_brie_adj                            ;        ;Brie;;;
c_perche_adj                          ;        ;Perche;;;
c_velay_adj                           ;        ;Velai;;;
c_comminges_adj                       ;        ;Comenge;;;
c_turenne_adj                         ;        ;Ventadorn;;;
c_murat_adj                           ;        ;Muratain;;;
c_ponthneiu_adj                       ;        ;Ponthneiuan;;;
c_alencon_adj                         ;        ;Alenconan;;;
c_bayeux_adj                          ;        ;Bayeuxan;;;
c_coustance_adj                       ;        ;Coustancean;;;
c_dreux_adj                           ;        ;Dreuxan;;;
c_porhet_adj                          ;        ;Porhëtian;;;
c_valois_adj                          ;        ;Valoisan;;;
c_southvexin_adj                      ;        ;Sud Vexian;;;
c_tournai_adj                         ;        ;Tournaian;;;
c_lille_adj                           ;        ;Lillian;;;
c_saintpol_adj                        ;        ;Saint-Polan;;;
c_dauphinedeauvergne_adj              ;        ;Auvèrnhe;;;
c_gatinas_adj                         ;        ;Gâtinais;;;
c_couserans_adj                       ;        ;Couserans;;;
c_porcien_adj                         ;        ;Porcien;;;
c_vertus_adj                          ;        ;Vertus;;;
c_chateaudun_adj                      ;        ;Chateaudun;;;
c_bigorre_adj                         ;        ;Bigorre;;;
c_quercy_adj                          ;        ;Quercy;;;
c_aunis_adj                           ;        ;Aunis;;;
c_laval_adj                           ;        ;Laval;;;
c_dauphine_viennois_adj               ;        ;Viennois;;;
c_bourbon_adj                         ;        ;Bourbon;;;
c_ponthieu_adj                        ;        ;Ponthieu;;;
c_artois_adj                          ;        ;Artois;;;
c_porhoet_adj                         ;        ;Porhoët;;;
c_ventadour_adj                       ;        ;Ventadour;;;
c_mortain_adj                         ;        ;Mortain;;;
#ERE;;;;;
##;;Epirus;;;
c_hellas_adj_greek                    ;        ;Aiotolian;;;
c_hellas_adj_oghuz                    ;        ;Inebahtian;;;
c_hellas_adj_turkmen                  ;        ;Inebahtian;;;
c_hellas_adj_turkish                  ;        ;Inebahtian;;;
c_hellas_adj_dalmatian                ;        ;Lepantian;;;
c_hellas_adj_italian                  ;        ;Lepantian;;;
c_hellas_adj_venetian                 ;        ;Lepantian;;;
c_hellas_adj_ligurian                 ;        ;Lepantian;;;
c_hellas_adj_central_italian          ;        ;Lepantian;;;
c_hellas_adj_southern_italian         ;        ;Lepantian;;;
c_hellas_adj_tuscan                   ;        ;Lepantian;;;
c_hellas_adj_neapolitan               ;        ;Lepantian;;;
c_hellas_adj_corsican                 ;        ;Lepantian;;;
c_hellas_adj_sardinian                ;        ;Lepantian;;;
c_hellas_adj_sicilian                 ;        ;Lepantian;;;
c_hellas_adj_italian                  ;        ;Lepantian;;;
c_epeiros_adj_greek                   ;        ;Epirote;;;
c_epeiros_adj_oghuz                   ;        ;Yanyân;;;
c_epeiros_adj_turkmen                 ;        ;Yanyân;;;
c_epeiros_adj_turkish                 ;        ;Yanyân;;;
c_epeiros_adj_dalmatian               ;        ;Epirote;;;
c_epeiros_adj_venetian                ;        ;Epirote;;;
c_epeiros_adj_ligurian                ;        ;Epirote;;;
c_epeiros_adj_central_italian         ;        ;Epirote;;;
c_epeiros_adj_southern_italian        ;        ;Epirote;;;
c_epeiros_adj_tuscan                  ;        ;Epirote;;;
c_epeiros_adj_neapolitan              ;        ;Epirote;;;
c_epeiros_adj_corsican                ;        ;Epirote;;;
c_epeiros_adj_sardinian               ;        ;Epirote;;;
c_epeiros_adj_sicilian                ;        ;Epirote;;;
c_epeiros_adj_italian                 ;        ;Epirote;;;
c_epeiros_adj_arberian                ;        ;Epirian;;;
c_arta_adj_greek                      ;        ;Artan;;;
c_arta_adj_oghuz                      ;        ;Nardan;;;
c_arta_adj_turkmen                    ;        ;Nardan;;;
c_arta_adj_turkish                    ;        ;Nardan;;;
c_arta_adj_dalmatian                  ;        ;Artan;;;
c_arta_adj_venetian                   ;        ;Artan;;;
c_arta_adj_ligurian                   ;        ;Artan;;;
c_arta_adj_central_italian            ;        ;Artan;;;
c_arta_adj_southern_italian           ;        ;Artan;;;
c_arta_adj_tuscan                     ;        ;Artan;;;
c_arta_adj_neapolitan                 ;        ;Artan;;;
